rts,symbol,cond,pp
-0.6252573649230484,0.0,explicitDeadline,26
-0.6695866263438108,0.0,explicitDeadline,26
-0.5239193166965198,0.0,explicitDeadline,26
-0.5944175517762416,0.0,explicitDeadline,26
-0.46092337056440497,0.0,explicitDeadline,26
-0.6621715036984989,0.0,explicitDeadline,26
-0.6338939769739216,0.0,explicitDeadline,26
0.7364038036769713,0.0,explicitDeadline,26
-0.5712330647532635,0.0,explicitDeadline,26
0.5546557453991633,0.0,explicitDeadline,26
-0.5141909842293879,0.0,explicitDeadline,26
0.6487950157204898,0.0,explicitDeadline,26
0.6862002362825098,0.0,explicitDeadline,26
0.6633569777185576,0.0,explicitDeadline,26
-0.5395950295522846,0.0,explicitDeadline,26
-0.6216759142516014,0.0,explicitDeadline,26
-0.6350349506451505,0.0,explicitDeadline,26
-0.9199783885441174,0.0,explicitDeadline,26
-0.5453778883124999,0.0,explicitDeadline,26
-0.7841168157891958,0.0,explicitDeadline,26
-0.6450655935231443,0.0,explicitDeadline,26
0.5845653438232299,0.0,explicitDeadline,26
1.4904499295847502,0.0,explicitDeadline,26
-0.6318767935005007,0.0,explicitDeadline,26
0.48708074693896886,0.0,explicitDeadline,26
-0.4463803913014158,0.0,explicitDeadline,26
-0.5985411021907225,0.0,explicitDeadline,26
0.41614958045630407,0.0,explicitDeadline,26
-0.46489617279302403,0.0,explicitDeadline,26
-0.5718737141204265,0.0,explicitDeadline,26
0.46879526899127977,0.0,explicitDeadline,26
0.9224723530333128,0.0,explicitDeadline,26
0.5892743414475689,0.0,explicitDeadline,26
0.6847842049618105,0.0,explicitDeadline,26
0.5397602247684439,0.0,explicitDeadline,26
-0.6575829771164268,0.0,explicitDeadline,26
0.48641612361516035,0.0,explicitDeadline,26
0.5291440982956335,0.0,explicitDeadline,26
-0.5886557297928842,0.0,explicitDeadline,26
-0.5284164514063744,0.0,explicitDeadline,26
-0.6479168417758321,0.0,explicitDeadline,26
0.5779336989586683,0.0,explicitDeadline,26
-0.5727383241328297,0.0,explicitDeadline,26
-0.7932539524937742,0.0,explicitDeadline,26
-0.49023335047768,0.0,explicitDeadline,26
-0.6979047261151182,0.0,explicitDeadline,26
0.4688061022266982,0.0,explicitDeadline,26
-0.6825423841977224,0.0,explicitDeadline,26
-0.5422845979676505,0.0,explicitDeadline,26
1.3325754282622553,0.0,explicitDeadline,26
0.601547295254704,0.0,explicitDeadline,26
0.7010152336377076,0.0,explicitDeadline,26
-0.5395038261868979,0.0,explicitDeadline,26
0.5188147453336588,0.0,explicitDeadline,26
-0.634223207893032,0.0,explicitDeadline,26
0.5330794680427258,0.0,explicitDeadline,26
-0.6728894450998997,0.0,explicitDeadline,26
-0.4736265624153901,0.0,explicitDeadline,26
0.5484235505607699,0.0,explicitDeadline,26
-0.6210979978487954,0.0,explicitDeadline,26
0.4156943649356153,0.0,explicitDeadline,26
-0.557859269843384,0.0,explicitDeadline,26
0.6228928746756633,0.0,explicitDeadline,26
0.5308558752498855,0.0,explicitDeadline,26
0.5521780016260698,0.0,explicitDeadline,26
-0.7055931111117553,0.0,explicitDeadline,26
-0.47907768983601057,0.0,explicitDeadline,26
0.5917426642122091,0.0,explicitDeadline,26
-0.6378547974898882,0.0,explicitDeadline,26
-0.6754958313139656,0.0,explicitDeadline,26
0.44304419443796367,0.0,explicitDeadline,26
0.6451446781515147,0.0,explicitDeadline,26
0.6253993064755905,0.0,explicitDeadline,26
-0.6141729757274449,0.0,explicitDeadline,26
-0.7071522614627913,0.0,explicitDeadline,26
-0.514942269516575,0.0,explicitDeadline,26
-0.8732707269075077,0.0,explicitDeadline,26
0.49432584471312824,0.0,explicitDeadline,26
0.5499549245049044,0.0,explicitDeadline,26
0.49057042418484503,0.0,explicitDeadline,26
0.51325559120429,0.0,explicitDeadline,26
-0.7636149154540817,0.0,explicitDeadline,26
0.7128760562050152,0.0,explicitDeadline,26
-0.5679997074425807,0.0,explicitDeadline,26
-0.6378332230394504,0.0,explicitDeadline,26
-0.4509712137825609,0.0,explicitDeadline,26
0.6174747752020433,0.0,explicitDeadline,26
0.4989714589712478,0.0,explicitDeadline,26
0.5512187453353606,0.0,explicitDeadline,26
-0.5097625643281481,0.0,explicitDeadline,26
-0.7051557276342972,0.0,explicitDeadline,26
-0.5025264660481378,0.0,explicitDeadline,26
-0.5681999819889072,0.0,explicitDeadline,26
-0.6955886692207178,0.0,explicitDeadline,26
0.5581193144802596,0.0,explicitDeadline,26
0.6335600436895984,0.0,explicitDeadline,26
-0.6754989194838726,0.0,explicitDeadline,26
-0.4815214273979943,0.0,explicitDeadline,26
-0.576354263245696,0.0,explicitDeadline,26
0.6429363394463872,0.0,explicitDeadline,26
-0.600742379703476,0.0,explicitDeadline,26
-0.569181877010307,0.0,explicitDeadline,26
0.7525884719721885,0.0,explicitDeadline,26
0.5853959826172058,0.0,explicitDeadline,26
-0.9020824857164311,0.0,explicitDeadline,26
-0.7801412948684776,0.0,explicitDeadline,26
-0.5302168622610194,0.0,explicitDeadline,26
-0.6644662186616298,0.0,explicitDeadline,26
-0.6236095518408662,0.0,explicitDeadline,26
-0.5890215065785944,0.0,explicitDeadline,26
0.5031478192045221,0.0,explicitDeadline,26
0.613765717987313,0.0,explicitDeadline,26
0.568684952694737,0.0,explicitDeadline,26
-0.973092429259852,0.0,explicitDeadline,26
-0.6024686239799244,0.0,explicitDeadline,26
-0.536557403368899,0.0,explicitDeadline,26
-0.5832564172728565,0.0,explicitDeadline,26
-0.5040163204639786,0.0,explicitDeadline,26
0.614549922168403,0.0,explicitDeadline,26
-0.5219465539378841,0.0,explicitDeadline,26
-0.5010354097215628,0.0,explicitDeadline,26
-0.4731593815930574,0.0,explicitDeadline,26
-0.5756079222576892,0.0,explicitDeadline,26
-0.532937096170648,0.0,explicitDeadline,26
0.537356831509663,0.0,explicitDeadline,26
-0.8038597739038794,0.0,explicitDeadline,26
-0.718636150222739,0.0,explicitDeadline,26
0.5490151588477343,0.0,explicitDeadline,26
-0.9123028339158592,0.0,explicitDeadline,26
-0.477741871116357,0.0,explicitDeadline,26
-0.5662344198841012,0.0,explicitDeadline,26
-0.5514744312549228,0.0,explicitDeadline,26
0.659041996690746,0.0,explicitDeadline,26
-0.5348057902556015,0.0,explicitDeadline,26
-0.5365574507243857,0.0,explicitDeadline,26
-0.4908163834525342,0.0,explicitDeadline,26
0.6317794631528856,0.0,explicitDeadline,26
0.5782128892866143,0.0,explicitDeadline,26
0.7180270437009344,0.0,explicitDeadline,26
-0.6626196083965983,0.0,explicitDeadline,26
0.6002117894037887,0.0,explicitDeadline,26
-0.6745496659365342,0.0,explicitDeadline,26
-0.5867590564279946,0.0,explicitDeadline,26
0.6924241271309648,0.0,explicitDeadline,26
-0.6800025284333595,0.0,explicitDeadline,26
-0.5036746103221315,0.0,explicitDeadline,26
0.433332840088647,0.0,explicitDeadline,26
-0.7218753830150721,0.0,explicitDeadline,26
0.5983453123624703,0.0,explicitDeadline,26
0.5348050988575476,0.0,explicitDeadline,26
0.6206055882422954,0.0,explicitDeadline,26
-0.786158193907804,0.0,explicitDeadline,26
0.5652410200571737,0.0,explicitDeadline,26
0.5931949831597052,0.0,explicitDeadline,26
0.6784056724310099,0.0,explicitDeadline,26
0.5658141657310441,0.0,explicitDeadline,26
0.5136370366545746,0.0,explicitDeadline,26
0.6276703598672516,0.0,explicitDeadline,26
0.6863774104939526,0.0,explicitDeadline,26
0.9786069020685013,0.0,explicitDeadline,26
0.4672662445973943,0.0,explicitDeadline,26
-0.7525783328721865,0.0,explicitDeadline,26
0.6898475932311833,0.0,explicitDeadline,26
0.5302441716861669,0.0,explicitDeadline,26
0.6743466040240518,0.0,explicitDeadline,26
0.5174163103261733,0.0,explicitDeadline,26
0.5692813203294609,0.0,explicitDeadline,26
0.6285135915186143,0.0,explicitDeadline,26
0.5705626485359224,0.0,explicitDeadline,26
-0.5887729201022841,0.0,explicitDeadline,26
0.6041342680551031,0.0,explicitDeadline,26
-0.6619711825893704,0.0,explicitDeadline,26
-0.6429373269933133,0.0,explicitDeadline,26
-0.64450193579466,0.0,explicitDeadline,26
1.2359508238390322,0.0,explicitDeadline,26
0.611661763120413,0.0,explicitDeadline,26
1.098499864496706,0.0,explicitDeadline,26
-0.6127538976343392,0.0,explicitDeadline,26
0.45406871410730776,0.0,explicitDeadline,26
0.5826778823908353,0.0,explicitDeadline,26
0.757723027268614,0.0,explicitDeadline,26
0.6502483019275799,0.0,explicitDeadline,26
0.5767885588687272,0.0,explicitDeadline,26
0.638991019081071,0.0,explicitDeadline,26
0.5729989364009914,0.0,explicitDeadline,26
0.7497428955749702,0.0,explicitDeadline,26
0.5661390693228462,0.0,explicitDeadline,26
0.5951987947793912,0.0,explicitDeadline,26
0.6259873428487123,0.0,explicitDeadline,26
0.6381929188215977,0.0,explicitDeadline,26
0.5820108078516071,0.0,explicitDeadline,26
-0.5937524147153455,0.0,explicitDeadline,26
