pp,cond,accuracy,meanRT_correct,meanRT_incorrect,meanRTlog_correct,meanRTlog_incorrect,0.1_correct,0.25_correct,0.3_correct,0.5_correct,0.7_correct,0.75_correct,0.9_correct,0.1_incorrect,0.25_incorrect,0.3_incorrect,0.5_incorrect,0.7_incorrect,0.75_incorrect,0.9_incorrect,skew_correct,stdRT_correct,skew_incorrect,stdRT_incorrect,timeout,n_trials,prop_fast_errors,meanRTdiff,meanRTlogdiff,origin,model
35,implicitDeadline,0.9513888888888888,386.90264720039494,336.20761904648896,-0.9609952891025325,-1.0927262381377862,324.57799999695305,345.18499999701453,351.241000001493,374.801999998512,406.22299999848497,414.80749999851105,460.802999995532,307.195999998599,313.086999998544,314.6670000015,338.605999995489,349.95899999700504,354.029999998515,368.393999998516,1.3841003877997513,61.35684662439825,0.041059651854259874,25.27355190347022,0.05555555555555555,432,1,50.69502815390598,0.13173094903525373,empirical,none
36,implicitDeadline,0.9396751740139211,473.6061308677729,441.49323077221806,-0.7580752682369081,-0.8273276774643873,387.99280000471043,423.802000004798,434.9162000004612,465.972000000998,503.0574000009106,516.876000003307,561.1800000041492,358.758500001946,393.75225000319904,412.2185000007595,448.878500002858,467.1400000036375,481.3865000005393,518.266000002506,0.9155492185142636,70.96530136150086,0.11518589695320924,62.43802629559124,0.3062645011600928,431,1,32.112900095554835,0.06925240922747922,empirical,none
37,acc,0.8611111111111112,378.1897015647042,358.8492832872393,-0.9828001763227806,-1.0316816585223816,320.453199904639,340.66974988076277,345.08910000475856,368.6844999284365,397.9725998855576,409.07974994042553,456.57370000476385,302.36499985696315,331.361250000016,338.5634998855532,356.724499952339,380.53870001430295,386.93724989271146,413.64669985693945,0.9947210351438507,56.33227560277654,0.13766413791644294,42.15713663925098,-99.0,432,1,19.34041827746489,0.04888148219960098,empirical,none
38,acc,0.9162790697674419,509.0864999988299,470.4310277766013,-0.6959702114791689,-0.7697361190125845,393.9716999999975,433.3362500000223,444.31659999775854,482.850499999251,539.1212999997662,558.864249997765,637.7182999977259,407.37099999887846,422.243250000029,425.10149999958253,453.23050000002,475.48999999999046,479.68049999832175,533.637999998522,1.9640093570061696,113.10910186486565,3.0357188869433585,95.94057379753376,-99.0,430,1,38.65547222222858,0.07376590753341561,empirical,none
39,acc,0.9767441860465116,410.498721429313,371.026000000631,-0.9041263023617547,-1.0035376007916161,334.8915000010948,361.045750001227,368.6371000003449,399.980500000951,432.627300000444,442.3820000006235,502.6345000006841,303.8909000011332,318.6882500009345,325.5521000005988,374.0015000007555,400.32060000050075,400.8480000001435,424.5227000003247,1.4643215307931965,71.92958840783332,0.7228521207268239,61.81554812110035,-99.0,430,1,39.47272142868201,0.0994112984298614,empirical,none
40,explicitDeadline,0.7287671232876712,347.9450375939852,293.76040404040225,-1.0751538064516566,-1.2523016492579528,260.609999999986,303.20499999998754,313.88999999995553,345.8499999999915,384.829999999987,400.210000000021,440.35999999998603,224.2520000000018,249.85999999998603,258.4679999999936,288.700000000012,321.02400000002217,335.1499999999795,387.8879999999658,-0.10344329123824211,66.52554805173615,0.19331990224821205,66.67177587101413,0.14918414918414918,365,1,54.184633553582955,0.17714784280629625,empirical,none
41,implicitDeadline,0.8700696055684455,381.2480000000114,367.94642857144123,-0.9784411486708923,-1.0147919771966474,308.4,335.500000000029,343.2,372.0,403.8000000000464,416.0,460.20000000000005,304.0,324.5,329.0,347.5,386.5,401.25,461.500000000058,1.7482374615098104,68.01749413218552,1.1642249772037458,67.2824223007041,0.037122969837587005,431,1,13.301571428570185,0.03635082852575511,empirical,none
42,implicitDeadline,0.814385150812065,399.3048433048514,351.0125000000024,-0.9385940595968087,-1.0603971710494657,306.0,344.5,353.0,391.00000000011596,429.0,444.5,512.0,287.4,314.75,321.0,348.5,385.6,393.25,424.40000000000003,0.6172393640881099,81.89230526850146,-0.22454613020369293,56.086166472853165,0.0951276102088167,431,1,48.292343304849,0.12180311145265699,empirical,none
43,explicitDeadline,0.8227848101265823,368.6035076923099,350.50057142856946,-1.0059189276657896,-1.0555907081096263,309.8120000000344,334.04000000003697,339.808000000031,363.679999999993,395.64399999999455,403.660000000033,434.0639999999896,317.7899999999845,329.30499999999324,331.57199999993924,343.8499999999765,361.03000000000486,364.7850000000327,407.9939999999772,0.16721293663323047,46.21668998681338,-0.079852813962672,41.27695921440885,0.08564814814814815,395,1,18.102936263740446,0.04967178044383669,empirical,none
44,implicitDeadline,0.9348837209302325,406.59761691542406,369.22835714284673,-0.9157047307063195,-1.0256917016273484,322.989999999921,352.7027500000547,361.46229999990635,400.36050000001,436.5451999999818,446.624499999918,491.74389999992025,284.8837999999554,311.7547500000148,315.487499999965,353.792999999947,375.0936999998984,391.31650000004447,504.74529999995696,0.8382733577058274,73.46199345726511,1.9636484123230942,99.9279539332062,0.1,430,1,37.36925977257732,0.10998697092102883,empirical,none
45,explicitDeadline,0.754257907542579,340.6503225833654,295.8613861414186,-1.090443339658948,-1.2424745829599182,279.98999999787173,309.799999997762,315.27000000330173,335.80000000447,363.9200000020735,373.125000004424,416.3200000089532,208.90000000596,252.70000000001204,272.600000002974,302.600000000006,329.20000000298,332.39999999702604,367.200000005949,-0.017622493190698613,54.73742958313515,-0.12843208189369718,63.24504402826656,0.028368794326241134,411,1,44.78893644194676,0.1520312433009703,empirical,none
46,acc,0.9389671361502347,541.6975499999993,537.7076923076876,-0.6320721877420976,-0.6470502294228032,434.3319999999893,468.01500000001397,479.5260000000125,522.8999999999945,560.6279999999797,580.9249999999739,648.9999999999827,424.59000000002595,454.735000000008,460.7700000000185,489.599999999977,593.0499999999596,603.2550000000045,663.7199999999721,1.9905583232883584,115.36369786879204,1.9916340741876895,138.76384682782987,-99.0,426,1,3.989857692311716,0.0149780416807056,empirical,none
47,explicitDeadline,0.7424657534246575,403.02841687669275,379.3173722349116,-0.9151941956991295,-0.9827178434912368,343.73800009535597,376.2429998092705,383.72500009532104,406.46299971383996,428.832000095397,434.7225000000035,457.642999713891,288.91759989508404,332.1979998569295,347.7061997425739,387.37899976159656,419.7506998187861,427.76675009538326,452.1915999713759,-0.5928482553263438,44.41482948733274,-0.28797474960112174,60.51137998262743,0.1431924882629108,365,1,23.711044641781143,0.06752364779210729,empirical,none
48,explicitDeadline,0.9384236453201971,389.01062729647725,370.373039999879,-0.9495114661812393,-0.9988109559627776,339.677999999723,359.99199999985296,367.66399999975704,384.34900000004603,411.003999999724,414.700999999768,449.22399999998703,326.408199999793,343.158999999985,345.286600000085,378.517999999749,387.378000000049,406.203999999794,416.917199999874,0.17957277635731578,40.31143212895883,-0.45546285058932157,39.03599630841298,0.06018518518518518,406,1,18.63758729659827,0.04929948978153831,empirical,none
49,implicitDeadline,0.9004629629629629,365.57958868584865,326.29816278793,-1.018061557551306,-1.1310592791390592,299.8735999988336,322.88999999401904,329.15739999997896,358.620000003022,389.74000000176,398.830999994068,436.1408000017748,273.26759999943897,287.287999997032,293.3516000000062,320.192999994033,347.6531999982428,355.2584999955145,393.7165999951891,0.761954506035451,57.372328054890716,0.9211948629630261,50.66430519267993,0.02546296296296296,432,1,39.281425897918666,0.11299772158775334,empirical,none
50,explicitDeadline,0.7549019607843137,353.0758572362118,330.86354008630275,-1.0544502532710192,-1.1166915540949243,283.34730016211995,308.16575017882826,319.22230017165407,347.906500095385,381.800600095408,389.04750010729197,437.82640009057957,272.6136000477247,297.008000071539,299.4637000571473,322.693000023835,350.9980000429149,357.1290000714948,405.3540001716929,0.1677819901570321,57.37996931875913,0.7024578794682725,49.473148724768315,0.05555555555555555,408,1,22.21231714990904,0.06224130082390511,empirical,none
51,implicitDeadline,0.814385150812065,447.1737891737979,405.8750000000092,-0.8175410031433206,-0.9128345776933051,365.0,391.0,399.0,438.0,488.0,501.5,539.0,337.8,369.500000000029,375.8,406.5,429.6,437.0,473.1,0.49157461599499885,71.99528553732816,0.35427922278572066,60.64722123096336,0.22505800464037123,431,1,41.29878917378869,0.09529357454998455,empirical,none
52,acc,0.962877030162413,508.89624096385324,472.13875000000286,-0.6916714511134282,-0.7642977551629753,407.2679999999992,443.969999999972,454.59199999999237,493.959999999963,539.4960000000077,549.2200000000009,625.3080000000188,364.0799999999725,438.1299999999975,446.969999999972,478.0200000000185,511.2900000000079,514.8199999999922,554.950000000019,1.36023324027797,96.29381115624571,-0.1856115378025036,78.90022373226647,-99.0,431,1,36.75749096385039,0.07262630404954706,empirical,none
53,explicitDeadline,0.9296116504854369,378.4274673629259,340.2337931034541,-0.9782835522140485,-1.084665236047329,327.603999999957,347.76000000000954,353.71199999998777,378.260000000009,402.0360000000106,409.91999999998353,437.076000000024,299.3200000000418,314.540000000037,321.0080000000016,331.699999999953,362.112000000011,363.600000000006,399.2240000000454,-0.06452634917002878,42.841468114035834,0.18174421778181468,39.50622052409343,0.046296296296296294,412,1,38.19367425947178,0.1063816838332805,empirical,none
54,implicitDeadline,0.9673659673659674,374.668775881611,372.661928559511,-0.9900916670436227,-0.9933928147598384,319.53699998571545,337.61050000001,341.20019998566676,367.964999928488,393.3271999475197,402.42149996425,441.639399971417,318.82749994512403,350.4692500000055,350.96390000003277,365.200499988088,396.2951999928568,403.66099994635454,420.3573000238627,1.0337975367293255,49.98688950983172,0.41081002758798024,43.72461298339356,0.016317016317016316,429,1,2.0068473220999863,0.003301147716215702,empirical,none
55,implicitDeadline,0.9107981220657277,469.049213873529,450.1792367956697,-0.7670781817159008,-0.8150224259012768,392.67329993562913,423.2484999284645,431.93839990939557,461.193999940384,492.03029995473287,505.1362499940732,546.0408999523385,359.65059996660557,409.3119999879997,416.64609997858065,442.705499964242,481.60099997136257,496.50499997015845,550.469199928461,1.0245533675802878,68.48652012911553,0.02471973746393373,81.85307741595393,0.2676056338028169,426,1,18.869977077859346,0.04794424418537602,empirical,none
56,acc,0.9791183294663574,467.047571138974,417.9706667196489,-0.7711930847989865,-0.8759829782888242,392.19520013350876,420.5722501072885,429.1676000333509,461.380000047677,492.8916001287635,505.5519999761965,544.8670000000039,379.22440010487884,385.875000095344,386.7330001144436,412.024999952293,449.9972000381442,455.204000095371,462.7712000858734,1.245830853606108,68.07144321077398,0.10942960584654951,37.82980133002093,-99.0,431,1,49.0769044193251,0.1047898934898377,empirical,none
57,explicitDeadline,0.7416666666666667,404.36329588016264,401.32258064517214,-0.911424473707793,-0.9205906385274187,344.0,376.500000000058,383.8,406.0,431.2,439.0,459.4,342.2,380.0,388.0,409.0,431.79999999999995,436.0,456.2,-0.4541372652331515,43.22592164290224,-0.957523625743895,47.313285497546,0.16473317865429235,360,1,3.0407152349905004,0.009166164819625733,empirical,none
58,acc,0.9465116279069767,474.9781277606139,456.8236087049811,-0.7654027427568013,-0.7954503787552554,379.433400023868,404.7870000000115,412.3592000476784,448.649000047677,499.4985999904458,507.829000035708,589.4965999713634,366.34340000478517,409.77299997615046,417.3850000095318,448.911000047694,473.62180000474916,489.68350001190254,554.5616000286075,1.8346288501210444,106.14773314246179,1.049786259446858,74.81662198322931,-99.0,430,1,18.154519055632818,0.03004763599845406,empirical,none
59,explicitDeadline,0.8235294117647058,387.03676298949085,378.9196363564078,-0.9555724761806242,-0.9760546845361713,333.0263000667709,354.58625008346297,359.770000081114,383.2555000715075,405.9541000095344,416.74074998804997,452.30379994754946,333.1939999761525,348.42699990460096,357.995499904675,373.3264999761595,395.376500023878,402.042499940362,431.974999928469,0.319588149541808,43.82410941905993,0.49930108254969596,40.90265481109798,0.13425925925925927,374,1,8.117126633083046,0.020482208355547038,empirical,none
60,explicitDeadline,0.8624338624338624,380.7947116310636,351.8109615091195,-0.9722501775027493,-1.0523286429316394,323.23300000000756,344.1779999642602,353.83250001195097,379.624499964237,403.62099996424496,416.118249970197,444.476000011913,301.3598999308889,317.31074992846675,323.2682000023868,350.6299999761545,377.3247999666023,383.464249946395,403.5281000166882,0.1466497116753981,44.26906965475396,0.2171728149709412,43.96467328950397,0.12296983758700696,378,1,28.98375012194407,0.08007846542889008,empirical,none
61,explicitDeadline,0.7355163727959698,362.1674657534271,310.38380952380663,-1.0320477033962872,-1.1984408664208748,283.41600000003865,324.4999999999852,332.95,370.0400000000085,397.823999999993,404.7200000000158,438.2379999999481,202.06800000006382,261.119999999995,276.03600000001063,312.680000000051,348.579999999981,362.479999999981,405.90000000002345,-0.6369633864449251,61.524987668789464,-0.12159144240300916,71.3152576778241,0.06807511737089202,397,1,51.783656229620476,0.16639316302458762,empirical,none
62,acc,0.9576470588235294,406.9860343978698,386.0267222218843,-0.9127285087418121,-0.9683671635094228,336.7222000000414,359.12249999944447,363.84399999983185,392.104999999632,425.271799999406,439.040000000561,496.5983999996215,328.70839999922305,335.75299999994627,336.9374999997908,356.18149999983154,398.4095000001512,414.22099999991,449.7715999993848,1.768187543996695,72.30282855971298,2.1456789924952635,79.16970073047645,-99.0,425,1,20.959312175985474,0.05563865476761065,empirical,none
63,acc,0.9207459207459208,601.8646152487853,574.9026765196734,-0.5289522761083987,-0.5850947164237129,465.3951999999812,521.6830000715565,529.6560000476776,575.230000143056,627.8334001144624,647.318499999994,765.1968000571948,403.2183999952655,477.53300003575,490.57640004290135,538.8085000477005,582.6138000429229,656.617499964239,751.8367001430365,1.627202099501625,133.17967450446994,1.2281593354073488,155.13109352941026,-99.0,429,1,26.96193872911192,0.056142440315314235,empirical,none
64,acc,0.962877030162413,498.9011903614434,472.01093750000484,-0.7156102959207206,-0.794166893251938,388.70619999998024,431.0954999999085,441.8796000000318,481.45299999997997,525.1407999999938,536.7804999999639,616.6616000000386,327.7095000000265,376.93249999996647,387.67399999996996,421.7575000000215,503.495499999961,520.0379999999568,690.81600000005,1.7236192132003023,108.1503966997584,1.247810155936123,152.75694228434264,-99.0,431,1,26.89025286143857,0.07855659733121745,empirical,none
65,implicitDeadline,0.9025522041763341,373.10138560429607,324.65021429138824,-0.9978557294941961,-1.1403387311342563,305.1863999522758,334.684000047739,341.419400009536,370.095999952289,397.0521999952266,409.908999952313,449.1371999952332,252.47460002388132,280.54549996423145,290.8032000167065,324.3255000357455,361.8960000095303,369.5512499999893,388.9530000166964,0.3634371175327224,57.74069272823561,0.2650656508958801,57.271015470479355,0.02320185614849188,431,1,48.45117131290783,0.14248300164006023,empirical,none
66,explicitDeadline,0.9314420803782506,357.9797131981729,320.15565517255385,-1.0359919517639842,-1.1557336171205639,302.3543999998132,321.8835000000257,328.4444000003713,350.9505000002975,381.8320000000415,391.23599999991677,424.491800000344,248.6536000003864,288.782000000007,295.4800000002724,312.984999999811,329.3522000003836,333.128999999841,389.1692000000022,0.4474502886463911,47.74874525000214,0.6619241824737518,60.270513896193826,0.020833333333333332,423,1,37.824058025619024,0.11974166535657971,empirical,none
67,implicitDeadline,0.9372093023255814,397.09105707804076,363.55962963471467,-0.9351377236604542,-1.0331134412214715,329.84519999877045,358.1589999970455,362.6670000035956,389.038,417.769200007152,429.139500002959,476.3150000143096,284.0662000083362,322.332500003016,327.17060001549504,351.652999993996,376.0200000071666,378.34300001489447,443.23480000359126,0.8429577944917445,61.52245981505537,2.2910027208669903,84.31112728674478,0.06511627906976744,430,1,33.531427443326095,0.0979757175610173,empirical,none
68,implicitDeadline,0.9259259259259259,368.2770499999996,315.9225000000006,-1.0129297985893115,-1.1681841981517662,299.7200000000245,328.2250000000205,334.8639999999783,363.949999999968,392.9119999999643,403.3400000000257,443.7840000000199,244.2740000000454,269.4750000000057,282.3019999999846,311.2900000000375,355.6959999999616,359.595000000016,376.8280000000086,0.5900622761871969,62.11783153639787,0.08433566387666405,56.62176208786609,0.034722222222222224,432,1,52.354549999998994,0.15525439956245468,empirical,none
69,implicitDeadline,0.8461538461538461,437.777085376133,382.44634845378596,-0.8404576823955523,-0.9805801505116758,351.63419995235716,383.98749997618097,393.0498000047172,433.60999995231396,475.795799995214,483.0029999642285,523.6511999666228,293.7884999880335,327.20649995231327,346.22649994037056,372.58899997617146,425.37349999998696,438.3789999284492,488.11049997617397,0.8174738398538794,75.45029789646837,0.20000925551186416,74.97911391405862,0.16783216783216784,429,1,55.33073692234706,0.1401224681161235,empirical,none
70,explicitDeadline,0.7910447761194029,415.33010565942817,409.1526571428523,-0.883377878323,-0.898432070209619,363.9474000047428,388.428000011947,391.8332000190856,418.22700001183,440.1877999975924,448.11600000003796,467.866199990432,357.8434000226727,371.6487500059595,381.9588999987929,410.78450000000896,434.24880002023446,438.69050000001124,465.2164000083463,-0.31450730701325363,39.6891968597087,0.06238418858928671,40.13023412693833,0.22273781902552203,335,1,6.177448516575851,0.01505419188661905,empirical,none
71,acc,0.9583333333333334,498.55797101450736,429.7222222222384,-0.7133412866398793,-0.8500178515804081,395.0,430.0,439.9,476.5,528.0,543.0,619.7,382.7,394.75,400.2,410.5,460.80000000002326,465.0,493.2,1.5000843899733942,98.36237923196549,0.5579416667538499,46.57291001980435,-99.0,432,1,68.83574879226899,0.13667656494052882,empirical,none
72,implicitDeadline,0.6626506024096386,413.0437200124208,333.2867785834815,-0.9628204354610497,-1.1708432085063807,236.28920001308398,319.9375000149015,334.8850000131412,398.137000017799,468.079200022668,482.06550001190055,564.9974000072109,199.6150000059741,251.742500020846,261.6021000196463,315.6420000179205,366.7953000054231,376.2057500238003,448.22580002145867,2.8489166351721207,183.82177312158257,2.2380406795353887,141.9258039507069,0.1493975903614458,415,1,79.75694142893929,0.208022773045331,empirical,none
73,explicitDeadline,0.7906976744186046,361.47699346404363,303.47753086420136,-1.0344376267642719,-1.217676923848484,287.91999999998404,328.94500000000676,333.7300000000105,366.1399999998975,399.2599999998925,408.77000000000396,433.930000000015,215.260000000009,260.700000000012,272.020000000019,303.479999999981,342.5,349.44000000000204,389.220000000001,-0.7445158134112742,61.64438297930295,-0.09460303047893304,65.85859081265095,0.0936768149882904,387,1,57.999462599842275,0.18323929708421205,empirical,none
74,implicitDeadline,0.9120370370370371,382.0753807106608,352.24157894737584,-0.9738588618255133,-1.0544169559557677,316.57400000001695,340.1650000000082,346.76600000002657,369.4800000000105,405.5700000000189,416.6299999999903,455.33800000000076,290.94199999999574,316.095000000045,324.82599999995404,345.4000000000235,363.89000000001715,369.2200000000155,448.2400000000372,1.0267037266349979,60.52484988347284,0.7117006596795113,54.012773340440596,0.037037037037037035,432,1,29.833801763284953,0.08055809413025439,empirical,none
75,explicitDeadline,0.8987654320987655,381.7651207861115,376.325390150859,-0.9683816252894876,-0.984980079822584,332.496399866522,353.50299991655226,357.3775999856884,378.276999976137,402.6883998569914,408.36699988078874,438.6263998378883,310.929000000004,347.939999856986,348.703999952297,374.390999999945,398.701999952318,406.26799995231,442.21899995231104,0.17521263949069624,39.808499756280426,0.11389121670368609,46.94569831901449,0.0625,405,1,5.439730635252488,0.016598454533096385,empirical,none
76,acc,0.9837962962962963,553.4142588235281,604.8057142857036,-0.6082309157632035,-0.5217897890192003,437.8560000000054,486.5,496.119999999984,532.739999999991,574.3280000000262,594.359999999986,697.8960000000426,459.29999999999984,525.439999999973,548.995999999961,641.1400000000141,670.9999999999886,671.389999999985,715.1679999999818,1.5195404074882175,107.26348602803107,-0.2681037738844737,123.18257924142684,-99.0,432,0,-51.391455462175486,-0.08644112674400328,empirical,none
77,implicitDeadline,0.8767441860465116,397.81610078930476,386.686207533674,-0.9321664909952657,-0.9616290524823661,332.104199952283,356.302000047697,365.1015999141498,389.57099995232403,421.0785999427786,433.48499999998603,469.8886000763162,320.8819999522996,355.40700000000703,359.3484000190862,381.859999904642,404.31639996185584,408.54599995230103,445.23859998092524,0.9474688913395327,58.80522496554017,1.9853520077793896,62.92398760815148,0.04186046511627907,430,1,11.129893255630748,0.02946256148710036,empirical,none
78,acc,0.9768518518518519,605.3143933629829,526.555999998207,-0.5395636310697526,-0.6688279122206153,423.9353999985239,479.0167499977832,499.4325999985044,552.8639999984885,646.460699998535,695.9819999981557,867.5512999983388,385.6436999984986,415.4319999985165,435.6027999985264,529.1234999977171,586.2484999980632,636.3042499973888,691.2832999985254,1.8336959027208013,180.06226013527484,0.16647655618977483,128.56575275430325,-99.0,432,1,78.75839336477588,0.12926428115086275,empirical,none
79,acc,0.9767981438515081,479.01662707839444,464.40000000001163,-0.7453854806825829,-0.7732359550186058,407.0,429.0,439.0,469.0,505.9999999999421,518.0,561.0,408.6,418.75,427.3,456.0,503.70000000003483,512.2500000000871,528.8,1.2850746037643628,68.2062153921489,0.14994370920398722,54.608098707479286,-99.0,431,1,14.616627078382805,0.027850474336022835,empirical,none
80,implicitDeadline,0.8857142857142857,397.4944327956695,373.44393749993833,-0.9329147247397039,-0.9907474505158768,334.4216999992847,355.98124999908003,361.45470000149226,386.73199999926146,417.4381999994158,425.9859999996553,469.29860000124273,326.0393999987399,346.6637500014915,349.0501999992358,370.92050000073493,391.2398000000334,394.52024999921525,423.7333000005454,1.252031328408277,59.61404918192326,0.677113781835771,41.119075371369476,0.05476190476190476,420,1,24.050495295731196,0.05783272577617282,empirical,none
81,acc,0.9490740740740741,450.979834146457,434.34268181830157,-0.8161418271843477,-0.8527118020322835,353.9979000002725,381.55425000003777,390.1187999998539,432.19150000007346,485.0675999999222,497.77200000020076,566.8438999997686,359.1889000003226,385.558999999965,391.2500000002269,402.5760000000155,433.90370000045476,447.0785000001485,594.8876000000981,1.510391239740334,95.67533548431172,1.6734818384574868,93.21057478758827,-99.0,432,1,16.637152328155423,0.03656997484793578,empirical,none
