pp,cond,accuracy,meanRT_correct,meanRT_incorrect,meanRTlog_correct,meanRTlog_incorrect,0.1_correct,0.25_correct,0.3_correct,0.5_correct,0.7_correct,0.75_correct,0.9_correct,0.1_incorrect,0.25_incorrect,0.3_incorrect,0.5_incorrect,0.7_incorrect,0.75_incorrect,0.9_incorrect,skew_correct,stdRT_correct,skew_incorrect,stdRT_incorrect,timeout,n_trials,prop_fast_errors,meanRTdiff,meanRTlogdiff,origin,model
11,acc,0.9697674418604652,465.7946377929494,429.94307684606224,-0.7824502309723742,-0.8637789370978903,368.36599987603256,400.911999904609,411.3911998855996,446.89499980921397,497.4485999428204,510.28199990466203,580.5297999809496,337.1973999618494,355.588999999978,383.1649998855778,423.795999904629,432.72899995234314,437.135999952327,539.0269999428186,1.6070512625966638,95.302070327813,1.6051202721446112,94.96928235928962,-99.0,430,1,35.85156094688716,0.08132870612551613,empirical,none
12,implicitDeadline,0.8604651162790697,388.71718108726145,372.80023333889693,-0.9531792670359881,-0.9944042869740363,332.3228000089525,354.5632500029753,363.8459000017782,382.28800000448246,403.2035000062663,410.71575000890874,457.93310000295196,320.11110000118464,346.44150000897923,349.7764000068969,366.10150000295846,381.95060000627393,392.40125000820274,429.13440000355433,1.0712080792014878,51.549806320792534,1.5025724948738066,48.70007650044188,0.037209302325581395,430,1,15.916947748364521,0.04122501993804817,empirical,none
13,explicitDeadline,0.9042253521126761,411.301043613536,407.63497058804796,-0.8937157031702482,-0.9031963056361206,355.783999999985,383.93699999945204,388.710999999661,413.678000000073,436.00900000007795,441.382999999914,464.901999999303,351.2045999999155,385.86775000009226,395.1597999996967,414.116999999969,433.7657999998886,436.9694999997155,450.3155999994839,-0.3356421363982697,41.57036747053807,-0.848279207871487,42.902619987362094,0.17633410672853828,355,1,3.6660730254880605,0.009480602465872456,empirical,none
14,acc,0.9811320754716981,491.1327042333877,585.7714998867413,-0.7388658973474906,-0.611787899370528,380.7354999284725,409.70324990464724,418.521499833092,452.416499880783,501.72099990463204,518.7314998807847,667.2415000000185,377.80899982358056,383.274999916568,391.0802999570908,452.55349999998,706.7184998283307,779.6884998211681,938.438599842612,2.026712634720532,129.55610718143515,0.8517673938262528,255.65767544302025,-99.0,424,0,-94.63879565335355,-0.12707799797696262,empirical,none
15,acc,0.9351851851851852,399.68537376237754,408.3835357142837,-0.9229995152716124,-0.898934561757754,351.6688000000895,368.5277499999792,373.3358000000238,392.093499999959,414.5229000000869,420.94899999999353,456.9975000000091,371.6489999999527,386.115749999968,388.0834999999961,401.3935000000055,419.74260000004415,426.9222499999745,454.0849000000279,1.125156542763901,44.87835555948289,0.7041995200068188,34.69700793321732,-99.0,432,0,-8.698161951906172,-0.0240649535138584,empirical,none
16,implicitDeadline,0.852803738317757,466.98494520683545,422.1062222238074,-0.7747603818066747,-0.881481475281591,375.8164000003366,411.31000000448,441.9560000032886,470.104000001447,489.3579999990996,497.410000000033,569.5447999985192,304.8338000032698,373.62850000296,378.84140000029,435.252999998513,471.0254000044776,479.5000000029685,502.82180000355,0.23274195504087083,75.18194576414493,-0.27425419565504894,79.49479591957146,0.21962616822429906,428,1,44.87872298302807,0.10672109347491632,empirical,none
17,explicitDeadline,0.9536585365853658,378.2066061330462,365.55578946929086,-0.9795893629953067,-1.014915239704832,319.757999994094,343.81649998511455,350.553999982134,377.431000000099,400.723999993992,408.696499985119,443.36599998211,306.3205999904896,329.1454999970735,334.9758000036236,371.400999982143,392.5943999928424,396.5214999970195,409.6375999952198,0.19522423963840874,45.63879173524424,0.4533679434291351,49.520537680673826,0.05092592592592592,410,1,12.650816663755336,0.03532587670952525,empirical,none
18,implicitDeadline,0.8074245939675174,408.1142356314422,385.24543373402383,-0.9096411438908703,-0.9648852917004407,334.2240999995268,356.29074999898125,362.7018999999739,397.776499999629,433.3968999992065,444.5062499997145,496.17129999910213,324.9157999985734,348.10699999943597,355.6191999991774,378.214999999269,401.4729999987524,415.459999998682,456.45579999955936,1.1960929211962574,69.65638788854801,1.115924455802795,59.469447387466495,0.08352668213457076,431,1,22.868801897418393,0.05524414780957043,empirical,none
19,implicitDeadline,0.8037383177570093,388.5700000000028,356.76047619048046,-0.9573521093907646,-1.042596781622075,323.1199999999838,348.820000000007,351.8200000000592,374.819999999978,409.8199999999548,420.07000000005047,476.82000000000704,303.02000000006495,333.8199999999635,337.820000000065,356.820000000036,382.820000000007,387.8199999999635,417.32000000000704,0.8940496895814939,62.031321440461,-0.2689274278414653,53.21593909029785,0.053738317757009345,428,1,31.809523809522318,0.08524467223131027,empirical,none
20,explicitDeadline,0.9780487804878049,372.35022184549064,385.4751110369461,-0.9951840247988432,-0.9580062991122806,319.552000095369,339.027999999991,342.98499980929796,363.49799971387296,393.542999999947,404.452999713947,436.504999904661,354.11579984743145,356.102999809314,356.848199923732,372.127999713877,383.831200095359,384.912000095355,452.967199885566,0.6254048974846818,45.68192830877224,1.2800832728651164,40.99647007586975,0.05092592592592592,410,0,-13.124889191455452,-0.037177725686562524,empirical,none
21,implicitDeadline,0.8607888631090487,404.02029115241874,388.99560005722134,-0.9154488504454554,-0.9552690207522612,337.643000071519,363.24050007152255,369.849000023794,399.322000000044,428.51300009538,436.30400002384,470.509000071528,329.49720004773127,358.32625000595704,362.9077000285907,375.8445000596115,409.95320002145,415.523000053683,452.49720009056665,0.8517253071416011,55.97912324850972,1.0429450735740602,60.2055766637351,0.048723897911832945,431,1,15.024691095197397,0.039820170306805736,empirical,none
22,implicitDeadline,0.9300699300699301,394.97904761904596,379.22333333333955,-0.9377231820817582,-0.982386607613225,337.2239999999988,359.0,363.5000000000058,387.320000000007,412.9160000000146,422.3700000000245,458.26000000000937,325.6180000000457,338.83000000004574,346.92800000000284,362.51999999996053,379.0600000000122,380.35500000001775,453.58000000001607,1.1931950540688165,54.321138746058665,2.384988708325511,67.72444352353867,0.046620046620046623,429,1,15.755714285706404,0.04466342553146685,empirical,none
23,explicitDeadline,0.7570754716981132,353.09073831508056,325.5461262098917,-1.0510924049701103,-1.1366646492439911,293.146000095352,323.33099995227496,329.274999904679,356.522999952314,374.426999952295,383.513999952294,414.447999999975,261.2836000571956,284.295000047685,292.15920001908097,324.67899990463,352.84279992370836,356.07150007149903,396.9657999714368,-0.05635613394515815,49.1354404315568,0.2984235227237954,55.4049661396977,0.018518518518518517,424,1,27.544612105188833,0.08557224427388088,empirical,none
24,explicitDeadline,0.8345864661654135,386.9518318318302,357.84424242424444,-0.9576400775042552,-1.0403797955697678,325.57999999998106,356.819999999949,365.6320000000062,385.73999999999097,411.564000000013,419.42000000001303,450.89999999998804,285.880000000005,314.1200000000097,328.3800000000045,358.23000000001053,390.4499999999825,394.08500000001374,432.239999999991,-0.473365978882119,47.91461751526688,-0.09028728003091077,56.36027597412026,0.06993006993006994,399,1,29.10758940758575,0.08273971806551261,empirical,none
25,implicitDeadline,0.7976744186046512,401.5459212769361,343.4931034425226,-0.9284223599892363,-1.079587628637883,320.8791999934474,353.4814999940575,359.1633999963994,391.821999999986,429.3697999910916,441.755499994033,493.92259999704544,281.1853999952552,314.22799999552103,316.70779999642434,337.75999998807697,361.02839999224483,374.4559999910415,399.15799999461785,1.091005384527317,74.15299413833726,0.601236776005041,51.710773180967784,0.07441860465116279,430,1,58.052817834413474,0.15116526864864666,empirical,none
26,acc,0.936768149882904,467.05640750612577,512.5509629700349,-0.7806568835490663,-0.708303359173734,364.4801000059553,407.1649999970685,416.00899999823906,452.247500005964,494.93500001244837,505.6965000030033,585.4870999952369,357.486200010718,403.66100000598794,419.0407999953022,497.885000005946,565.0827999987987,585.336999997031,684.6132000131305,1.7243201158612809,98.04978911333808,1.415634282081235,157.44535800567098,-99.0,427,0,-45.49455546390914,-0.07235352437533227,empirical,none
27,implicitDeadline,0.8648648648648649,420.9137031026845,399.6663799747301,-0.8773166369856391,-0.9409894009730673,350.4486999678658,376.87899999106605,382.566299992864,407.03349995232554,442.5012999797354,452.719499988081,510.24629997494037,292.70079999527616,362.85624997617555,371.20819996068275,391.8609999642355,419.6853999642248,426.5164999582853,504.0816999868487,1.20209439782924,67.58952914767318,0.835434481904436,89.12157754905084,0.12432432432432433,370,1,21.247323127954417,0.06367276398742816,empirical,none
28,implicitDeadline,0.8190255220417634,389.0966005665724,355.0502564102557,-0.9562877851776611,-1.0458226419471344,326.1879999999892,344.899999999994,350.9839999999852,372.859999999986,408.07999999998117,421.819999999949,467.8560000000286,288.8640000000042,324.2149999999675,331.91399999996025,358.8300000000165,382.824000000008,386.8450000000158,401.99400000000617,1.2503168197934682,63.91529179136149,0.003779630056941957,50.302861114422114,0.048723897911832945,431,1,34.04634415631671,0.08953485676947326,empirical,none
29,acc,0.8703703703703703,405.2913829787246,375.0171428571456,-0.9118036153240705,-0.9903802800460243,341.829999999987,367.04000000002253,372.599999999977,397.4199999999835,430.810000000012,440.8449999999975,473.960000000028,318.799999999988,337.78499999999974,341.970000000001,366.01000000000954,392.7900000000085,400.96499999999673,446.44999999999,0.6652684003427227,54.1602540831306,0.8598960800764738,53.59246710004497,-99.0,432,1,30.274240121579,0.07857666472195379,empirical,none
30,implicitDeadline,0.9366197183098591,439.99110276231255,428.11062963537256,-0.8298411044227215,-0.8598891727360912,367.2146000155248,401.29850001492,408.8528000035672,435.197000000044,463.3272000071592,471.04749999998603,518.9410000178726,356.0558000107528,389.055500005983,390.5003999999724,415.081000005943,458.5482000035702,460.988999994079,491.4630000107222,0.7368675105574694,59.63536415502732,1.0541703453836526,68.37311389510134,0.13849765258215962,426,1,11.88047312693999,0.030048068313369702,empirical,none
31,implicitDeadline,0.8098591549295775,360.1268174890215,313.9383087538297,-1.0371586297649213,-1.1758510405422535,293.5430001239762,318.51600009534695,324.178000114439,348.001999999979,381.28339999997996,395.58600000000996,438.31120007631847,248.19800019078,284.884000190737,287.64599999995,308.56700009538304,342.604000190739,349.602000190731,385.00300004764,0.9582503479579508,65.7401301257309,0.5105848026451957,58.46312993361673,0.03051643192488263,426,1,46.18850873519182,0.1386924107773322,empirical,none
32,acc,0.9697674418604652,450.53893045561665,451.5933076922798,-0.8067629731308792,-0.8096911145204191,380.28619999999637,400.859000000055,409.311799999885,443.444999999832,475.812999999989,485.98699999996495,528.6491999999854,387.1013999999964,416.650999999838,420.0823999998626,427.869999999937,443.5251999999974,444.562000000034,479.808799999999,0.9682401178523817,63.77944253035035,2.902709790317395,91.28888890806816,-99.0,430,0,-1.0543772366631288,0.0029281413895398956,empirical,none
33,implicitDeadline,0.9248826291079812,384.3961574080898,344.5175625432076,-0.9685237535701119,-1.0806183896220523,314.7002000452779,340.05950007747754,351.2894000095458,375.9685000357565,403.38750009299207,415.28850002384576,461.3453000500449,294.8184000500708,309.87125004766875,317.8912000333425,337.58950001190556,355.7997000477163,368.21725001189077,396.7484000691793,1.1846019313561793,62.86283949567973,0.7911023530256114,60.97879512957698,0.04460093896713615,426,1,39.87859486488219,0.11209463605194037,empirical,none
34,explicitDeadline,0.875,386.43652661064186,375.9643137254932,-0.9561527001174036,-0.9837193870170219,337.3439999999944,358.140000000014,362.3280000000142,383.559999999998,408.2479999999628,413.860000000001,438.4199999999954,334.47999999998103,355.73000000004004,357.060000000056,379.520000000019,395.859999999986,397.63999999999953,416.940000000002,0.08056410796765205,39.90734326322409,-0.2171105627921449,39.03850659310066,0.05336426914153132,408,1,10.472212885148679,0.027566686899618276,empirical,none
