pp,symbol,cond,accuracy,meanRT_correct,meanRT_incorrect,meanRTlog_correct,meanRTlog_incorrect,0.1_correct,0.25_correct,0.3_correct,0.5_correct,0.7_correct,0.75_correct,0.9_correct,0.1_incorrect,0.25_incorrect,0.3_incorrect,0.5_incorrect,0.7_incorrect,0.75_incorrect,0.9_incorrect,skew_correct,stdRT_correct,skew_incorrect,stdRT_incorrect,timeout,n_trials,prop_fast_errors,meanRTdiff,meanRTlogdiff,origin,model
27,1,explicitDeadline,0.6463414634146342,622.6320754716982,567.0862068965517,-0.48360075045260914,-0.5860573090828338,527.5,567.25,569.0,603.5,665.5,680.75,753.0,451.1,480.75,487.2,536.5,605.8,620.75,752.3,0.514184174724848,88.50303470413809,0.7813120624630986,114.3104858481217,0.06818181818181818,164,1,55.545868575146415,0.10245655863022468,empirical,none
28,0,control,0.6319018404907976,579.3339805825243,640.08,-0.5656711606346293,-0.4765170441416615,458.3,493.9,507.66,550.0,598.8999999999999,635.6,720.92,475.71000000000004,520.375,530.92,597.6,675.51,714.7249999999999,877.79,1.639812758512351,124.7143697818261,0.9553918692598792,165.44194106817898,-99.0,163,0,-60.746019417475736,-0.08915411649296778,empirical,none
28,1,control,0.9058823529411765,564.7032467532467,585.1875,-0.5921626494375305,-0.5583978814330082,442.82,477.625,488.74,524.25,597.3599999999999,645.625,754.19,435.15,491.325,495.1,567.3499999999999,658.3,679.1999999999999,752.05,1.1860332645565352,121.4422751703048,0.23498091787880993,127.6903644237366,-99.0,170,0,-20.48425324675327,-0.03376476800452233,empirical,none
29,0,explicitDeadline,0.6,561.9479166666666,581.671875,-0.6067713632964278,-0.5637615044707185,389.5,468.0,487.0,536.0,629.0,676.25,756.5,445.7,491.0,503.5,567.0,627.8,653.5,787.3000000000002,0.31070311244108556,138.38043440888956,0.625924677766678,125.03232022637376,0.06432748538011696,160,0,-19.72395833333337,-0.04300985882570929,empirical,none
29,1,explicitDeadline,0.7195121951219512,583.2033898305085,545.5217391304348,-0.5601593416465945,-0.6434792731688151,451.7,507.0,512.0,560.5,650.8999999999999,672.0,758.1999999999999,356.0,428.75,437.0,533.5,621.5,652.75,778.0,0.3201036050337879,119.18968286404385,0.47834112400182743,151.61262614240644,0.05747126436781609,164,1,37.68165070007376,0.08331993152222061,empirical,none
34,0,explicitDeadline,0.7225433526011561,514.824,600.0583333333333,-0.6793525906338579,-0.5275856857522082,412.02,446.2,462.12,506.29999999999995,549.54,555.8,637.22,462.96,522.8,530.31,583.6,663.7999999999998,671.025,762.1600000000001,1.012468063520706,93.95712422987617,0.42745324692166087,112.01738055364123,0.011428571428571429,173,0,-85.23433333333332,-0.15176690488164968,empirical,none
34,1,explicitDeadline,0.8058823529411765,536.5832116788321,552.6060606060606,-0.6370186265711999,-0.6155611035928453,424.46,469.3,483.3,530.8000000000001,567.9,586.0999999999999,667.88,404.8,477.9,483.64,539.1,612.04,622.3,704.38,0.5927971790403026,92.9513492049526,0.4034007020042777,118.89929020865186,0.011627906976744186,170,0,-16.02284892722855,-0.02145752297835457,empirical,none
46,0,explicitDeadline,0.7407407407407407,599.4241666666666,647.4166666666666,-0.5270009606037759,-0.4431301107296866,477.44,524.0250000000001,542.09,586.7,639.0999999999999,651.1250000000001,761.0600000000001,546.0600000000001,591.475,594.18,632.1500000000001,696.11,723.25,765.64,0.4678558273104945,105.85900246394289,0.1298002744526848,84.46097646082151,0.07428571428571429,162,0,-47.992500000000064,-0.08387084987408927,empirical,none
46,1,explicitDeadline,0.7532467532467533,604.8620689655172,627.9342105263158,-0.5168899822678603,-0.47954739012720493,489.1,534.825,557.1,596.95,648.0,667.9,765.2,504.38,555.25,569.9399999999999,611.35,685.51,701.575,775.2100000000002,0.3084770155258107,102.05528992119687,-0.0056700141097710995,105.62165849840875,0.10982658959537572,154,0,-23.072141560798627,-0.037342592140655384,empirical,none
47,0,control,0.7456647398843931,1126.6124031007753,1613.8863636363637,0.027974192846882844,0.3952997540056813,597.0,764.0,795.0,1033.0,1212.6,1319.0,1686.8000000000002,854.0,971.25,1256.3,1537.0,1886.5,2055.25,2590.6000000000004,1.9159653096281815,544.078037688493,0.4923348140529316,651.7034999927101,-99.0,173,0,-487.27396053558846,-0.36732556115879844,empirical,none
47,1,control,0.9314285714285714,980.7300613496933,1296.4166666666667,-0.08653961255431199,0.20999907967135445,631.0,696.5,727.8,849.0,1079.6,1144.0,1445.0,832.2,1036.5,1069.8,1205.0,1446.3,1550.75,1847.0,1.9504701608711335,406.69174272034326,0.4817734935479584,422.47484235660994,-99.0,175,0,-315.68660531697344,-0.2965386922256664,empirical,none
48,0,explicitDeadline,0.7065868263473054,582.0635593220339,630.9530612244898,-0.559076893374666,-0.4721593352253613,438.6,507.875,520.12,576.6,626.1099999999999,648.325,742.7,517.32,560.8,581.14,630.9,691.14,697.6,743.6600000000001,0.3966030478321203,110.91796434560713,-0.3226086922653209,94.15091852543807,0.05113636363636364,167,0,-48.88950190245589,-0.08691755814930474,empirical,none
48,1,explicitDeadline,0.7559523809523809,606.151968503937,623.2390243902439,-0.5155078119012189,-0.4928463130183409,480.48,523.7,544.54,595.4000000000001,659.8399999999999,675.55,758.6400000000001,426.20000000000005,541.3,543.1,639.9,706.5,715.8,749.5,0.27077499253792464,104.85091369767409,-0.17238322589480778,121.97746283237898,0.045454545454545456,168,0,-17.08705588630687,-0.02266149888287794,empirical,none
49,0,control,0.8275862068965517,743.1597222222222,886.5,-0.32057245116161437,-0.14287001262408758,557.3,628.5,648.0,694.0,796.4,822.0,999.8,671.2,739.5,769.5,874.5,971.8,992.0,1117.8,1.10758135964128,170.18384395699331,0.4988874576797502,191.33699283616386,-99.0,174,0,-143.34027777777783,-0.1777024385375268,empirical,none
49,1,control,0.8735632183908046,723.3421052631579,827.3181818181819,-0.34897762831144363,-0.21072907066806995,559.4,601.75,619.0,685.0,784.7,812.5,993.6000000000004,660.0,682.5,688.2,800.0,889.5,909.75,1084.2000000000003,1.1451572303783413,170.81631454502173,0.8735997356154963,179.93871611868735,-99.0,174,0,-103.97607655502395,-0.13824855764337368,empirical,none
50,0,explicitDeadline,0.4311377245508982,616.2291666666666,584.5926315789474,-0.4971825015698586,-0.5572964810181086,508.50000000000006,538.85,549.98,595.55,660.1899999999999,685.25,756.2499999999999,435.38000000000005,492.05,512.46,594.8,649.2199999999999,656.6999999999999,749.24,0.28902756268660335,100.05910427638034,0.08260963416579109,116.92756099225228,0.05113636363636364,167,1,31.636535087719267,0.06011397944824998,empirical,none
50,1,explicitDeadline,0.8411764705882353,570.2636363636364,620.8407407407408,-0.5749882344765044,-0.4829057814877445,466.52,502.29999999999995,515.3599999999999,551.9,614.18,621.85,708.4999999999999,523.02,569.85,588.42,621.9,653.0200000000001,668.75,705.04,0.7365319145170864,95.52848815225516,-0.007855870221656854,70.06963711611503,0.02857142857142857,170,0,-50.57710437710443,-0.09208245298875989,empirical,none
53,0,control,0.7083333333333334,729.3126050420168,769.6183673469388,-0.34355521409779605,-0.2882001129686631,535.1800000000001,592.25,606.58,716.7,789.4599999999999,808.55,933.6200000000001,575.8599999999999,643.5999999999999,653.26,727.0,803.86,887.1,1042.9600000000003,1.1071693600333998,180.37043735123248,0.8705410757139694,185.064265497004,-99.0,168,0,-40.30576230492204,-0.055355101129132944,empirical,none
53,1,control,0.7976190476190477,721.0753731343284,777.0588235294117,-0.3561863762093108,-0.27786518905805924,510.77,602.25,620.4399999999999,701.3,786.46,807.625,951.77,559.0799999999999,638.575,664.4499999999999,783.0,853.7599999999999,892.4,960.5500000000001,0.7936934125125935,178.62602654395653,0.8702907812405074,183.1780291801709,-99.0,168,0,-55.98345039508331,-0.07832118715125158,empirical,none
56,0,explicitDeadline,0.48255813953488375,546.2927710843373,511.238202247191,-0.619331578686445,-0.6969298737865239,412.94000000000005,488.09999999999997,498.94,536.1,593.92,608.1,672.86,369.90000000000003,421.0,441.15999999999997,494.90000000000003,569.24,574.7,691.96,0.2491365961132534,93.8864828099475,0.4813040125942975,117.84683096909578,0.017142857142857144,172,1,35.05456883714635,0.07759829510007898,empirical,none
56,1,explicitDeadline,0.8245614035087719,504.83262411347516,546.6866666666666,-0.7017452626842154,-0.6235433834161396,393.8,439.0,454.6,487.09999999999997,541.1,556.5,638.0,433.09,470.925,488.4,526.1,573.6799999999998,632.2499999999999,705.15,0.7109996534232261,98.50035568931709,0.5453926046530909,111.53037233876243,0.022857142857142857,171,0,-41.85404255319145,-0.07820187926807587,empirical,none
57,0,control,0.7425149700598802,837.0072580645161,1198.9441860465115,-0.2529743178219656,0.10819240354924071,521.55,566.1,589.2900000000001,726.6,897.0599999999998,974.9499999999999,1384.75,693.2399999999999,858.2,892.26,1051.5,1365.5599999999995,1653.65,1884.22,1.4914269010753023,358.7671965620688,0.6060553597172508,467.33494733553516,-99.0,167,0,-361.9369279819954,-0.3611667213712063,empirical,none
57,1,control,0.9310344827586207,729.866049382716,916.525,-0.3747493942162348,-0.1376926940186199,454.41999999999996,537.9499999999999,563.2299999999999,674.25,770.2,846.45,1073.1999999999998,646.3100000000001,765.125,767.3199999999999,850.85,975.6999999999999,1038.5749999999998,1165.28,2.0048468772912087,280.68055119933547,1.1976721513993727,314.1003259672413,-99.0,174,0,-186.65895061728395,-0.23705670019761493,empirical,none
58,0,control,0.8409090909090909,561.3337837837837,638.3035714285714,-0.6051620862516133,-0.4616751410045229,405.22,470.575,478.38,534.8500000000001,608.74,626.525,763.2000000000002,518.6,571.725,588.95,654.05,687.9,699.15,763.81,0.9553847344485664,137.64764320838793,-0.35608882754002824,100.34598843092776,-99.0,176,0,-76.96978764478774,-0.14348694524709038,empirical,none
58,1,control,0.7771428571428571,590.8691176470588,568.4358974358975,-0.5510417024241488,-0.5959923881406503,445.95,488.925,510.49999999999994,553.95,632.75,660.95,787.4,392.88,464.8,491.16,578.3000000000001,601.98,641.4,783.34,0.7551268294063377,135.79188679997483,0.2840248499649437,141.8134996305461,-99.0,175,1,22.43322021116137,0.044950685716501404,empirical,none
60,0,explicitDeadline,0.6104651162790697,518.7409523809524,548.9328358208955,-0.6753777431397562,-0.6264603193447885,398.64,440.59999999999997,450.86,513.1,557.48,571.2,660.0600000000003,394.22,456.95000000000005,483.48,543.8,639.4200000000001,643.45,695.4,0.5860213152008411,103.15826777637704,0.049721815762519814,124.32339352752521,0.022727272727272728,172,0,-30.191883439943126,-0.04891742379496766,empirical,none
60,1,explicitDeadline,0.7873563218390804,533.5226277372263,506.6594594594595,-0.6512251563928121,-0.7006332540260228,387.21999999999997,450.1,466.78000000000003,539.0,591.5200000000001,605.3,693.6,375.28000000000003,412.7,446.44,508.1,576.36,589.4000000000001,630.0,0.15763387432244988,113.11818974801429,0.026716463872961883,102.47522047212588,0.011363636363636364,174,1,26.863168277766817,0.049408097633210746,empirical,none
61,0,explicitDeadline,0.6878612716763006,611.3067226890756,622.5555555555555,-0.5084018801768683,-0.48119645889788926,478.08,529.3499999999999,541.72,596.4000000000001,671.3799999999999,687.8,769.82,516.9599999999999,568.8,584.29,615.8,676.09,678.6999999999999,709.13,0.32056279414529737,110.8309299752024,0.06909099181172755,75.4144715271762,0.017045454545454544,173,0,-11.248832866479916,-0.027205421278979014,empirical,none
61,1,explicitDeadline,0.872093023255814,568.3553333333333,626.7045454545455,-0.576046524343554,-0.4808168832142524,477.94,509.82500000000005,517.28,543.6999999999999,593.63,610.425,694.03,527.65,549.425,561.35,610.5,710.39,713.3,729.73,1.2244045374881656,88.52364226477036,-0.07670132870370001,103.54385533847471,0.022727272727272728,172,0,-58.34921212121219,-0.09522964112930155,empirical,none
62,0,control,0.8,853.1178571428571,1002.5771428571428,-0.1956134481622951,-0.041504273832963436,611.43,674.175,691.4499999999999,795.9,912.88,961.075,1168.93,683.1800000000001,765.95,778.7,958.9,1122.36,1224.0,1380.2000000000003,1.3581413993600984,248.95883808397593,0.8657486082444666,312.0935069962906,-99.0,175,0,-149.45928571428567,-0.15410917432933166,empirical,none
62,1,control,0.7714285714285715,858.1362962962962,1021.0725,-0.18982673046884602,-0.010294675253857322,629.3199999999999,686.0999999999999,698.72,786.1,909.46,968.3499999999999,1192.8600000000001,729.5899999999999,790.85,811.21,973.15,1180.0,1193.45,1378.5900000000001,1.3743349600373933,251.3204915912009,0.7255240665094843,264.5763919420569,-99.0,175,0,-162.93620370370377,-0.1795320552149887,empirical,none
63,0,control,0.8636363636363636,1067.125,2007.75,-0.006127461558458739,0.6419179207493507,687.1,768.5,793.9,940.0,1125.1,1214.75,1566.9,1306.7,1522.25,1700.8,1872.5,2500.1,2530.5,2746.9,2.1636526611638858,465.10171660409895,0.2227266928135714,654.0414326724064,-99.0,176,0,-940.625,-0.6480453823078095,empirical,none
63,1,control,0.8238636363636364,1394.551724137931,1205.1290322580646,0.27334198741772453,0.10863095956997772,861.2,1026.0,1068.2,1268.0,1574.0,1625.0,2145.4,704.0,758.5,806.0,1024.0,1399.0,1616.0,1722.0,1.0047332025802833,500.5771104301414,1.0713511757200112,507.5645602243117,-99.0,176,1,189.4226918798663,0.16471102784774683,empirical,none
64,0,explicitDeadline,0.8176470588235294,606.7071942446044,639.5290322580646,-0.5148989364539729,-0.458460548156184,485.68,525.7,538.24,584.9,655.48,680.4000000000001,774.92,542.2,568.3499999999999,571.4,619.4,676.5,694.8,779.0,0.5238536297780209,107.68758196833389,0.43393581655001756,98.97904557210879,0.02857142857142857,170,0,-32.82183801346025,-0.05643838829778891,empirical,none
64,1,explicitDeadline,0.7300613496932515,605.5714285714286,656.5113636363636,-0.5132870755628961,-0.4343512641533475,502.34,540.95,555.84,597.7,659.6999999999999,667.6,727.1000000000001,503.53,584.5,593.29,668.9000000000001,705.7700000000001,723.7249999999999,788.14,0.14058488125654162,92.15740140858232,-0.09913949858438005,106.73916527099325,0.07386363636363637,163,0,-50.93993506493507,-0.07893581140954858,empirical,none
69,0,explicitDeadline,0.6569767441860465,506.312389380531,561.5118644067796,-0.7060127729587777,-0.5920321911860594,377.5,422.8,428.02,471.0,553.78,577.0,668.16,438.16,493.15,507.73999999999995,556.1,602.5799999999999,623.95,693.74,0.7816523739612707,117.77230387242342,0.5360293523530165,98.68715998783259,0.022727272727272728,172,0,-55.19947502624865,-0.1139805817727183,empirical,none
69,1,explicitDeadline,0.6705202312138728,567.5275862068966,484.280701754386,-0.578306874204462,-0.7501781254484325,465.85,511.82500000000005,525.9,571.8499999999999,606.45,621.5,666.0999999999999,355.16,395.1,406.65999999999997,474.5,540.56,556.6,632.5600000000001,0.14323709444077534,86.63305181722744,0.9018407192040243,112.82579561714424,0.011428571428571429,173,1,83.24688445251059,0.1718712512439705,empirical,none
70,0,control,0.8187134502923976,885.8771428571429,1085.0064516129032,-0.17505193257140433,0.037533692665480504,573.18,634.675,677.3,805.0,1010.09,1037.3750000000002,1373.12,723.7,805.9000000000001,855.7,1068.8999999999999,1271.5,1281.2,1571.3,1.3659231860299932,312.4873164258509,0.4314785827339622,326.6957401369903,-99.0,171,0,-199.12930875576035,-0.21258562523688485,empirical,none
70,1,control,0.7674418604651163,811.7340909090908,1059.835,-0.24581195621235966,-0.0021845251245065415,593.24,640.225,661.43,727.6500000000001,860.43,939.375,1128.04,702.7,775.575,790.03,908.75,1143.86,1214.7749999999999,1773.0800000000002,1.6562959712997853,244.5754579479817,1.2940165593469422,402.5785252593586,-99.0,172,0,-248.10090909090923,-0.24362743108785312,empirical,none
71,0,explicitDeadline,0.7209302325581395,637.2596774193548,649.7312499999999,-0.46114410685731516,-0.4421441663018422,518.98,572.575,585.82,629.85,689.06,702.0,766.74,534.74,579.8,583.9799999999999,624.8,700.64,714.9,787.9400000000002,0.10590259220177357,92.25950491439653,0.5732018392365426,98.59129294827595,0.022727272727272728,172,0,-12.471572580645102,-0.01899994055547294,empirical,none
71,1,explicitDeadline,0.7751479289940828,593.4595419847328,672.5921052631579,-0.5340000348114897,-0.40801953080645376,474.4,524.0,542.0,580.0,657.8000000000001,666.5,725.3,553.64,612.9,631.78,668.45,714.28,741.175,823.11,0.23288176985106843,92.9370157096696,0.030792307684039445,101.5689790416158,0.03977272727272727,169,0,-79.1325632784251,-0.12598050400503596,empirical,none
74,0,explicitDeadline,0.7168674698795181,570.2773109243698,593.5170212765958,-0.5798152835812697,-0.5440935455723196,431.0,487.35,505.54,567.6999999999999,643.6800000000001,660.35,704.72,406.09999999999997,515.5,522.08,588.8,676.02,690.75,723.42,-0.05763465451647544,106.56380315031993,-0.253099661930899,121.68793359342854,0.04597701149425287,166,0,-23.239710352225984,-0.035721738008950066,empirical,none
74,1,explicitDeadline,0.6608187134502924,592.0592920353982,584.7448275862068,-0.537508081979167,-0.554943968274474,468.18,522.8000000000001,529.6800000000001,585.4,635.34,658.8000000000001,729.36,446.46999999999997,501.8,517.09,561.8,644.64,656.1750000000001,731.6700000000003,0.20334757347092858,96.66845736585596,0.40569423556409406,113.42534939358782,0.017241379310344827,171,1,7.314464449191405,0.017435886295307013,empirical,none
77,0,control,0.7346938775510204,916.0370370370371,1088.3076923076924,-0.15800053701861286,-0.012451626957605119,588.4,671.25,691.0,793.5,936.8,1014.2499999999999,1378.1999999999998,652.0,697.5,729.6,857.0,1088.6,1255.0,2105.8,1.8545966320776817,393.86690493408264,1.2797409693285846,534.7243832030691,-99.0,147,0,-172.2706552706553,-0.14554891006100773,empirical,none
77,1,control,0.9470588235294117,810.7639751552795,804.1111111111111,-0.2760924665611743,-0.23503583843020592,552.0,604.0,608.0,701.0,809.0,860.0,1252.0,604.0,756.0,764.8,785.0,851.8,893.0,962.2,2.2467535266010707,352.23121872443295,0.5412033139639493,158.3583313599607,-99.0,170,1,6.652864044168382,-0.04105662813096839,empirical,none
79,0,explicitDeadline,0.7023809523809523,607.728813559322,653.26,-0.5095240607730216,-0.4337295359416286,496.7,532.0,546.3,609.0,645.9,665.75,729.2,543.7,602.75,612.0,640.5,686.9,704.75,764.4000000000001,0.4483824437250078,93.25497269268627,0.4757053096360646,83.99047808033521,0.04,168,0,-45.53118644067797,-0.07579452483139298,empirical,none
79,1,explicitDeadline,0.8497109826589595,622.7482993197278,606.8461538461538,-0.4836187097371693,-0.5136747576064778,524.2,563.5,568.8,611.0,657.8,675.0,757.6,490.0,529.25,538.5,605.5,660.5,679.5,729.0,0.43090233494958646,88.93755262899819,0.37026782167466954,104.39566746094106,0.011428571428571429,173,1,15.902145473574024,0.030056047869308544,empirical,none
80,0,control,0.6149425287356322,1962.7682242990654,2036.3731343283582,0.5179917681533242,0.5249664396597944,824.8,1146.15,1197.22,1620.3000000000002,2258.379999999999,2442.85,3535.7000000000025,810.02,1022.55,1161.56,1591.3,2326.439999999999,2685.5,3592.94,1.502333693458306,1181.0520905865637,1.6421068229328146,1365.0220397357214,-99.0,174,0,-73.6049100292928,-0.0069746715064702425,empirical,none
80,1,control,0.8457142857142858,1434.662837837838,3339.425925925926,0.19223330483656467,0.991315430183476,686.07,757.55,797.03,1101.2,1535.11,1631.95,2576.420000000001,1050.14,1786.6000000000001,1914.4,2748.0,3345.359999999999,4239.15,6829.7800000000025,2.0062541675090304,987.5808844360326,1.004773437673387,2240.2529113048117,-99.0,175,0,-1904.7630880880881,-0.7990821253469114,empirical,none
81,0,explicitDeadline,0.562874251497006,546.7542553191489,544.0219178082192,-0.6281565729113122,-0.6285130770122759,397.40999999999997,461.35,467.94,538.1,598.93,624.1,705.96,406.78,466.3,488.38,533.9000000000001,593.92,627.6,682.72,0.48201272191133215,121.9997573282388,0.1876763257490368,107.68504518911641,0.045714285714285714,167,1,2.7323375109297103,0.0003565041009636616,empirical,none
81,1,explicitDeadline,0.7660818713450293,549.2519083969465,564.4975000000001,-0.6140529311298345,-0.6040693240328213,442.59999999999997,489.6,496.3,539.6999999999999,593.7,607.3,675.9,394.32000000000005,462.65,476.47,526.55,626.8599999999999,652.075,794.62,0.38639472775970335,95.08533685480396,0.49633306139693467,146.12196080496318,0.022857142857142857,171,0,-15.245591603053526,-0.00998360709701318,empirical,none
113,0,control,0.7828571428571428,906.9934306569344,1093.0526315789473,-0.1390362242751843,0.027941770058264898,624.34,717.0,737.72,799.0,1023.4999999999999,1104.2,1320.54,656.53,745.25,827.17,962.8499999999999,1314.82,1365.275,1730.4900000000002,0.7488408993804712,269.7536204860834,0.6295461675290187,392.2816498776427,-99.0,175,0,-186.0592009220129,-0.1669779943334492,empirical,none
113,1,control,0.9080459770114943,896.3050632911393,920.43125,-0.1402550693080589,-0.12716626168309433,665.01,717.9000000000001,749.28,850.05,956.03,996.75,1175.0600000000002,653.7,685.5,717.7,813.9,1052.55,1102.775,1271.35,1.4272914420995604,238.72364984079,0.7844562279037336,290.3629882721511,-99.0,174,0,-24.1261867088607,-0.01308880762496456,empirical,none
115,0,explicitDeadline,0.6705202312138728,588.801724137931,583.1157894736842,-0.5413669825221742,-0.5548724996466776,478.9,524.35,538.5500000000001,589.95,631.5,641.425,699.1500000000001,446.38,500.0,513.9599999999999,575.0999999999999,634.4599999999999,665.4,722.26,0.24107871709661868,90.0473759198178,0.21066200168223073,103.22567300661781,0.017045454545454544,173,1,5.685934664246815,0.01350551712450343,empirical,none
115,1,explicitDeadline,0.8771929824561403,545.4366666666666,578.3333333333334,-0.6185862577452623,-0.5644760232828048,449.16,476.1,489.12,528.1500000000001,582.87,608.95,672.14,454.40000000000003,512.3,522.3,569.1,657.5999999999999,666.1,705.0,0.6698671950022984,87.84065455608335,-0.2104207100048254,105.52851431406266,0.028409090909090908,171,0,-32.89666666666676,-0.05411023446245755,empirical,none
116,0,control,0.686046511627907,1044.3745762711865,1312.0111111111112,-0.043539260114371175,0.17790750375503103,603.48,722.3,741.23,903.05,1157.34,1275.7,1722.1699999999996,736.03,862.75,962.7299999999999,1057.45,1483.9499999999991,1682.0,2232.8100000000004,1.366007432189641,471.5933109916225,1.1541879799378607,612.4603095855356,-99.0,172,0,-267.6365348399247,-0.2214467638694022,empirical,none
116,1,control,0.9022988505747126,1008.3694267515923,1332.8882352941175,-0.04672614430442972,0.24290085316518956,669.66,736.7,757.3,886.8000000000001,1201.3600000000001,1229.5,1492.22,857.94,977.9,1066.4599999999998,1337.8000000000002,1429.06,1539.3,1883.62,1.1706351415234504,356.23994752572423,0.5400737153526453,410.5544146065673,-99.0,174,0,-324.5188085425252,-0.2896269974696193,empirical,none
117,0,explicitDeadline,0.4853801169590643,516.5180722891566,504.27272727272725,-0.6804393625450438,-0.7012601741739589,402.8,434.5,446.0,500.0,557.0,583.0,637.6,400.2,436.5,444.2,485.0,531.9,541.0,633.1999999999998,0.755635694883132,105.74167342480277,0.9730481918973735,95.89286733782443,0.011560693641618497,171,1,12.245345016429383,0.020820811628915137,empirical,none
117,1,explicitDeadline,0.8187134502923976,501.1142857142857,522.6774193548387,-0.7020340426481155,-0.6715345976926527,417.0,444.5,452.0,488.0,536.3,549.25,584.1,409.0,425.0,434.0,515.0,562.0,591.0,659.0,0.8509826543823733,76.79235627001239,0.7720325486014746,116.23550435696603,0.011560693641618497,171,0,-21.563133640552962,-0.030499444955462862,empirical,none
121,0,control,0.8294117647058824,798.8936170212766,1055.7241379310344,-0.2733817381240959,0.023103222208892334,544.0,607.0,641.0,715.0,864.0,928.0,1205.0,748.0,883.0,902.0,1022.9999999999999,1151.2,1184.0,1444.6,1.2566076593799507,267.8736029795625,0.5730129257557998,270.38000990031526,-99.0,170,0,-256.83052090975787,-0.2964849603329882,empirical,none
121,1,control,0.8295454545454546,801.2945205479452,883.7666666666667,-0.26306738830170484,-0.17829910384982844,559.0,642.75,663.5,726.5,883.5,918.0,1140.5,581.1,633.0,673.0,792.5,954.3,1026.25,1339.7000000000003,1.4165260050140287,248.86293604168094,1.3617365950221578,321.91985330827765,-99.0,176,0,-82.47214611872141,-0.0847682844518764,empirical,none
124,0,explicitDeadline,0.6882352941176471,697.0854700854701,680.7547169811321,-0.3674915982631102,-0.393113926278877,596.2,640.0,648.0,694.0,748.2,756.0,798.4000000000001,563.2,614.0,626.8,681.0,748.8,757.0,790.8000000000001,-0.110874576360883,79.74923766250843,-0.1741840917487986,88.38985010917376,0.03409090909090909,170,1,16.330753104337987,0.025622328015766804,empirical,none
124,1,explicitDeadline,0.9470588235294117,621.4285714285714,715.7777777777778,-0.4861181431598552,-0.34485053809422533,509.0,561.0,571.0,614.0,660.0,678.0,753.0,588.2,646.0,652.8,739.0,797.8,807.0,826.8,0.24631942996028955,89.74287675671778,-0.41795582397114656,107.10482923026603,0.03409090909090909,170,0,-94.34920634920638,-0.14126760506562985,empirical,none
132,0,explicitDeadline,0.8390804597701149,577.8424657534247,651.0,-0.558086353602167,-0.43929728756975506,480.0,522.5,531.5,575.0,615.0,623.5,687.5,538.1,584.0,622.1,650.5,682.0,705.75,771.9,0.36713083974930644,80.7241098331898,0.046328495686017754,92.99900437539543,0.011363636363636364,174,0,-73.15753424657532,-0.1187890660324119,empirical,none
132,1,explicitDeadline,0.7251461988304093,592.3387096774194,622.7659574468086,-0.535162095619732,-0.4831282278723527,475.6,532.25,539.0,588.0,637.1,656.0,710.0,526.0,562.5,582.2,609.0,652.5999999999999,676.0,736.4,0.21949625658175506,89.82321273640248,0.34795806505917887,87.19548571431135,0.028409090909090908,171,0,-30.42724776938917,-0.052033867747379337,empirical,none
137,0,explicitDeadline,0.7530120481927711,592.0096,593.6365853658536,-0.5394902668863285,-0.535065052635306,467.54,513.4,528.3000000000001,583.4,627.58,637.8000000000001,762.6800000000001,502.6,526.5999999999999,540.0,583.3000000000001,651.0,651.8000000000001,708.3000000000001,0.37092068020280694,104.17570410825948,0.09923236613399337,97.5309585621344,0.04046242774566474,166,0,-1.6269853658536704,-0.004425214251022491,empirical,none
137,1,explicitDeadline,0.8622754491017964,528.6222222222223,581.3304347826087,-0.6568324479780056,-0.555724772364072,405.47,451.275,465.73999999999995,509.55,564.04,590.2249999999999,660.86,477.82,528.5,532.08,554.4,599.64,626.8,686.4599999999999,0.8705031476681541,107.45073709063564,1.3524137089464903,101.9009609856667,0.023391812865497075,167,0,-52.708212560386414,-0.10110767561393352,empirical,none
139,0,control,0.7215909090909091,921.4842519685039,952.4367346938776,-0.11242972595609343,-0.06844609659127844,643.6400000000001,757.3,775.96,885.1999999999999,1048.94,1111.35,1232.1800000000003,751.02,818.0,823.26,909.5999999999999,1016.56,1063.8000000000002,1255.0200000000004,0.38844754810230475,228.47104516806937,0.7335655582439309,196.025994974601,-99.0,176,0,-30.95248272537367,-0.043983629364814994,empirical,none
139,1,control,0.8620689655172413,842.4340000000001,964.7041666666668,-0.1934680883457348,-0.06934726537535431,666.13,696.675,717.3499999999999,799.0,900.98,935.625,1070.52,674.07,801.775,809.2199999999999,973.95,1107.36,1142.025,1217.69,1.2128575822856218,186.76984933729662,0.16693383058388442,247.88800325105916,-99.0,174,0,-122.27016666666668,-0.1241208229703805,empirical,none
140,0,control,0.7657142857142857,818.9791044776119,1012.5268292682927,-0.235570940358799,-0.02548590725477039,585.7600000000001,635.5999999999999,659.36,758.3,884.1299999999999,957.9,1149.52,720.6,825.9,850.1999999999999,938.6999999999999,1166.1,1196.9,1335.3999999999999,1.0618422642000582,232.13753768445017,0.5754157791828473,283.144090547896,-99.0,175,0,-193.54772479068072,-0.2100850331040286,empirical,none
140,1,control,0.867816091954023,810.8119205298013,881.991304347826,-0.2477445112290192,-0.16396972425990683,584.9,641.8,665.5,749.3,885.1,924.25,1130.1000000000001,595.5,706.6,717.48,870.6,1044.8,1083.25,1150.34,1.3614771454797516,240.09858473195334,0.3888289467790559,246.70568573807546,-99.0,174,0,-71.17938381802469,-0.08377478696911236,empirical,none
