RT,letter,number
-0.500225999995528,1,0
0.476139999995532,0,1
0.379028999995528,0,1
-0.455104999995529,1,0
0.590516999995525,1,0
-0.567000999994038,1,0
0.530950999997018,0,1
-0.493802999994034,1,0
0.479516999998508,0,1
-0.47839699999553,1,0
0.518176999998512,0,1
0.486324999997014,0,1
-0.541449999998513,0,1
-0.543831999995527,1,0
0.614647999994035,1,0
-0.775099999997023,1,0
0.498857999997024,0,1
-0.536043999994043,0,1
-0.600525999999998,1,0
-0.419343999998513,1,0
-0.450687999999995,1,0
-0.375399999997026,1,0
0.357241999998514,0,1
-0.366692999999999,1,0
0.562334999998508,0,1
0.417084999998508,0,1
0.493128999995533,0,1
0.433242999998503,0,1
-0.395089999995544,1,0
0.377399999994028,0,1
-0.341275999998499,1,0
0.426450000000012,0,1
0.422327999997011,0,1
0.551503999997018,0,1
0.440419999997015,1,0
-0.657597999998514,1,0
-0.363717999994027,1,0
-0.372459999994026,1,0
-0.400301999995543,1,0
-0.36947099999999,1,0
0.352112999998499,1,0
0.465320999995543,0,1
-0.485766999998508,1,0
-0.513546999994025,1,0
0.517271999994031,0,1
-0.607819999998523,1,0
0.601737999998499,0,1
0.496255999999994,0,1
0.435369999995542,0,1
0.520305999994045,0,1
0.385653999995528,0,1
0.401029999999999,0,1
0.416839999998512,0,1
-0.385983999997028,1,0
0.478722999999998,0,1
-0.496502999995544,1,0
-0.498717000000004,1,0
-0.532330999995524,1,0
0.486512999997009,0,1
-0.425669999998499,1,0
-0.687213999995525,1,0
0.601501999998523,0,1
0.456119999994029,0,1
0.79623199999702,0,1
0.488320999999996,0,1
-0.492600999995542,1,0
-0.552680999995529,1,0
-0.378496999994037,1,0
-0.458172999995528,0,1
0.386651999997033,0,1
-0.440627999995544,1,0
0.576005999999994,0,1
-0.548255999999994,1,0
0.616271999994031,0,1
-0.536062999995542,1,0
0.517344999998517,0,1
0.519792999994039,0,1
0.375640999995521,0,1
0.45248299999701,0,1
-0.432394999997021,1,0
-0.419712999994052,1,0
-0.526256999998499,0,1
0.58870499999405,0,1
0.542288999994053,0,1
0.419470999995538,0,1
-0.464386999998504,1,0
-0.471332999994047,1,0
-0.377878999998502,1,0
-0.366054999999993,1,0
-0.393996999995521,1,0
-0.395681999999972,1,0
-0.392092000000004,1,0
0.483001999999979,0,1
0.492281999995525,0,1
-0.416361999995541,1,0
-0.472369000000006,1,0
-0.40671499999403,1,0
-0.395025000000023,1,0
-0.399434999999998,1,0
-0.394644999996992,0,1
0.773924999995506,0,1
0.388182999995537,0,1
0.531958999998518,0,1
0.529840999995533,0,1
-0.546822999994038,1,0
0.589696999994048,0,1
0.419580999998492,1,0
0.492124999995518,0,1
0.587904999998515,0,1
0.481288999995508,0,1
-0.454037999998487,1,0
0.496149999994028,0,1
-0.454463999999978,1,0
0.431375999999989,0,1
-0.549454000000027,1,0
0.425069999995525,0,1
0.455653999994043,1,0
0.552065999994054,0,1
-0.385781999998493,1,0
-0.546257999997004,1,0
-0.52657399999554,1,0
0.565617999995535,0,1
0.526867999995535,0,1
-0.48834999999404,1,0
0.484229999998526,0,1
-0.447909999999974,1,0
-0.42698799999553,1,0
0.48456599999551,0,1
0.530345999998506,0,1
0.463927999998501,0,1
-0.605973999995505,1,0
0.512442999997002,0,1
0.658490999994043,0,1
0.564110999997007,0,1
0.443760999995517,0,1
-0.501972999999998,1,0
0.490844999999972,0,1
-0.487524999994028,1,0
0.507804999997024,0,1
-0.436818999998504,1,0
-0.552396999998484,1,0
-0.568088999995554,1,0
-0.501738999994064,1,0
-0.420252999995544,1,0
0.40499699999555,0,1
0.437406999995525,0,1
-0.349427999995532,1,0
-0.399735999994038,1,0
-0.353645999994013,1,0
0.546954000000027,0,1
0.427169999997015,0,1
0.447547999994014,0,1
0.490106999996991,0,1
0.518986999994027,0,1
-0.528834999995539,1,0
-0.399316999994044,1,0
-0.454826999995508,1,0
-0.56089099999849,1,0
-0.39094099999551,0,1
-0.48391699999402,1,0
0.433096999995527,0,1
-0.451474999999977,1,0
0.641242999998503,0,1
0.516028999994043,0,1
-0.448776999994065,1,0
0.493188999994018,0,1
-0.435368999995524,1,0
0.511015999997035,0,1
-0.519163999995508,1,0
-0.525911999995529,1,0
-0.470893999994034,1,0
-0.403139999994019,1,0
-0.386149999995541,1,0
-0.486364999998535,1,0
-0.487944999998494,1,0
0.54522499999404,0,1
0.561840999997046,0,1
0.677291000000027,0,1
0.649352000000013,0,1
0.442371999994037,0,1
0.395849999999977,0,1
-0.485859999994049,1,0
0.550840000000026,0,1
-0.460316999994044,1,0
0.511162999995519,0,1
-0.45461099999852,1,0
-0.511522999998531,1,0
0.542670999997004,0,1
0.685824999998498,0,1
-0.584912999998487,1,0
-0.486196999994048,1,0
-0.627576999998535,1,0
-0.827648999998521,1,0
0.714542999995523,0,1
0.594398999997007,0,1
-0.615516999999993,1,0
0.529268999999971,0,1
-0.958107999997039,0,1
0.733139999998501,0,1
-0.562129999997036,1,0
-0.454879999997036,1,0
0.661791999997047,0,1
-0.593103999998537,1,0
0.654621999999974,0,1
0.600741999995545,0,1
0.522659999995551,0,1
-0.692507999997004,1,0
-0.462254000000015,1,0
0.73469999999553,0,1
0.436289999995555,0,1
0.478767999994045,0,1
-0.55374099999998,1,0
-0.597756999994046,1,0
0.666474999998522,0,1
-0.652128999997047,1,0
-0.480249000000011,1,0
0.443973999998532,0,1
0.405551999998512,0,1
-0.500661999994074,1,0
-0.481875999998534,1,0
-0.516736999995541,1,0
-0.330884999994072,1,0
0.414558999995585,0,1
-0.471702999994042,1,0
0.576048999995575,0,1
-0.454018999999971,1,0
-0.308530999994022,1,0
0.357436999994097,0,1
0.425244999999995,0,1
0.404388999998453,0,1
0.516098999995505,0,1
0.423153999994043,0,1
-0.457797999999952,1,0
-0.539709999999963,1,0
-0.525191999998526,1,0
0.568239999995567,0,1
-0.498944999995525,1,0
0.391558999998495,0,1
0.574934999995516,0,1
-0.429284999997006,1,0
-0.461662999994005,1,0
0.5278139999985,0,1
-0.447695999995572,1,0
0.955408000000054,0,1
0.428539999995497,0,1
-0.472517999993986,1,0
0.593823999995482,0,1
0.392941999998526,0,1
-0.565517999998527,1,0
-0.474868000000017,1,0
0.499113999999943,0,1
-0.420962000000058,1,0
0.454206000000006,0,1
0.543017999998527,0,1
-0.373433999998495,1,0
0.420175999998464,0,1
-0.495119999994058,1,0
0.566207999997074,0,1
-0.495857999995584,1,0
0.407671999994083,0,1
0.42578199999698,0,1
-0.601259999995586,1,0
0.478344999998459,0,1
-0.533124999994063,1,0
0.62450699999847,0,1
-0.430859000000055,1,0
0.430736999997054,0,1
-0.418774999996996,1,0
-0.471719000000041,1,0
-0.408164999995497,1,0
-0.474875,1,0
0.405520999998553,1,0
0.536972999999998,0,1
-0.550254999995581,1,0
0.51297100000002,0,1
-0.50231899999408,1,0
0.835032999998541,0,1
0.537799999993993,0,1
0.362181999998516,0,1
-0.395623999994015,1,0
0.475233999997028,0,1
0.556279999994091,0,1
0.591216999995522,0,1
-0.490200999994064,1,0
-0.478380999995512,1,0
0.380360999994096,0,1
-0.448736999998568,1,0
-0.359548999996972,1,0
-0.387922999997041,1,0
0.391598999998532,0,1
0.352275000000023,0,1
0.385882999995491,0,1
-0.408458999995491,1,0
-0.363231999994023,1,0
-0.369373999999953,0,1
-0.380015999998548,1,0
-0.568491999997059,1,0
-0.485141999995569,1,0
0.549962999999989,0,1
0.484778999998467,0,1
0.373858999998542,0,1
0.636701000000001,0,1
-0.523586999997031,1,0
-0.531202999995556,1,0
-0.559084999999963,1,0
-0.439934999994002,0,1
-0.596812999998452,0,1
0.549630999997025,0,1
-0.812216999998549,1,0
-0.559376999997068,1,0
0.568827000000048,0,1
-0.458676999994088,1,0
0.753888999998453,0,1
-0.674666999998502,1,0
0.423720999995479,0,1
0.527964999995544,0,1
0.372346999999951,0,1
-0.553288999995566,1,0
0.448794999997015,0,1
-0.400506999994046,1,0
0.724116999997059,0,1
-0.447772999995505,1,0
-0.516184999995516,1,0
-0.547971999995527,1,0
0.474487999996985,0,1
-0.44566799999855,1,0
-0.410079999998561,1,0
