RT,letter,number
0,1,0
0,0,1
0,0,1
0.350666000000099,0,1
-0.288304000000135,1,0
0.29668800000014,0,1
-0.398362000000096,1,0
0.39198500000019,0,1
-0.391517000000182,0,1
0,1,0
0,1,0
0.29056200000018,0,1
0.334691000000137,1,0
0.32037200000009,1,0
-0.360491000000096,0,1
0,1,0
-0.425564000000129,0,1
0.412810000000085,1,0
0,1,0
0.272637000000046,1,0
0.295021000000095,0,1
-0.408679000000149,1,0
0.334523000000045,0,1
0.429420000000187,0,1
0.45203600000008,0,1
0.427241000000125,1,0
0.346059000000008,0,1
-0.343229000000196,1,0
0.361516000000003,1,0
0.368321000000054,0,1
0,0,1
-0.447584000000061,1,0
0.291256000000139,0,1
0.391994000000181,1,0
0,1,0
0,0,1
-0.419439000000188,0,1
0.334250000000175,1,0
0.319137000000104,1,0
0.357274000000092,0,1
0.41839000000013,0,1
0.412608000000153,0,1
0,0,1
0.40854200000019,0,1
0.466327000000107,0,1
-0.446826000000176,1,0
0,1,0
0.45575800000006,0,1
-0.385667000000045,1,0
-0.379198000000033,1,0
-0.360479000000138,1,0
-0.369594000000186,1,0
0.428272000000172,0,1
0,1,0
0.391353000000061,0,1
-0.363385000000038,1,0
-0.444508000000089,1,0
-0.472678000000189,1,0
0.342425000000192,0,1
0,1,0
-0.371775000000052,1,0
0,1,0
0.370553000000102,0,1
-0.398984000000142,0,1
0.40940200000006,0,1
0.342988000000012,0,1
-0.378118000000191,1,0
0.459979000000138,0,1
-0.402650000000081,1,0
0.452725000000035,0,1
0.452946000000084,0,1
0.473444000000192,0,1
0,1,0
0.356384000000107,0,1
-0.445314000000188,1,0
-0.426874000000185,1,0
0.379896000000008,0,1
0,1,0
0.320140000000043,1,0
0.367850000000151,0,1
0.345222000000096,0,1
0.319908000000054,1,0
0.289145000000135,1,0
0.383488000000041,0,1
-0.393884000000195,0,1
-0.303735999999975,1,0
-0.374320000000065,1,0
0.420085000000137,0,1
0.413790000000154,1,0
0.343368000000133,0,1
0,1,0
0.403191000000166,0,1
-0.45758200000017,1,0
0.424762999999977,1,0
0.365885000000126,0,1
0.254526000000187,0,1
-0.406164000000106,1,0
0.24553600000008,0,1
0.355639000000025,0,1
0.385869000000181,0,1
0,1,0
0.46625900000002,0,1
-0.312073000000208,1,0
0.359546000000148,0,1
0.343802000000025,1,0
0.327588000000163,1,0
0,0,1
-0.358337999999989,1,0
0.420382000000158,0,1
