RT,letter,number
0.418411999904638,0,1
-0.44632400004768,1,0
-0.453546000047689,1,0
0.394479000047679,0,1
-0.38553699995231,1,0
-0.38578699995231,0,1
-0.374036999904638,1,0
-0.466358000095381,1,0
-0.485219000000012,1,0
0.458924999904644,0,1
-0.40218400004768,1,0
0.356062000095379,0,1
-0.400309999999998,1,0
0.453574999904638,0,1
-0.381398999952304,1,0
0.389570999952324,0,1
0.408862999904639,0,1
0.424662999904627,0,1
-0.407577000047691,0,1
-0.374818000095373,1,0
0.471861000095378,1,0
-0.422737000047695,1,0
0.585661000047694,0,1
0.383062999904621,0,1
0.382320999952324,1,0
0.49103499990463,0,1
0.403041999904643,1,0
-0.406611999952322,1,0
-0.419439000095357,1,0
-0.411971000095364,1,0
-0.46205900004768,0,1
0.410041999952315,0,1
0.43645199999999,0,1
-0.374386999952316,1,0
0.45931900004769,0,1
0.385012999952305,0,1
-0.370894000047672,1,0
0.463246000095358,0,1
-0.447240000047692,1,0
0.372892000047694,1,0
-0.51796400009538,1,0
0.403322999904631,0,1
-0.329312999952323,1,0
0.737172000047693,0,1
-0.329152999904647,1,0
-0.36692300000001,1,0
0.344506000047695,0,1
-0.356302000047697,1,0
0.366825999904628,0,1
0.409336999904626,0,1
-0.351309999952326,1,0
0.479981000095373,0,1
0.456553000047687,0,1
0.438676000047679,0,1
0.384182000000001,0,1
-0.397442000047682,1,0
-0.447314999904629,1,0
0.346669000047696,0,1
-0.376505999952322,1,0
-0.354766000000003,1,0
0.398066999952309,0,1
-0.46730599995231,1,0
0.38899799995232,1,0
0.412984000047698,0,1
-0.45204100004767,1,0
0.384615999952308,0,1
0.426611999952322,0,1
0.451428000000014,0,1
0.382224999952305,0,1
-0.56311199990462,1,0
-0.352052000047697,1,0
0.455439999904629,0,1
0.379562999904621,0,1
-0.348024000047706,1,0
0.400993000000017,0,1
0.413847000000009,0,1
-0.390582000095339,1,0
0.376872999904619,1,0
-0.450418999999994,1,0
-0.446369000000006,0,1
0.379515999952331,0,1
-0.350201999952318,1,0
0.430738999904657,1,0
-0.473564000047685,1,0
0.406769999904616,0,1
0.589689000095357,0,1
-0.406172000000021,1,0
0.34027599990461,0,1
0.396184000000008,0,1
0.382922000047693,1,0
0.333643999999971,0,1
0.473509999904607,0,1
0.395544000095339,0,1
-0.398681999999972,1,0
0.528742999952345,0,1
-0.512349999952305,1,0
0.388293000000005,1,0
0.415599999904633,0,1
-0.292483000000007,1,0
-0.368969999904628,1,0
0.272043999999994,0,1
-0.383490999952308,1,0
0.300716000095359,1,0
0.381859999904642,1,0
-0.450614999999991,1,0
0.528170999904629,0,1
0.330226000047696,0,1
0.374956999904651,0,1
-0.348710000047693,1,0
0.38960800004768,0,1
-0.430426000047708,1,0
-0.443677999952342,1,0
0.377381999952311,1,0
-0.443010000047681,1,0
0.451594999999972,0,1
-0.476243000000017,1,0
-0.382262999904633,1,0
0.396805000095395,0,1
0.411038,0,1
0.547421999904618,0,1
-0.332436999999976,0,1
-0.341889000000025,1,0
0.390513999904622,0,1
-0.437578000095382,1,0
0.383716999952332,0,1
0.489027999999991,0,1
0.359368000095361,1,0
-0.383448000095377,1,0
0.449321999952313,0,1
0.381125,0,1
-0.331583999952301,1,0
0.343938000000024,0,1
0.400180000095395,0,1
0.377794000095339,0,1
-0.342936999904632,0,1
-0.408120999952313,1,0
0.4074430000477,0,1
-0.370674999904644,0,1
0.438639000000025,0,1
-0.372362000047695,1,0
-0.487768999999971,1,0
0.505092999904649,1,0
-0.496464999904623,1,0
-0.364771999952325,1,0
0.322383999904618,0,1
0.342712,0,1
0.344885999952327,0,1
-0.332787000095355,1,0
-0.352291000000027,1,0
-0.375188000095368,1,0
-0.422077999904635,1,0
0.340230000047712,0,1
-0.447947999952303,1,0
0.430603999904648,1,0
0.326387999952305,0,1
-0.436850000047707,1,0
-0.365183999904606,1,0
0.443040999904624,0,1
-0.399197999999975,1,0
0.388942000047711,0,1
-0.682157000047679,0,1
-0.297625999999989,0,1
-0.352156999952334,1,0
0.459143999999971,0,1
-0.354680000047665,1,0
0.414822999952303,0,1
-0.419122999904619,1,0
-0.384190000000002,1,0
-0.364558999952336,1,0
0.382757999904628,0,1
0.392579999952344,0,1
-0.324091000047687,1,0
-0.361632000095386,1,0
-0.355846999952337,1,0
0.483927000095369,0,1
0.408236000047706,0,1
-0.377132000047655,0,1
