RT,letter,number
-0.404923000095368,1,0
0.403524000047677,0,1
-0.365830000047688,1,0
-0.417366000047681,1,0
0.433206000023842,0,1
0.542144,0,1
0.429165000023844,0,1
-0.469619999999995,1,0
0.427458000023849,0,1
-0.354969000023848,1,0
-0.345456000095379,1,0
0.368158000095369,0,1
-0.360842000000004,1,0
-0.340880000023841,1,0
0.359811000047688,0,1
-0.44779100004767,1,0
0.342252999999997,0,1
0.34738200007152,0,1
0.459113000047684,0,1
-0.385868000047689,1,0
0.455039000047691,0,1
0.314836000071518,0,1
-0.46921700002384,1,0
-0.363128000047698,1,0
0.33920900007154,1,0
0.358039000071527,0,1
0.453165999999997,0,1
0.334566000047693,1,0
0.41630900004768,0,1
-0.366823000071512,1,0
0.415485000047687,0,1
0.438402000095375,0,1
-0.475594000000012,1,0
-0.326827000095363,1,0
0.417293000095378,0,1
-0.320073000000004,1,0
-0.365448000047676,1,0
0.457407000047679,0,1
-0.428064000023849,1,0
0.597025000095367,0,1
-0.474305000023829,1,0
0.387657000071515,0,1
-0.357549000047671,1,0
-0.337005000000005,1,0
-0.326618000095361,1,0
0.319048000023846,1,0
0.418859000071534,0,1
0.429082000023831,0,1
0.553851000071532,0,1
0.413869999999995,0,1
-0.437774000047677,1,0
-0.33947800007154,1,0
0.362230000047683,0,1
0.36640700009538,0,1
0.523441000071529,0,1
-0.407479000023828,1,0
-0.326193000047671,1,0
0.507016999999993,0,1
0.384482000023854,0,1
0.350081000000006,0,1
-0.446003000071534,1,0
0.382640000071522,0,1
0.377558000071527,0,1
-0.293749000047683,1,0
-0.437497999999992,1,0
-0.352697000023851,1,0
-0.320870000071533,1,0
0.358287000023847,0,1
0.371011000095343,0,1
-0.316363000047684,1,0
-0.406959000047704,1,0
0.443082000071532,0,1
-0.435908000047668,1,0
0.440556000047713,0,1
-0.372145000047691,1,0
0.431279000071518,0,1
0.411730000047712,0,1
0.391259000095364,0,1
0.421005000095349,0,1
-0.363843000071531,1,0
0.409606000023836,0,1
-0.46707800004771,1,0
-0.540803000023821,1,0
-0.438489000095346,1,0
0.434014000071504,0,1
-0.408734999999986,1,0
0.414210000023828,0,1
-0.4302420000477,1,0
-0.394859000071534,1,0
0.376116000071517,0,1
0.504205000071554,0,1
0.383319000071497,0,1
-0.396956000071543,1,0
0.447002000095381,0,1
-0.432369000071543,1,0
0.378881000071531,0,1
-0.532982000071497,1,0
-0.384160000095377,1,0
-0.477271999999997,1,0
0.459473000071535,0,1
-0.474365000095393,1,0
0.411223000095342,0,1
-0.434675999999978,1,0
-0.407217000000004,1,0
0.362416000047699,0,1
-0.402226000023831,1,0
0.432801000071515,0,1
-0.377410000095377,1,0
0.357723000023863,0,1
0.378286000000022,0,1
-0.352550000095391,1,0
-0.380326000047673,1,0
0.423892000023858,0,1
-0.438850000023842,1,0
0.426694000023825,0,1
-0.397899000023841,1,0
0.455641000023868,0,1
0.350659000095387,0,1
0.390912000071548,0,1
-0.42705900004768,1,0
0.418612000071502,0,1
-0.436968000047666,1,0
-0.444857000000018,1,0
-0.423406000095361,1,0
0.406492000000027,0,1
-0.419402000023867,1,0
0.371798000023817,0,1
0.440440000047674,0,1
0.41426300009538,0,1
-0.379525000071502,1,0
0.47591800002387,0,1
-0.464573000095377,1,0
0.414304000071541,0,1
0.424362000047695,0,1
-0.396040000095381,1,0
-0.379545000095386,1,0
-0.405654000071518,1,0
-0.395898000071524,1,0
-0.347345000095374,1,0
0.403726000095368,0,1
0.41726200009539,0,1
0.361779000071518,0,1
-0.391819000071497,1,0
-0.449945000047679,1,0
-0.380802000071504,1,0
-0.423837999999989,1,0
-0.343426000071515,1,0
-0.450073000095377,1,0
-0.410449000071501,1,0
-0.353048000071547,1,0
-0.319803000095359,1,0
0.450174000023864,0,1
-0.371479000047664,1,0
0.38072400009539,0,1
0.345410000047705,0,1
0.340484000023862,0,1
0.555706000047678,0,1
-0.483429000047676,0,1
0.380781000023824,0,1
0.409914000023855,0,1
0.40567300000001,0,1
0.315742000000028,0,1
0.33068900002382,0,1
-0.391177000095369,1,0
0.41331400007155,0,1
-0.350586000047682,1,0
-0.332478000000003,1,0
0.306606000023836,0,1
-0.594317000071518,1,0
0.656881999999983,0,1
0.400985000071523,0,1
0.459414000095392,0,1
-0.337958000047656,1,0
-0.406020000000019,1,0
-0.400201000095345,1,0
0.337481000095373,1,0
0.505127000047709,0,1
-0.430365000047663,1,0
0.488816000095394,0,1
0.497898000047659,0,1
0.446086000095354,0,1
-0.420970000023837,1,0
0.376288000023866,0,1
-0.318654000023846,1,0
0.361626000047661,0,1
-0.330107000095362,0,1
