RT,letter,number
-0.404950000023848,1,0
-0.333304000000004,1,0
0.349243999952305,1,0
-0.490162999928463,1,0
-0.351865999952308,1,0
0.357822999952303,0,1
0.355125000023836,0,1
0.393017000023829,1,0
-0.326533999976149,1,0
0.431824999976146,0,1
0.435844999928464,0,1
0.392553999928467,0,1
-0.312054000000004,1,0
0.33955300002385,0,1
0.417919999976148,0,1
0.340002999999997,0,1
0.420163000023836,0,1
-0.416256999952311,1,0
-0.38924299992848,1,0
-0.329893999976164,1,0
0.394585000023828,0,1
-0.313832999952312,1,0
0.377913999928482,0,1
-0.390068999999989,1,0
-0.381213999976171,1,0
-0.323858999976161,1,0
0.37108499995232,0,1
0.349206000023842,0,1
0.342835999952338,0,1
0.381195000000007,0,1
-0.334405000000028,1,0
-0.339516000000003,0,1
0.416735000023851,0,1
-0.340967999999993,1,0
0.439692000023846,0,1
0.365594999928493,0,1
-0.364139999976149,1,0
0.351587000023865,0,1
-0.369107000023825,1,0
0.349527999928454,0,1
-0.32152199992846,1,0
0.42045699997613,0,1
0.544697999928496,0,1
-0.322822000023851,1,0
-0.483419999999984,1,0
0.428010999928461,0,1
0.312609999999986,0,1
-0.333458999976167,1,0
0.325380999928457,0,1
-0.346511999999988,1,0
0.365461999952327,0,1
-0.419378000023833,1,0
-0.388304000023869,1,0
-0.361038999928453,1,0
0.328635999976133,0,1
-0.412971999952337,1,0
0.377462999976182,1,0
0.388194999952335,0,1
-0.348986999976158,0,1
0.359297999928473,0,1
0.341377999952296,0,1
0.35020299999998,0,1
-0.365827000023855,1,0
-0.358614999928453,1,0
-0.358568000000028,1,0
0.398095999928482,0,1
-0.604285999952292,1,0
0.46022700002382,0,1
-0.368148999976169,1,0
-0.359543999999994,1,0
0.451763999928487,0,1
-0.454165000023844,1,0
-0.331639000023832,1,0
-0.428445999952324,1,0
0.375613000000012,0,1
-0.334791999952344,1,0
0.360264999928477,0,1
-0.419220999952289,1,0
0.350713999952306,0,1
0.375099999952305,0,1
-0.302724999999977,0,1
0.53151799995231,0,1
-0.530338999976171,1,0
0.353524999976158,0,1
-0.418143999976164,0,1
-0.349456000000006,1,0
-0.41204800000001,1,0
-0.436606000023836,1,0
0.394475999928487,0,1
0.368914000023855,0,1
-0.492299999928451,1,0
0.513038999976183,0,1
-0.369441999928502,1,0
-0.35757300002384,1,0
0.434453999976162,0,1
-0.415995999952313,1,0
0.395162999976135,0,1
0.37559999997617,0,1
0.425643000023847,0,1
-0.37206899992848,1,0
-0.397337000023865,1,0
0.364041999928479,0,1
-0.377616000023845,1,0
-0.367494999999995,1,0
0.413228999999992,0,1
-0.351638000023842,1,0
0.35338799997617,0,1
0.396273999928497,0,1
0.357378999952343,0,1
-0.396487000000023,1,0
-0.348293999952322,1,0
0.383173999999999,0,1
0.415621999952302,0,1
-0.359524999976158,1,0
-0.361592999999994,1,0
0.336781999928469,0,1
-0.337936999928497,1,0
-0.353184999952326,1,0
-0.356421000023838,0,1
-0.386535999928485,1,0
0.405127999928489,0,1
0.395737999928475,0,1
0.383712999999989,0,1
-0.42182699999999,1,0
-0.395000999952317,1,0
0.495374999976135,0,1
-0.386652000023867,1,0
-0.385661999976146,1,0
0.386917000000016,0,1
0.596590000000026,0,1
0.361586999976134,0,1
-0.370699000000022,1,0
0.423620999999985,0,1
0.409489000023867,0,1
-0.515031000000017,1,0
0.41669099995232,0,1
-0.35675900000002,1,0
-0.393749000000011,1,0
0.510109999928449,0,1
-0.511198999952292,1,0
-0.34896599997615,1,0
0.338109999928449,0,1
-0.471087999976182,1,0
-0.402532999999996,1,0
-0.353141000000003,1,0
0.406010999999999,0,1
-0.403730000023847,1,0
0.41015000002383,0,1
-0.40144999995234,1,0
0.387165000023844,0,1
0.446193999976153,0,1
-0.354710999952338,1,0
-0.390239999976184,1,0
-0.38081099997618,1,0
0.357913999952318,0,1
0.358248000000021,0,1
0.346242000000027,0,1
0.354767999999982,0,1
-0.378168999952322,1,0
-0.504883999928483,1,0
0.369868999928469,0,1
-0.484676999928488,1,0
-0.414152999999991,0,1
-0.395783999928448,1,0
0.368495999952313,0,1
-0.345460000000021,1,0
-0.418646999976132,1,0
-0.380974999999977,1,0
-0.398253000000026,1,0
-0.404568999952287,0,1
-0.602933999928529,1,0
0.516545000023791,0,1
0.599623999952339,0,1
-0.379574000023887,1,0
0.402397000023862,0,1
-0.436320000023814,1,0
0.499452999976114,0,1
0.426718000023859,0,1
0.374760999952327,0,1
0.377508999952348,0,1
0.355466999952332,0,1
-0.391618999999948,1,0
0.463253999999957,0,1
-0.43944999995234,1,0
-0.68265599997621,1,0
0.491082000000053,0,1
-0.497179999928456,1,0
0.384898000000045,0,1
0.451986999952351,0,1
0.365648999999976,0,1
-0.379565999999992,1,0
0.388874000023818,0,1
0.523302999976208,0,1
-0.389212999976124,1,0
-0.379685999952373,1,0
-0.489587999999989,1,0
-0.384201999952318,1,0
0.348545000000042,0,1
-0.545674999928451,1,0
0.420102999976138,0,1
-0.392640999999945,1,0
0.497925999928499,0,1
-0.523286999952281,1,0
0.478363999999943,0,1
-0.482471999952337,1,0
-0.404625999952317,1,0
0.462162999928463,0,1
-0.41764100002381,1,0
0.401414999928442,0,1
-0.490627999976161,1,0
-0.447210999976145,1,0
0.42931499995233,0,1
0.67532299997611,0,1
0.430160999976215,0,1
-0.428802999928477,1,0
0.398152999976184,0,1
-0.495876000000048,1,0
0.382865999952308,0,1
0.414128999976208,0,1
-0.338582000000053,1,0
0.626466999928467,0,1
-0.489355999928433,1,0
-0.380204999928479,1,0
0.398578999976162,0,1
0.377803999928525,0,1
-0.446873999976204,1,0
0.444952999976114,0,1
-0.553289000023855,1,0
0.466232999976142,0,1
-0.384475999952294,1,0
0.416405999999959,0,1
-0.434626999976113,1,0
-0.395267999976175,1,0
-0.375810999928508,1,0
-0.404447000000044,1,0
-0.423510000000009,1,0
0.474797999976203,0,1
0.534738000023877,0,1
-0.499056999928434,1,0
-0.382797999952338,1,0
-0.394469999928493,1,0
0.462570999928517,0,1
-0.430497999952291,1,0
0.432067999976105,0,1
0.500835999928531,0,1
-0.447782000000007,1,0
0.410207999999984,0,1
0.379640999976196,0,1
0.353804999976186,0,1
-0.389886000000057,1,0
0.3796870000239,0,1
-0.38893499992846,1,0
0.453231999928481,0,1
0.361104000023799,0,1
-0.344865999952308,1,0
0.35645799995237,0,1
0.363209000023897,0,1
-0.374442999976105,1,0
-0.428885999976192,1,0
-0.415212999999989,1,0
0.368158000000054,0,1
-0.330396999999997,1,0
0.543801999952295,0,1
0.405405000000028,0,1
-0.43171099995228,1,0
-0.396462999952259,1,0
-0.344963999952306,1,0
0.420532999976189,0,1
0.434145000000019,0,1
-0.32103099992848,1,0
-0.323870999976178,1,0
-0.351143999928492,1,0
0.357201999952318,0,1
-0.336363999999943,1,0
-0.425038000023807,1,0
-0.398217999976128,1,0
0.414906000023824,0,1
0.358477999952273,0,1
-0.409458999928436,1,0
-0.376989999928512,0,1
0.380263999952353,0,1
0.399709000023897,0,1
0.382723000023863,0,1
-0.635845000023837,1,0
0.38109600000002,0,1
0.547411000023829,0,1
-0.410305000000051,1,0
-0.429214999952354,1,0
0.379202000023797,0,1
-0.422069000000018,1,0
0.443433000023826,0,1
0.493878999952343,0,1
-0.443750999976182,1,0
-0.434343999928446,1,0
-0.456910000023898,1,0
0.370591999952332,0,1
0.378455999952275,0,1
-0.453272999952314,1,0
-0.401137000023853,1,0
0.437306999928434,0,1
-0.414798000023817,1,0
0.362061999976169,0,1
-0.401501999976113,1,0
0.377401999952272,0,1
0.361675999952364,0,1
-0.348462999999989,1,0
0.340090999928419,0,1
0.427847999976133,0,1
0.411691999976174,0,1
-0.535406000023824,1,0
0.384607999976142,0,1
0.334850000023842,0,1
-0.343067000023788,1,0
0.336495999976178,0,1
-0.401300999999978,1,0
0.426712999976124,1,0
-0.36865399999998,1,0
0.460957000000053,0,1
-0.389313999952283,1,0
0.380776999928523,0,1
-0.347928999928525,1,0
-0.371531999952276,1,0
0.361964999952354,0,1
0.5306870000239,0,1
0.502408999999985,0,1
0.470277999952319,0,1
-0.424302000000025,1,0
0.435957999928505,0,1
-0.351729999952368,1,0
0.437023999928497,0,1
-0.470618000000017,1,0
-0.429045000023791,1,0
0.409001000023796,0,1
-0.355307999999961,1,0
0.407657999952324,0,1
0.463574999928474,0,1
-0.390686999976169,1,0
-0.355954999999958,1,0
0.529324999976205,0,1
-0.454770999976201,1,0
-0.380789999976172,1,0
0.49535399995232,0,1
-0.503487999928417,1,0
0.410468000023859,0,1
0.452380000000005,0,1
-0.399633999928483,1,0
0.397148999928497,0,1
-0.406566000023857,1,0
-0.348665999928489,1,0
0.350867999976152,0,1
