DM_st0,LFM_st0,DM_all,LFM_all,file,pp,condition
0.008727472,0.97702706,0.0056760535,0.008569326,file117_explicitDeadline.csv,117,explicitDeadline
0.0065777204,0.98304486,0.0047910055,0.0055863345,file254_explicitDeadline.csv,254,explicitDeadline
0.002233769,0.5719823,0.001995161,0.4237888,file236_acc.csv,236,acc
0.14698613,0.6727231,0.035694852,0.14459588,file142_acc.csv,142,acc
0.018857239,0.7888992,0.008170761,0.18407275,file147_acc.csv,147,acc
0.0023992956,0.9450677,0.00250606,0.05002696,file297_implicitDeadline.csv,297,implicitDeadline
0.015614325,0.0071088225,0.2906092,0.6866676,file210_acc.csv,210,acc
0.0024113294,0.90636694,0.0025416368,0.08868011,file55_implicitDeadline.csv,55,implicitDeadline
0.009088279,0.83230853,0.0057462673,0.15285692,file100_explicitDeadline.csv,100,explicitDeadline
0.0026650496,0.62090087,0.0024162678,0.37401778,file62_acc.csv,62,acc
0.002311663,0.577888,0.0023853846,0.41741496,file175_acc.csv,175,acc
0.0027892028,0.019846795,0.0049426015,0.9724214,file46_acc.csv,46,acc
0.0048648934,0.8450484,0.0034357018,0.14665098,file172_acc.csv,172,acc
0.0022379814,0.96645176,0.0024851323,0.028825141,file6_explicitDeadline.csv,6,explicitDeadline
0.0039584036,0.9794276,0.0034993023,0.01311476,file266_explicitDeadline.csv,266,explicitDeadline
0.0020276187,0.9676175,0.0023608587,0.027994001,file19_implicitDeadline.csv,19,implicitDeadline
0.004302603,0.7882125,0.003201449,0.20428342,file127_acc.csv,127,acc
0.06949684,0.716348,0.023241479,0.19091374,file288_acc.csv,288,acc
0.002414403,0.9525602,0.002575964,0.04244947,file75_explicitDeadline.csv,75,explicitDeadline
0.0026255082,0.9425779,0.0026718192,0.052124783,file224_explicitDeadline.csv,224,explicitDeadline
0.0024331103,0.97224504,0.0026087896,0.022713106,file151_explicitDeadline.csv,151,explicitDeadline
0.0030107764,0.94263214,0.0031192251,0.05123783,file261_implicitDeadline.csv,261,implicitDeadline
0.22854877,0.0129960235,0.69315034,0.06530488,file267_acc.csv,267,acc
0.0035510277,0.9886966,0.003986258,0.0037661437,file133_explicitDeadline.csv,133,explicitDeadline
0.47297767,0.14065173,0.27546605,0.11090456,file58_acc.csv,58,acc
0.004586771,0.9838884,0.0038874105,0.0076373387,file112_explicitDeadline.csv,112,explicitDeadline
0.30640873,0.03401258,0.5208333,0.13874534,file235_acc.csv,235,acc
0.0023207304,0.8678162,0.0024816312,0.12738141,file262_implicitDeadline.csv,262,implicitDeadline
0.0028264779,0.8519139,0.0025380943,0.14272152,file206_implicitDeadline.csv,206,implicitDeadline
0.003386643,0.58824104,0.0030109438,0.40536138,file102_acc.csv,102,acc
0.18984115,0.49440604,0.06662187,0.2491309,file212_acc.csv,212,acc
0.0025915515,0.95737296,0.0027083068,0.03732726,file310_explicitDeadline.csv,310,explicitDeadline
0.0028354956,0.9450138,0.0029290842,0.049221627,file240_explicitDeadline.csv,240,explicitDeadline
0.0029458986,0.8931334,0.0026866617,0.10123403,file294_implicitDeadline.csv,294,implicitDeadline
0.0029705202,0.856004,0.002513047,0.13851243,file17_explicitDeadline.csv,17,explicitDeadline
0.017075228,0.060315426,0.03160606,0.8910033,file292_acc.csv,292,acc
0.0024902204,0.8865325,0.0024632348,0.10851411,file220_implicitDeadline.csv,220,implicitDeadline
0.0031406716,0.9811782,0.0030135612,0.012667545,file134_explicitDeadline.csv,134,explicitDeadline
0.0024523549,0.89511704,0.0026115305,0.0998191,file67_implicitDeadline.csv,67,implicitDeadline
0.0023138393,0.94975215,0.0024423224,0.045491625,file166_implicitDeadline.csv,166,implicitDeadline
0.002478829,0.9022653,0.0025534213,0.0927025,file84_acc.csv,84,acc
0.002594069,0.8488366,0.0023027791,0.14626652,file198_explicitDeadline.csv,198,explicitDeadline
0.016154699,0.8103315,0.006989999,0.16652374,file223_acc.csv,223,acc
0.55410653,0.2187624,0.15385766,0.073273405,file286_acc.csv,286,acc
0.0023487078,0.7920938,0.0026029977,0.2029545,file256_implicitDeadline.csv,256,implicitDeadline
0.0022867168,0.42851192,0.0024038176,0.56679755,file180_acc.csv,180,acc
0.40945697,0.45811972,0.07060692,0.06181638,file20_explicitDeadline.csv,20,explicitDeadline
0.0021855694,0.9596562,0.002418461,0.035739794,file116_implicitDeadline.csv,116,implicitDeadline
0.0022090462,0.98088866,0.0025927336,0.014309542,file152_implicitDeadline.csv,152,implicitDeadline
0.0025035345,0.9697649,0.00265369,0.02507784,file103_explicitDeadline.csv,103,explicitDeadline
0.0028535142,0.95872307,0.0029743332,0.035449117,file108_explicitDeadline.csv,108,explicitDeadline
0.04894521,0.832176,0.011097727,0.10778105,file96_acc.csv,96,acc
0.0035420596,0.9708331,0.0032759993,0.022348808,file132_explicitDeadline.csv,132,explicitDeadline
