t0,st0,zr,v0,v1,a,alpha,file,pp,condition
0.236076,0.120491676,0.43280113,-1.3089377,1.347931,0.23105119,1.0252844,file117_explicitDeadline.csv,117,explicitDeadline
0.25250748,0.13775599,0.565928,-1.6300656,1.1898286,0.38563532,0.98586696,file254_explicitDeadline.csv,254,explicitDeadline
0.33088332,0.17648326,0.48502427,-3.129572,3.1884913,0.89768827,1.4573721,file236_acc.csv,236,acc
0.3691615,0.1302915,0.49177998,-4.550118,4.602611,1.1194915,1.7266762,file142_acc.csv,142,acc
0.3518422,0.10068538,0.56377536,-4.4251895,3.3212352,0.72516876,1.5816637,file147_acc.csv,147,acc
0.28441942,0.15930815,0.5165541,-2.3961532,1.9123614,0.5489747,1.0651102,file297_implicitDeadline.csv,297,implicitDeadline
0.37320372,0.11264574,0.4510752,-2.2668998,2.598641,0.94224393,1.8124483,file210_acc.csv,210,acc
0.33078375,0.13104099,0.58857214,-3.2511752,2.6438951,0.7933068,1.1560396,file55_implicitDeadline.csv,55,implicitDeadline
0.3499719,0.11006893,0.5056752,-2.8914268,2.6078005,0.31533185,1.5704039,file100_explicitDeadline.csv,100,explicitDeadline
0.2937121,0.05432188,0.50389355,-3.4738903,3.4820714,0.7747529,1.6795752,file62_acc.csv,62,acc
0.28418884,0.09883875,0.48804814,-3.695816,3.3899257,1.3498036,1.6839324,file175_acc.csv,175,acc
0.37798503,0.11345208,0.5026086,-2.7708812,2.5288484,0.85758555,1.5973966,file46_acc.csv,46,acc
0.32891762,0.048321117,0.59756935,-4.3777637,3.4098105,0.79447275,1.6590475,file172_acc.csv,172,acc
0.30091006,0.11556768,0.49989772,-2.7697027,2.514712,0.3641026,1.102098,file6_explicitDeadline.csv,6,explicitDeadline
0.29509014,0.14313428,0.5761433,-1.9278932,1.5690379,0.3132642,1.0517273,file266_explicitDeadline.csv,266,explicitDeadline
0.26357523,0.13791633,0.5244634,-1.9196985,1.6460369,0.4321722,1.0524911,file19_implicitDeadline.csv,19,implicitDeadline
0.32259446,0.09649781,0.46323976,-3.5656211,3.7517488,0.83506346,1.556486,file127_acc.csv,127,acc
0.3170867,0.057850506,0.4306314,-3.8427165,4.466232,1.253105,1.8083318,file288_acc.csv,288,acc
0.31263164,0.10871969,0.6525232,-3.3366742,2.6471052,0.406609,1.1622379,file75_explicitDeadline.csv,75,explicitDeadline
0.31763,0.1145536,0.52923554,-2.5904202,2.4016998,0.32347587,1.2047362,file224_explicitDeadline.csv,224,explicitDeadline
0.24513428,0.12882265,0.46513286,-1.7356484,1.7247813,0.36166233,1.0451679,file151_explicitDeadline.csv,151,explicitDeadline
0.2982346,0.11708256,0.50850224,-1.8150709,1.4526427,0.2873272,1.2945565,file261_implicitDeadline.csv,261,implicitDeadline
0.38621542,0.11915095,0.4361569,-2.653105,3.127168,1.355604,1.8829403,file267_acc.csv,267,acc
0.2781772,0.13784741,0.45825323,-3.4959395,4.0246105,0.9714541,1.0139626,file133_explicitDeadline.csv,133,explicitDeadline
0.3264201,0.061529376,0.5574942,-3.1565347,2.6367986,0.86441404,1.7770183,file58_acc.csv,58,acc
0.28007784,0.15240209,0.48982084,-2.1034806,1.8953842,0.47864205,1.0004526,file112_explicitDeadline.csv,112,explicitDeadline
0.27839816,0.014780193,0.37416127,-1.7632858,2.5593073,1.3276304,1.94734,file235_acc.csv,235,acc
0.30098432,0.12822284,0.43822142,-2.489067,2.8445156,0.76880705,1.1889343,file262_implicitDeadline.csv,262,implicitDeadline
0.29257575,0.04851766,0.44586402,-4.317438,4.698833,0.7556292,1.6350387,file206_implicitDeadline.csv,206,implicitDeadline
0.33571675,0.12344158,0.48606125,-2.5460792,3.2886612,1.1299312,1.6170954,file102_acc.csv,102,acc
0.30024022,0.06421517,0.41113678,-3.4397962,3.9328938,1.0914803,1.8235928,file212_acc.csv,212,acc
0.34007186,0.1200856,0.50485516,-3.5235677,3.2078228,0.37410036,1.1014439,file310_explicitDeadline.csv,310,explicitDeadline
0.28727326,0.11699353,0.5202003,-1.6631883,1.575235,0.2528127,1.1459746,file240_explicitDeadline.csv,240,explicitDeadline
0.30846676,0.10550631,0.46238148,-2.1964345,2.4004204,0.39622104,1.2934048,file294_implicitDeadline.csv,294,implicitDeadline
0.31629825,0.12276879,0.5298039,-4.2187595,3.9737473,0.4769405,1.4231621,file17_explicitDeadline.csv,17,explicitDeadline
0.3463274,0.13380872,0.4930191,-3.0896423,2.4978502,0.87606835,1.6978524,file292_acc.csv,292,acc
0.306976,0.12077052,0.46792853,-1.9995228,2.3892553,0.48513946,1.2433021,file220_implicitDeadline.csv,220,implicitDeadline
0.26430327,0.13548276,0.57721657,-1.774768,1.2586802,0.31181705,1.0154557,file134_explicitDeadline.csv,134,explicitDeadline
0.254638,0.10657042,0.41935694,-3.2192326,4.0434084,1.009743,1.1488866,file67_implicitDeadline.csv,67,implicitDeadline
0.3200649,0.13566233,0.5456027,-3.12773,2.884742,0.60803914,1.104687,file166_implicitDeadline.csv,166,implicitDeadline
0.30019602,0.09169607,0.4658178,-4.4550123,5.286438,1.2091864,1.2485012,file84_acc.csv,84,acc
0.3037534,0.12693329,0.41965902,-3.914183,3.9411097,0.45743832,1.3539604,file198_explicitDeadline.csv,198,explicitDeadline
0.313014,0.082220234,0.49372953,-4.3497496,4.40098,0.9801934,1.7784519,file223_acc.csv,223,acc
0.3864758,0.08698529,0.5160143,-2.7751987,2.462061,1.7047172,1.8539654,file286_acc.csv,286,acc
0.30542552,0.13355611,0.50914896,-2.3768477,1.9566582,0.5390461,1.2338886,file256_implicitDeadline.csv,256,implicitDeadline
0.2858413,0.07239699,0.49694756,-2.802492,2.3932118,0.72246087,1.495648,file180_acc.csv,180,acc
0.29644668,0.065702245,0.498225,-4.794624,4.5856247,0.71046495,1.7893635,file20_explicitDeadline.csv,20,explicitDeadline
0.2790839,0.10564348,0.5249098,-2.495021,2.3669446,0.4202981,1.0539387,file116_implicitDeadline.csv,116,implicitDeadline
0.24950804,0.100790694,0.5572993,-1.9827887,1.9587969,0.44011685,1.0149481,file152_implicitDeadline.csv,152,implicitDeadline
0.32226372,0.09428186,0.48223615,-3.207855,3.393069,0.5008018,1.0470275,file103_explicitDeadline.csv,103,explicitDeadline
0.32967296,0.106415674,0.45406523,-1.940673,2.2402678,0.24341317,1.1429241,file108_explicitDeadline.csv,108,explicitDeadline
0.3323789,0.16911875,0.5649276,-2.8311114,2.8756347,1.8345461,1.693304,file96_acc.csv,96,acc
0.2980098,0.15117572,0.6356912,-1.3838116,1.1111258,0.20545335,1.0634122,file132_explicitDeadline.csv,132,explicitDeadline
0.30720896,0.13902712,0.5054716,-2.1060486,1.9704471,0.29187274,1.1665826,file257_explicitDeadline.csv,257,explicitDeadline
0.29441482,0.04031134,0.50033504,-5.155029,4.9571705,1.3253857,1.6080185,file312_acc.csv,312,acc
0.2515216,0.15183401,0.5887224,-1.6522584,1.2605034,0.38677517,1.0559757,file98_implicitDeadline.csv,98,implicitDeadline
0.36889622,0.11291553,0.47364298,-2.6121225,2.7631304,0.42921025,1.5382043,file205_implicitDeadline.csv,205,implicitDeadline
