t0,st0,zr,v0,v1,a,alpha,file,pp,condition
0.22559737,0.14562745,0.47908726,-2.1167743,1.4544123,0.67973596,-0.19054405,file117_explicitDeadline.csv,117,explicitDeadline
0.23163603,0.16006902,0.566703,-2.118566,1.6619754,0.8099144,-1.5862135,file254_explicitDeadline.csv,254,explicitDeadline
0.3380137,0.089472726,0.50295705,-3.137482,2.8682396,0.5708374,0.012532493,file100_explicitDeadline.csv,100,explicitDeadline
0.309056,0.1350165,0.4943099,-3.9025786,3.7772496,0.55005896,-0.5655574,file6_explicitDeadline.csv,6,explicitDeadline
0.31313714,0.17586277,0.6279664,-3.367761,1.8545307,0.5842616,-0.119573854,file266_explicitDeadline.csv,266,explicitDeadline
0.31981105,0.111337624,0.60601926,-3.7553747,4.0844936,0.61891484,-0.021832272,file75_explicitDeadline.csv,75,explicitDeadline
0.32068563,0.12527545,0.49628076,-3.0193515,3.733084,0.5886912,-0.13607267,file224_explicitDeadline.csv,224,explicitDeadline
0.25267184,0.1579324,0.45210692,-2.4703321,2.9203594,0.63032675,-0.9301089,file151_explicitDeadline.csv,151,explicitDeadline
0.31330884,0.17467394,0.46347132,-2.8623319,3.4493418,0.8044075,-0.6439441,file133_explicitDeadline.csv,133,explicitDeadline
0.31665936,0.18221003,0.5038505,-2.5580754,2.5870762,0.6065114,-1.164001,file112_explicitDeadline.csv,112,explicitDeadline
0.32557485,0.099226005,0.530054,-3.9013796,2.7776334,0.7240638,-0.025945252,file310_explicitDeadline.csv,310,explicitDeadline
0.30298617,0.14617257,0.50116014,-2.7747576,2.997945,0.48272774,-0.12294421,file240_explicitDeadline.csv,240,explicitDeadline
0.31294712,0.115044974,0.51099074,-4.0072293,4.64511,0.66797024,-0.024045521,file17_explicitDeadline.csv,17,explicitDeadline
0.27283907,0.16788831,0.59657973,-3.274973,1.8122847,0.58766323,-1.2187788,file134_explicitDeadline.csv,134,explicitDeadline
0.30058375,0.11654751,0.4136201,-4.004737,4.7428656,0.6480873,-0.032991223,file198_explicitDeadline.csv,198,explicitDeadline
0.2903732,0.060035534,0.51992184,-5.00239,3.8346882,0.820093,-0.03857869,file20_explicitDeadline.csv,20,explicitDeadline
0.3323912,0.10993993,0.472364,-2.9879117,3.8928626,0.68809247,-0.106954224,file103_explicitDeadline.csv,103,explicitDeadline
0.32607856,0.107410826,0.440255,-2.3781643,3.6587179,0.57753533,-0.0825022,file108_explicitDeadline.csv,108,explicitDeadline
0.2998378,0.17378286,0.6492952,-2.5744882,1.6359513,0.55878913,-0.38599923,file132_explicitDeadline.csv,132,explicitDeadline
0.30179343,0.13401748,0.4741061,-2.349906,3.0377338,0.65181696,0.00023252679,file257_explicitDeadline.csv,257,explicitDeadline
0.28758317,0.16659793,0.44608095,-2.0986435,3.0358353,0.59794325,-0.04516827,file277_explicitDeadline.csv,277,explicitDeadline
0.27745548,0.12925872,0.48008922,-2.5146406,3.0197535,0.7980289,-0.5275659,file285_explicitDeadline.csv,285,explicitDeadline
0.2885883,0.14612657,0.54152584,-3.7664888,2.9173417,0.67800695,-1.1014034,file303_explicitDeadline.csv,303,explicitDeadline
0.2815186,0.110177085,0.47167486,-3.6647184,2.9825199,0.4915067,-0.3647531,file252_explicitDeadline.csv,252,explicitDeadline
0.29653013,0.1884504,0.46241567,-1.347818,2.1151364,0.6684875,-0.31335357,file101_explicitDeadline.csv,101,explicitDeadline
0.31440142,0.124234825,0.5134225,-3.2903867,2.663379,0.5322012,-0.046739113,file148_explicitDeadline.csv,148,explicitDeadline
0.293927,0.13104452,0.51615286,-3.900989,4.1865506,0.7477307,-0.8083374,file53_explicitDeadline.csv,53,explicitDeadline
0.31253678,0.14235623,0.399772,-2.715435,3.8496554,0.6781041,-1.0785277,file143_explicitDeadline.csv,143,explicitDeadline
0.3275197,0.09705629,0.5493199,-3.1877327,2.742115,0.5616767,-0.004983486,file241_explicitDeadline.csv,241,explicitDeadline
0.2521159,0.18627691,0.52727365,-1.9501816,1.5875952,0.78313565,-0.031544738,file90_explicitDeadline.csv,90,explicitDeadline
0.21476582,0.18277584,0.4762144,-2.276975,1.9888754,0.8430134,-1.4827117,file73_explicitDeadline.csv,73,explicitDeadline
0.29929513,0.09920271,0.4400543,-2.4018507,3.0484068,0.6954441,-0.0068780184,file60_explicitDeadline.csv,60,explicitDeadline
0.27094766,0.16329508,0.43088335,-1.8827788,3.125081,0.5244026,-1.1793702,file23_explicitDeadline.csv,23,explicitDeadline
0.2659353,0.12265791,0.48870572,-1.1488078,1.7689832,0.6564365,-0.014646721,file106_explicitDeadline.csv,106,explicitDeadline
0.2739206,0.17224757,0.51587224,-2.750994,2.4491658,0.6247187,-0.57164305,file105_explicitDeadline.csv,105,explicitDeadline
0.32731307,0.091445014,0.44219536,-2.2075171,3.8751554,0.66670823,-0.0033361907,file317_explicitDeadline.csv,317,explicitDeadline
0.33638993,0.18548067,0.5268554,-1.3199943,0.27382025,0.6262735,-0.2466036,file244_explicitDeadline.csv,244,explicitDeadline
0.30817807,0.1436113,0.50715965,-2.998706,3.1699362,0.5252598,-0.5179402,file258_explicitDeadline.csv,258,explicitDeadline
0.3260023,0.07652207,0.45819965,-4.0798492,3.7253277,0.73322695,-0.054297864,file204_explicitDeadline.csv,204,explicitDeadline
0.2919231,0.16865914,0.52771765,-2.0074706,2.5858734,0.5144219,-1.1798011,file259_explicitDeadline.csv,259,explicitDeadline
0.33393258,0.110949025,0.34476578,-3.2785316,4.6362567,0.617606,-0.1743385,file176_explicitDeadline.csv,176,explicitDeadline
0.37522793,0.13455142,0.5235247,-3.1075866,2.5784461,0.5779744,-0.21334238,file248_explicitDeadline.csv,248,explicitDeadline
0.3380783,0.14487341,0.5098021,-3.0339737,3.3327527,0.7056681,-0.06684802,file13_explicitDeadline.csv,13,explicitDeadline
0.32841295,0.14169052,0.49069703,-3.3511598,3.3607008,0.64920765,-0.16424851,file149_explicitDeadline.csv,149,explicitDeadline
0.3191228,0.16752277,0.49859732,-1.8131992,1.8646944,0.6180813,-0.46605405,file47_explicitDeadline.csv,47,explicitDeadline
0.32782125,0.10159563,0.49557778,-3.1356683,3.3018978,0.6495466,0.00172731,file2_explicitDeadline.csv,2,explicitDeadline
0.2976335,0.097674035,0.390586,-3.267295,4.2173553,0.55424637,-0.101411685,file196_explicitDeadline.csv,196,explicitDeadline
0.28937113,0.15441231,0.6187959,-3.1577034,2.5012236,0.70355725,-1.1520674,file24_explicitDeadline.csv,24,explicitDeadline
0.27055523,0.1904573,0.5785606,-1.6778082,1.8893535,0.67786956,-0.23611474,file233_explicitDeadline.csv,233,explicitDeadline
0.3256213,0.12463801,0.42929307,-2.8787837,4.1671257,0.56166446,-0.1921988,file34_explicitDeadline.csv,34,explicitDeadline
0.3180444,0.16106264,0.42974374,-2.9127176,3.1576517,0.6773092,-0.2578446,file278_explicitDeadline.csv,278,explicitDeadline
0.32161927,0.07292025,0.5621996,-4.0060234,3.5914266,0.60228735,-0.024682164,file315_explicitDeadline.csv,315,explicitDeadline
0.3361436,0.16262802,0.5229272,-2.3734484,2.1748273,0.596808,-0.6334873,file298_explicitDeadline.csv,298,explicitDeadline
0.29429707,0.12471366,0.3822459,-3.2077549,4.636756,0.66129774,-0.85215265,file95_explicitDeadline.csv,95,explicitDeadline
0.29115075,0.13589317,0.43945098,-3.0370934,3.9376745,0.5912102,-0.53209734,file169_explicitDeadline.csv,169,explicitDeadline
0.3069189,0.10480751,0.4845278,-3.0300708,3.7230215,0.67371213,-0.044573225,file177_explicitDeadline.csv,177,explicitDeadline
0.34738788,0.12975112,0.45358315,-2.0509412,2.1489298,0.65856546,-0.0039406153,file70_explicitDeadline.csv,70,explicitDeadline
0.254042,0.14781392,0.4420768,-2.9999514,2.6935627,0.64403635,-0.36853695,file89_explicitDeadline.csv,89,explicitDeadline
