t0,st0,zr,v0,v1,a,alpha,file,pp,condition
0.24952337,0.08786524,0.42798778,-3.4979055,3.6087387,0.75491506,1.1554968,file66_explicitDeadline.csv,66,explicitDeadline
0.28140944,0.14240298,0.49536815,-3.1454773,3.507432,0.66044074,1.0465084,file263_explicitDeadline.csv,263,explicitDeadline
0.29090947,0.17751296,0.49041602,-2.091837,2.0275865,0.49961123,1.0995134,file202_implicitDeadline.csv,202,implicitDeadline
0.37366912,0.10891999,0.47773653,-3.034311,3.5446477,0.78609204,1.6296555,file129_acc.csv,129,acc
0.34052104,0.11392593,0.5246756,-4.7451444,4.3433642,1.1811229,1.8227367,file185_acc.csv,185,acc
0.29589626,0.1255415,0.5148291,-2.1560442,2.0776906,0.39919537,1.3525672,file279_implicitDeadline.csv,279,implicitDeadline
0.30435374,0.14573108,0.39841908,-1.3151032,1.6929287,0.36167443,1.2237434,file93_implicitDeadline.csv,93,implicitDeadline
0.34711134,0.15682839,0.5259014,-2.328653,2.6243668,0.77357835,1.6884147,file139_acc.csv,139,acc
0.2927697,0.102588736,0.63149554,-3.266206,2.2474291,0.4357553,1.1735473,file10_explicitDeadline.csv,10,explicitDeadline
0.37036476,0.14185105,0.39998758,-2.855405,3.6333368,0.6484654,1.4596908,file36_implicitDeadline.csv,36,implicitDeadline
0.26830617,0.17038679,0.39364943,-1.4269117,1.781142,0.44298574,1.160216,file42_implicitDeadline.csv,42,implicitDeadline
0.35811993,0.11264952,0.48529527,-2.2112439,1.7947518,1.3874726,1.8228331,file141_acc.csv,141,acc
0.28951862,0.110887684,0.37364602,-2.2299495,2.9797642,0.68081415,1.0099856,file155_explicitDeadline.csv,155,explicitDeadline
0.19676067,0.1875736,0.55228245,-1.6739156,1.076007,0.5863821,1.0278379,file9_explicitDeadline.csv,9,explicitDeadline
0.3080272,0.10210481,0.48964077,-2.3409007,2.2077894,0.36740255,1.3291128,file12_implicitDeadline.csv,12,implicitDeadline
0.2733653,0.11079508,0.53785044,-3.6807845,3.2282817,0.93752176,1.1055665,file281_implicitDeadline.csv,281,implicitDeadline
0.27743816,0.12025048,0.5048602,-2.078213,1.8742092,0.4698958,1.1306441,file167_implicitDeadline.csv,167,implicitDeadline
0.3528938,0.11969589,0.5066909,-3.4259968,3.2400763,0.5613061,1.5480198,file30_implicitDeadline.csv,30,implicitDeadline
0.2997131,0.11462948,0.49556178,-3.5148168,3.5767329,0.50436187,1.1725461,file182_explicitDeadline.csv,182,explicitDeadline
0.38673663,0.073535256,0.43512523,-2.939334,3.5283134,0.87526995,1.7046863,file194_acc.csv,194,acc
0.30781597,0.115174085,0.5181731,-4.1693993,3.2935872,0.6556222,1.6090971,file162_acc.csv,162,acc
0.2176758,0.13653022,0.4196716,-1.4538155,1.7010299,0.4254994,1.0298405,file45_explicitDeadline.csv,45,explicitDeadline
0.44478622,0.08249531,0.50550115,-4.4207325,3.7951179,0.8991133,1.7598516,file271_acc.csv,271,acc
0.29760003,0.1249908,0.34373692,-1.6322448,2.5059001,0.39696172,1.3209242,file156_implicitDeadline.csv,156,implicitDeadline
0.2825085,0.08317895,0.43230668,-2.99473,2.6295831,0.54597735,1.323146,file74_implicitDeadline.csv,74,implicitDeadline
0.28576714,0.13139862,0.40349528,-1.78449,2.29964,0.33838224,1.1270489,file43_explicitDeadline.csv,43,explicitDeadline
0.33549544,0.08546034,0.5322624,-3.8204184,4.0010476,0.655619,1.3718331,file121_acc.csv,121,acc
0.3368664,0.112059474,0.4698402,-1.9926627,2.4769225,0.4528088,1.5750643,file136_implicitDeadline.csv,136,implicitDeadline
0.33310363,0.08043063,0.42030653,-2.4605372,2.9093094,0.43637994,1.4774275,file107_implicitDeadline.csv,107,implicitDeadline
0.33913675,0.13700122,0.4904916,-2.576609,2.4630032,0.9202693,1.5943029,file157_acc.csv,157,acc
0.2643699,0.15766197,0.5167592,-2.029319,1.1705191,0.30981126,1.304095,file314_explicitDeadline.csv,314,explicitDeadline
0.30523175,0.0951356,0.5968932,-2.9418797,2.1077492,0.32250768,1.2888424,file234_explicitDeadline.csv,234,explicitDeadline
0.28327715,0.16563648,0.4162662,-2.6953328,3.4700975,0.7450696,1.0155069,file230_explicitDeadline.csv,230,explicitDeadline
0.383912,0.121363014,0.5060082,-3.9229612,4.1751423,1.0713499,1.6094817,file104_acc.csv,104,acc
0.29681087,0.10239562,0.5126797,-2.2643008,2.1859837,0.54411244,1.2865727,file159_implicitDeadline.csv,159,implicitDeadline
0.32274115,0.115328245,0.46642286,-2.0596082,2.303827,1.2012324,1.696026,file275_acc.csv,275,acc
0.32159066,0.12735717,0.52261937,-2.4695733,2.1786857,0.5656849,1.1130764,file200_acc.csv,200,acc
0.3156049,0.096660875,0.44281954,-2.964209,3.4180942,1.1257819,1.5190004,file64_acc.csv,64,acc
0.37765473,0.0876175,0.54100937,-2.3564043,2.4337246,1.1487981,1.7918121,file222_acc.csv,222,acc
