t0,st0,zr,v0,v1,a,alpha,file,pp,condition
0.24009407,0.13448796,0.44959185,-2.6428742,2.21688,0.44876602,-0.22367978,file117_explicitDeadline.csv,117,explicitDeadline
0.2586614,0.15110141,0.55821514,-2.5476403,1.8376125,0.61411375,-0.6366779,file254_explicitDeadline.csv,254,explicitDeadline
0.33947015,0.18449476,0.4827767,-3.4220726,3.458209,0.93797696,0.026354725,file236_acc.csv,236,acc
0.38655123,0.14412148,0.48918915,-4.588601,4.671215,0.96895295,-0.013566125,file142_acc.csv,142,acc
0.36254358,0.111914895,0.56042516,-5.000434,3.7163308,0.73527527,-0.019853648,file147_acc.csv,147,acc
0.2929124,0.17329408,0.50820434,-3.3565495,2.6381376,0.7460563,-0.052785803,file297_implicitDeadline.csv,297,implicitDeadline
0.3756314,0.13117397,0.4520864,-2.4160895,2.7185912,1.0047545,0.04033518,file210_acc.csv,210,acc
0.34040087,0.14859664,0.58528197,-3.8943892,3.1585116,0.89935887,-0.04435454,file55_implicitDeadline.csv,55,implicitDeadline
0.35020822,0.11312748,0.5077239,-3.935145,3.472061,0.45139107,-0.03749132,file100_explicitDeadline.csv,100,explicitDeadline
0.30126068,0.07729041,0.5049418,-3.808207,3.7861414,0.80591637,0.011883794,file62_acc.csv,62,acc
0.29246137,0.12604687,0.48530126,-3.7335262,3.3749638,1.3143256,0.061402135,file175_acc.csv,175,acc
0.38908145,0.1418875,0.501404,-3.08146,2.77381,0.91003907,0.038131036,file46_acc.csv,46,acc
0.3395716,0.07229557,0.59870964,-4.8162537,3.7253773,0.7947773,-0.013353204,file172_acc.csv,172,acc
0.3067825,0.124998055,0.49620226,-4.310386,3.798241,0.53567475,-0.10534308,file6_explicitDeadline.csv,6,explicitDeadline
0.2990194,0.15439516,0.5741429,-3.2776945,2.487755,0.5417664,-0.16571987,file266_explicitDeadline.csv,266,explicitDeadline
0.26782757,0.15374562,0.52490103,-2.9718442,2.3800719,0.68402267,-0.11643255,file19_implicitDeadline.csv,19,implicitDeadline
0.3384871,0.117661655,0.46167827,-3.9077349,4.10735,0.8032354,-0.013882225,file127_acc.csv,127,acc
0.3338329,0.094530895,0.42482495,-3.8271446,4.496094,1.1253513,-0.027912064,file288_acc.csv,288,acc
0.31794906,0.11493777,0.6419698,-4.86529,3.9151013,0.57264143,-0.18102616,file75_explicitDeadline.csv,75,explicitDeadline
0.3217517,0.122017674,0.5261012,-4.0797033,3.714976,0.5097578,-0.022880262,file224_explicitDeadline.csv,224,explicitDeadline
0.2511476,0.14408918,0.47354683,-2.9141,2.724683,0.5898495,-0.0717261,file151_explicitDeadline.csv,151,explicitDeadline
0.30057597,0.12853768,0.5136651,-3.0241778,2.2409973,0.50498945,0.1073268,file261_implicitDeadline.csv,261,implicitDeadline
0.3971838,0.14484209,0.4338624,-2.6599414,3.144918,1.3152899,0.012884372,file267_acc.csv,267,acc
0.28751495,0.15116553,0.4575065,-4.005347,4.635861,1.0218346,-0.70301867,file133_explicitDeadline.csv,133,explicitDeadline
0.33195797,0.08534796,0.55592775,-3.3687167,2.7967832,0.9030112,0.03951091,file58_acc.csv,58,acc
0.28612864,0.16859461,0.4875267,-3.0667012,2.6689837,0.6881812,-0.49457666,file112_explicitDeadline.csv,112,explicitDeadline
