t0,st0,zr,v0,v1,a,alpha,file,pp,condition
0.22114109,0.11271758,0.46623906,-1.3542569,1.0694491,0.40541202,1.2519715,file117_explicitDeadline.csv,117,explicitDeadline
0.22630644,0.104475155,0.5645035,-1.5121024,1.2277896,0.5386098,0.99550295,file254_explicitDeadline.csv,254,explicitDeadline
0.3368501,0.083368614,0.5017442,-2.6347182,2.4608998,0.47087064,1.7275496,file100_explicitDeadline.csv,100,explicitDeadline
0.29809168,0.11324255,0.4875944,-2.5447643,2.5005043,0.39722058,1.1775275,file6_explicitDeadline.csv,6,explicitDeadline
0.30748904,0.16032079,0.65090203,-2.1936214,1.2376124,0.3586905,1.2721825,file266_explicitDeadline.csv,266,explicitDeadline
0.3116965,0.09554818,0.60956377,-2.8240173,3.003605,0.48029083,1.4130912,file75_explicitDeadline.csv,75,explicitDeadline
0.31185246,0.10328428,0.48957598,-2.0999146,2.553187,0.41245553,1.3039589,file224_explicitDeadline.csv,224,explicitDeadline
0.24209504,0.12439271,0.43383458,-1.5877916,1.9263291,0.41657007,1.1005597,file151_explicitDeadline.csv,151,explicitDeadline
0.29686883,0.14599419,0.45413652,-2.5870154,3.0113828,0.75652003,1.1426556,file133_explicitDeadline.csv,133,explicitDeadline
0.30982977,0.15939996,0.49837926,-1.6380191,1.7017936,0.37333864,1.0527754,file112_explicitDeadline.csv,112,explicitDeadline
0.31837225,0.08003807,0.52868253,-3.3880215,2.467059,0.64593303,1.6315758,file310_explicitDeadline.csv,310,explicitDeadline
0.29994762,0.13398764,0.4954879,-1.781824,1.9850432,0.29102582,1.3925546,file240_explicitDeadline.csv,240,explicitDeadline
0.30629683,0.107467346,0.50879914,-3.5934637,4.0978045,0.62377876,1.6578745,file17_explicitDeadline.csv,17,explicitDeadline
0.26352006,0.13625251,0.6078471,-1.9456353,1.1470507,0.34236163,1.0411466,file134_explicitDeadline.csv,134,explicitDeadline
0.29370075,0.10859364,0.40644574,-3.428709,4.1074166,0.5903716,1.5999564,file198_explicitDeadline.csv,198,explicitDeadline
