RT,dark,bright
-0.7236,1,0
-0.6744,1,0
-0.7355,1,0
0.7906,0,1
0,0,1
0.4938,0,1
0.4119,0,1
-0.4835,1,0
0.6217,1,0
0.6588,0,1
-0.6165,1,0
-0.4834,1,0
0.3618,1,0
0.6138,0,1
-0.6725,1,0
0,1,0
0,1,0
-0.4275,1,0
0.5046,0,1
-0.5741,1,0
0.5375,0,1
0.6699,0,1
0.5214,0,1
0.5292,0,1
-0.5132,1,0
0.7278,1,0
0.8378,1,0
-0.6172,1,0
0.5854,0,1
0.7837,0,1
-0.6746,1,0
0.7449,1,0
0,1,0
0,1,0
0.4676,0,1
0.4547,0,1
0.5275,0,1
-0.3736,1,0
0.5216,1,0
-0.517,0,1
0.5678,0,1
-0.6774,1,0
0.5867,1,0
0.4672,0,1
-0.5678,1,0
-0.6678,1,0
-0.6678,1,0
0.7924,0,1
0,1,0
-0.4507,0,1
0.5571,0,1
0.6833,0,1
0.6309,0,1
-0.6949,0,1
0.6882,0,1
0.6196,0,1
0.5464,0,1
-0.7004,1,0
0.578,0,1
-0.5019,1,0
0.6752,1,0
-0.7158,1,0
0.6332,0,1
-0.6511,1,0
0.5127,0,1
-0.5504,1,0
0.478,1,0
-0.4662,0,1
0.4343,1,0
-0.5449,1,0
0.609,0,1
-0.7886,0,1
-0.5333,1,0
0.7009,1,0
-0.4138,0,1
0.5948,0,1
0.5523,0,1
-0.5175,1,0
-0.688,1,0
0.7324,0,1
0.6999,0,1
-0.6924,0,1
0.5676,1,0
0.5272,0,1
0.6214,0,1
-0.5545,0,1
-0.6115,1,0
-0.7673,0,1
0.4007,1,0
0.6566,1,0
-0.3884,1,0
0.5494,0,1
0.4707,0,1
0.5078,0,1
-0.5875,0,1
0.615,1,0
-0.7246,1,0
0.6276,0,1
-0.4088,1,0
0.3524,1,0
0.5451,1,0
0.6533,0,1
0.7916,1,0
-0.7162,1,0
-0.6718,1,0
0.6793,1,0
0.6687,0,1
-0.5271,1,0
0.659,0,1
0.7435,0,1
0.7037,0,1
-0.5045,0,1
-0.5595,1,0
0.6806,1,0
-0.5949,1,0
-0.5938,1,0
0.7547,0,1
0,0,1
-0.6392,1,0
-0.434,1,0
-0.5497,1,0
0.6714,1,0
-0.468,0,1
0.5211,0,1
0.7586,0,1
0,1,0
-0.6592,1,0
0.3889,0,1
-0.5919,0,1
-0.5514,1,0
0.7205,1,0
0.6171,0,1
-0.6686,1,0
-0.704,1,0
-0.4912,1,0
0.4665,0,1
-0.6656,1,0
-0.5425,0,1
0.8003,0,1
0.5744,0,1
-0.668,0,1
0.6961,0,1
0.5085,0,1
0.53,0,1
-0.6302,0,1
0.6415,1,0
0.5948,0,1
-0.5727,1,0
-0.7076,1,0
-0.8501,1,0
0.5404,0,1
-0.5665,1,0
-0.5138,0,1
-0.562,1,0
0.5153,1,0
-0.485,0,1
-0.5336,1,0
-0.6177,1,0
0.5907,0,1
-0.6086,0,1
-0.5698,1,0
-0.7231,1,0
0.5502,0,1
-0.5445,0,1
0.5897,0,1
-0.6615,1,0
-0.6022,1,0
0.6843,0,1
-0.6013,0,1
-0.6501,0,1
-0.6847,1,0
-0.7714,0,1
-0.6332,0,1
0.6706,0,1
0.7857,0,1
-0.4343,1,0
-0.4431,1,0
-0.5439,1,0
-0.5009,0,1
-0.4175,0,1
0.3832,0,1
-0.5007,0,1
0.3731,1,0
-0.508,1,0
0.5013,0,1
-0.4345,1,0
-0.4326,1,0
-0.4124,1,0
0.4363,0,1
-0.4007,1,0
-0.3527,1,0
-0.5677,1,0
-0.5346,1,0
-0.4538,0,1
-0.5016,1,0
0.6171,0,1
-0.3745,0,1
-0.5006,0,1
-0.351,1,0
-0.5508,1,0
-0.5039,1,0
-0.634,1,0
0.6337,0,1
0.5348,0,1
-0.461,1,0
-0.5086,1,0
-0.6512,1,0
0.5222,1,0
0.776,0,1
0.5166,0,1
0.6341,0,1
-0.4554,1,0
0.7122,1,0
0.5456,0,1
0,0,1
0.559,1,0
-0.4409,1,0
-0.6447,0,1
0.7025,1,0
-0.6438,1,0
0.5798,1,0
-0.417,0,1
-0.4431,1,0
-0.5619,0,1
0.4328,0,1
0.5143,0,1
0.5508,0,1
0.433,0,1
0.4705,0,1
0.6134,0,1
0.5679,0,1
-0.6435,1,0
0.5534,0,1
-0.5622,1,0
0.718,1,0
-0.6001,1,0
0.655,0,1
-0.6692,1,0
-0.5596,0,1
0.7733,1,0
0.5018,1,0
0.684,0,1
0.6666,1,0
0.6,1,0
0.5228,0,1
0.5665,0,1
-0.627,1,0
-0.4317,1,0
0.5129,0,1
-0.5666,0,1
0.579,0,1
-0.6069,1,0
-0.4681,1,0
0.5623,0,1
0.634,0,1
0.7172,0,1
0.7134,1,0
0.6372,0,1
-0.6998,0,1
-0.807,0,1
0,1,0
0.5284,0,1
-0.3441,1,0
0.4097,1,0
0.5236,1,0
-0.4169,0,1
0.4433,0,1
0.464,0,1
-0.4005,1,0
0.5194,0,1
0.5673,1,0
0.5094,1,0
-0.5505,1,0
0.5333,0,1
-0.5899,1,0
0.5157,1,0
0.6398,1,0
-0.4752,1,0
-0.4885,0,1
0.5096,1,0
-0.5268,0,1
0.5707,0,1
-0.5416,0,1
-0.5179,0,1
-0.4068,1,0
-0.4795,1,0
-0.4834,1,0
0.5888,1,0
0.5967,0,1
0.7042,0,1
-0.6335,1,0
-0.5536,1,0
-0.4828,1,0
0.578,1,0
0.7352,0,1
0.6512,0,1
-0.5581,0,1
-0.4282,1,0
-0.6557,1,0
0.5004,0,1
-0.8498,0,1
-0.6667,1,0
-0.7544,1,0
0.6015,0,1
-0.6178,1,0
-0.7664,1,0
-0.6185,1,0
-0.5539,0,1
0.3874,1,0
-0.5617,0,1
-0.6451,0,1
0.574,0,1
-0.5223,0,1
0.6627,0,1
-0.7015,0,1
-0.6582,0,1
0.6745,0,1
-0.5336,1,0
-0.7164,0,1
0.7158,1,0
-0.6558,1,0
-0.4996,1,0
0.6971,0,1
-0.4776,1,0
-0.6441,0,1
-0.4917,1,0
-0.6162,1,0
0.7661,0,1
-0.6836,1,0
-0.5396,1,0
-0.8342,0,1
-0.644,0,1
-0.7297,1,0
-0.5447,1,0
0.526,0,1
-0.6845,0,1
0.479,0,1
-0.5815,1,0
-0.6669,1,0
-0.5936,0,1
0.653,0,1
-0.669,0,1
-0.7518,1,0
0.6326,0,1
0.6325,0,1
-0.4366,0,1
0,1,0
0.6007,0,1
