RT,dark,bright
-0.604,1,0
0,1,0
-0.728,1,0
0,0,1
0.839,0,1
0.538,0,1
0.669,0,1
-0.607,1,0
0.769,1,0
0.567,0,1
-0.852,1,0
-0.771,1,0
-0.484,1,0
0.568,0,1
0.805,1,0
0.618,1,0
-0.502,1,0
-0.42,1,0
0.572,0,1
0.721,1,0
0.521,0,1
0.684,0,1
0.67,0,1
0.635,0,1
-0.536,1,0
0,1,0
-0.404,1,0
-0.517,1,0
-0.652,0,1
-0.519,0,1
0,1,0
-0.554,1,0
-0.603,1,0
-0.554,1,0
0,0,1
0.666,0,1
0.504,0,1
-0.585,1,0
0.503,1,0
0.602,0,1
0.537,0,1
0.499,1,0
0.549,1,0
0.486,0,1
-0.622,1,0
-0.554,1,0
-0.62,1,0
0.607,0,1
-0.735,1,0
0.62,0,1
0.587,0,1
0.534,0,1
0.552,0,1
0.548,0,1
0.514,0,1
0.494,0,1
0.402,0,1
-0.47,1,0
-0.752,0,1
0.671,1,0
0.686,1,0
0,1,0
0.743,0,1
-0.675,1,0
0,0,1
-0.505,1,0
-0.486,1,0
0.688,0,1
0.769,1,0
-0.62,1,0
0.569,0,1
-0.449,0,1
0,1,0
0.585,1,0
0.583,0,1
0.702,0,1
0.637,0,1
0.784,1,0
-0.553,1,0
0.602,0,1
0.584,0,1
0,0,1
0.52,1,0
0.603,0,1
0.536,0,1
0.523,0,1
-0.703,1,0
0.671,0,1
0,1,0
0.654,1,0
0.602,1,0
0.537,0,1
0.653,0,1
0.588,0,1
0.637,0,1
0.686,1,0
0.657,1,0
0,0,1
0.556,1,0
0.62,1,0
0.669,1,0
0.47,0,1
0.572,1,0
0.636,1,0
0.523,1,0
0.64,1,0
0.536,0,1
-0.854,1,0
0.535,0,1
0.538,0,1
0.587,0,1
0.62,0,1
0.635,1,0
0.753,1,0
0.805,1,0
0.603,1,0
0.605,0,1
0.57,0,1
0.737,1,0
0.755,1,0
0,1,0
0,1,0
0.532,0,1
0.519,0,1
0.604,0,1
0,1,0
0.683,1,0
0.651,0,1
0.704,0,1
0.771,1,0
-0.432,1,0
0.569,0,1
0.688,1,0
-0.419,1,0
-0.671,1,0
0.77,0,1
0.652,1,0
-0.423,0,1
0.654,0,1
0.534,0,1
0.616,0,1
0.569,0,1
0.653,0,1
0.553,0,1
0.555,0,1
0.62,1,0
0.597,0,1
-0.518,1,0
-0.735,1,0
-0.687,1,0
-0.805,0,1
-0.534,1,0
0.771,0,1
-0.619,1,0
-0.667,1,0
-0.604,0,1
-0.571,1,0
-0.52,1,0
0,0,1
-0.786,0,1
0,1,0
-0.703,1,0
0,0,1
-0.687,0,1
-0.621,0,1
-0.553,1,0
-0.519,1,0
0.702,0,1
-0.404,0,1
-0.538,0,1
-0.454,1,0
-0.402,0,1
-0.455,0,1
-0.437,0,1
-0.537,1,0
-0.453,0,1
-0.501,1,0
-0.535,1,0
-0.503,1,0
-0.583,0,1
-0.526,0,1
-0.453,0,1
-0.487,0,1
-0.472,1,0
-0.531,1,0
-0.447,0,1
-0.419,1,0
-0.452,1,0
-0.438,1,0
-0.468,0,1
-0.441,1,0
-0.486,1,0
-0.535,1,0
-0.555,1,0
-0.555,0,1
-0.521,1,0
-0.62,0,1
-0.489,0,1
-0.523,0,1
-0.553,0,1
-0.584,1,0
-0.57,1,0
-0.503,1,0
-0.616,1,0
-0.52,0,1
0.57,0,1
-0.787,1,0
-0.488,1,0
-0.487,1,0
-0.501,1,0
-0.535,0,1
0.568,0,1
-0.692,0,1
-0.618,1,0
-0.52,1,0
0.754,0,1
-0.567,0,1
-0.472,1,0
-0.652,1,0
-0.687,0,1
-0.555,1,0
-0.567,1,0
-0.587,1,0
-0.552,0,1
-0.453,1,0
-0.504,0,1
-0.479,0,1
-0.606,0,1
-0.587,0,1
0.752,0,1
-0.749,0,1
-0.785,0,1
-0.54,0,1
0,1,0
0.705,0,1
0,1,0
-0.469,1,0
-0.604,1,0
-0.519,0,1
-0.621,1,0
-0.452,0,1
-0.57,1,0
-0.42,1,0
-0.486,0,1
-0.485,1,0
0.703,1,0
0.623,0,1
0.703,0,1
0.67,1,0
-0.729,1,0
0.638,0,1
-0.753,0,1
0.82,0,1
-0.655,1,0
-0.657,1,0
0.703,0,1
0.821,0,1
0.538,0,1
-0.802,1,0
0.592,0,1
0.585,0,1
0.504,0,1
0.847,1,0
0.569,0,1
-0.535,1,0
0.77,1,0
0.555,1,0
0.597,0,1
0.583,0,1
0.653,0,1
0.586,0,1
0.72,1,0
0,1,0
0.687,0,1
0.843,1,0
0.669,1,0
0,1,0
-0.854,0,1
-0.854,1,0
-0.72,1,0
0,1,0
-0.521,1,0
0.67,0,1
-0.671,1,0
0.665,0,1
0.704,0,1
0,0,1
0.821,0,1
0.637,1,0
-0.454,1,0
-0.452,1,0
-0.576,1,0
0.634,0,1
0.685,0,1
-0.604,1,0
-0.77,1,0
0.724,1,0
0.721,1,0
0.588,0,1
0.689,0,1
0.588,0,1
0.769,1,0
-0.725,1,0
0.585,0,1
0.726,0,1
-0.723,1,0
-0.587,1,0
0.616,0,1
0.751,1,0
-0.686,1,0
0.679,1,0
0.785,0,1
-0.67,1,0
0.804,0,1
-0.769,0,1
0.802,0,1
0,0,1
0.52,0,1
-0.66,0,1
0.622,0,1
0.803,0,1
-0.47,1,0
-0.521,0,1
-0.535,1,0
-0.851,1,0
-0.738,1,0
0,0,1
-0.669,1,0
0,0,1
0,1,0
-0.642,1,0
-0.459,0,1
-0.52,1,0
-0.487,1,0
-0.538,0,1
-0.57,0,1
-0.651,1,0
-0.554,1,0
-0.452,0,1
-0.47,0,1
-0.487,0,1
-0.505,1,0
-0.571,1,0
0.651,0,1
-0.533,0,1
-0.619,0,1
-0.52,1,0
-0.534,0,1
-0.721,0,1
0,0,1
-0.484,1,0
0.704,0,1
