RT,dark,bright
0.5567,1,0
-0.7374,1,0
-0.6467,1,0
-0.6368,0,1
0,0,1
-0.4964,0,1
0.608,0,1
0.5013,1,0
-0.5979,1,0
-0.5094,0,1
-0.5966,1,0
-0.6522,1,0
-0.6789,1,0
0.6456,0,1
-0.5337,1,0
0.768,1,0
-0.5797,1,0
-0.5604,1,0
-0.5558,0,1
0.6251,1,0
0.6129,0,1
-0.7597,0,1
-0.653,0,1
0.6455,0,1
-0.6087,1,0
0,1,0
-0.4773,1,0
0.6185,1,0
0.5494,0,1
0.4679,0,1
-0.6706,1,0
-0.7072,1,0
-0.5477,1,0
-0.7155,1,0
-0.5314,0,1
-0.6328,0,1
-0.6342,0,1
-0.4497,1,0
-0.6309,1,0
-0.5841,0,1
-0.544,0,1
-0.4515,1,0
-0.4446,1,0
0.6096,0,1
-0.6702,1,0
0.7525,1,0
-0.6365,1,0
0,0,1
-0.369,1,0
0.5331,0,1
0.5452,0,1
0.5033,0,1
0.6607,0,1
0.7002,0,1
0.5604,0,1
0.712,0,1
0.5168,0,1
-0.6304,1,0
0.5402,0,1
0.6201,1,0
0.5927,1,0
-0.6376,1,0
0.6714,0,1
0.5687,1,0
0.5897,0,1
0.5906,1,0
0.5736,1,0
0.7285,0,1
0.7342,1,0
0,1,0
0.6918,0,1
0.548,0,1
0.5307,1,0
-0.4747,1,0
0.5372,0,1
0.4947,0,1
0.4589,0,1
0.5209,1,0
-0.6547,1,0
0.473,0,1
0.611,0,1
0.3981,0,1
-0.5755,1,0
0.3718,0,1
-0.3699,0,1
-0.438,0,1
0.5,1,0
-0.5614,0,1
-0.6306,1,0
-0.5647,1,0
0.4795,0,1
0.489,0,1
0.5156,0,1
-0.5082,0,1
-0.6449,1,0
-0.5874,1,0
0.5608,0,1
-0.541,1,0
-0.627,1,0
-0.5408,1,0
0.6197,0,1
0.5663,1,0
-0.5553,1,0
-0.5109,1,0
-0.4533,1,0
0,0,1
0.5276,1,0
0.5378,0,1
0.5988,0,1
0.5571,0,1
0.4858,0,1
-0.5863,1,0
0.6922,1,0
0.5768,1,0
0.7321,1,0
0.5867,0,1
0,0,1
0.5688,1,0
0.4862,1,0
0.5474,1,0
-0.5114,1,0
0.6502,0,1
0.5404,0,1
0.715,0,1
0.4648,1,0
-0.5463,1,0
0.5734,0,1
0.462,0,1
-0.4611,1,0
-0.4695,1,0
0.4569,0,1
-0.5162,1,0
-0.4991,1,0
-0.4791,1,0
0.3817,0,1
-0.6979,1,0
0.5517,0,1
-0.4519,0,1
-0.4975,0,1
0.4483,0,1
0.4667,0,1
0.6188,0,1
0.6904,0,1
-0.5522,0,1
-0.525,1,0
-0.519,0,1
-0.5953,1,0
-0.4636,1,0
-0.444,1,0
0.3922,0,1
0.412,1,0
-0.5131,0,1
-0.4961,1,0
-0.4677,1,0
-0.4524,0,1
-0.7132,1,0
0.4903,1,0
0.6164,0,1
0.4887,0,1
0.5721,1,0
0.6046,1,0
0.5669,0,1
0.4606,0,1
0.5841,0,1
0.5576,1,0
0.8022,1,0
0.5481,0,1
0.6926,0,1
0.474,0,1
-0.5007,1,0
-0.3872,0,1
0.5532,0,1
0.5216,0,1
-0.6457,1,0
-0.4994,0,1
0.67,1,0
-0.5727,1,0
0.6529,1,0
0.4892,0,1
-0.4455,0,1
0.4396,0,1
0.4725,0,1
0.4061,1,0
-0.6532,1,0
0.3664,0,1
-0.5096,1,0
-0.4658,1,0
-0.4753,1,0
0.446,0,1
-0.5252,1,0
0.4071,1,0
0.595,1,0
-0.4915,1,0
-0.5324,0,1
-0.5181,1,0
-0.4458,0,1
0.5075,0,1
0.5342,0,1
0.5516,0,1
-0.5472,1,0
0.615,1,0
-0.612,1,0
-0.6611,1,0
0.489,0,1
-0.6494,0,1
-0.5001,1,0
-0.5281,1,0
-0.4959,1,0
-0.7782,1,0
0.7,0,1
0.4595,0,1
-0.5312,0,1
-0.6164,1,0
-0.6979,1,0
0.5373,0,1
0.589,0,1
-0.5259,1,0
-0.5325,1,0
0.6662,0,1
-0.5409,1,0
-0.4419,1,0
-0.564,1,0
0.5837,0,1
-0.6681,1,0
-0.5006,0,1
-0.4423,0,1
-0.4529,0,1
-0.3869,0,1
