RT,dark,bright
-0.6857,1,0
-0.9662,1,0
-1.0549,1,0
0.6161,0,1
0.853,0,1
0.7215,0,1
-0.6879,0,1
-0.8175,1,0
-0.7383,1,0
0.624,0,1
-0.8012,1,0
-1.0375,1,0
-1.0213,1,0
0.7177,0,1
0.6166,1,0
0.5682,1,0
-0.9253,1,0
0.7245,1,0
0.7185,0,1
0.9419,1,0
-1.0406,0,1
1.3037,0,1
0.8889,0,1
0.5835,0,1
-0.8991,1,0
1.1875,1,0
-1.4546,1,0
0.824,1,0
0.9347,0,1
1.0395,0,1
-0.706,1,0
-0.9659,1,0
-1.1854,1,0
-1.233,1,0
1.0666,0,1
0.7061,0,1
1.721,0,1
-0.8374,1,0
-1.1497,1,0
0.8167,0,1
0.6999,0,1
-0.6666,1,0
-0.7836,1,0
1.6221,0,1
-0.7661,1,0
-1.0084,1,0
-0.8856,1,0
0.7703,0,1
-1.192,1,0
0.7539,0,1
0.9489,0,1
0.6693,0,1
0.8527,0,1
0.7158,0,1
0.5651,0,1
0.5654,0,1
0.6744,0,1
-0.7309,1,0
0.6719,0,1
-0.789,1,0
1.1039,1,0
-0.7227,1,0
-0.5339,0,1
-0.5705,1,0
0.8325,0,1
-0.539,1,0
-0.6513,1,0
0.8141,0,1
-1.5162,1,0
0.9243,1,0
0.8571,0,1
0.8258,0,1
0.658,1,0
0.9522,1,0
0.7168,0,1
1.2609,0,1
0.8519,0,1
-0.6057,1,0
0.8704,1,0
0.7492,0,1
0.7535,0,1
0.82,0,1
-0.8578,1,0
1.0531,0,1
0.6361,0,1
0.8936,0,1
-0.8896,1,0
0.7052,0,1
0.6531,1,0
-0.7279,1,0
0.9581,1,0
0.6399,0,1
0.7652,0,1
0.6697,0,1
-0.6783,0,1
-0.7897,1,0
-0.6329,1,0
-0.6734,0,1
0.7054,1,0
-1.3206,1,0
-1.1513,1,0
0.6943,0,1
-0.756,1,0
-1.1042,1,0
-0.763,1,0
-1.3053,1,0
0.904,0,1
-1.2738,1,0
1.052,0,1
1.0553,0,1
0.7742,0,1
0.6162,0,1
-1.1456,1,0
-0.7387,1,0
-1.4087,1,0
-0.6271,1,0
0.7195,0,1
0.8794,0,1
-0.653,1,0
-0.7633,1,0
-0.5763,1,0
-0.6038,1,0
0.7205,0,1
0.7799,0,1
0.9562,0,1
-0.76,1,0
0.6525,1,0
0.5997,0,1
0.7625,0,1
-1.2209,1,0
0.7376,1,0
0.6726,0,1
1.2526,1,0
-0.8554,1,0
-0.7566,1,0
1.4843,0,1
-0.7125,1,0
-1.2489,0,1
-0.7883,0,1
0.8652,0,1
0.9864,0,1
-1.0645,0,1
1.0902,0,1
-1.2176,0,1
0.8825,0,1
-0.7611,1,0
0.789,0,1
-0.9928,1,0
-0.9117,1,0
1.0684,1,0
0.954,0,1
-0.6165,1,0
0.7904,0,1
-0.6859,1,0
-1.4735,1,0
1.3038,0,1
-0.7665,1,0
-1.2409,1,0
0.7832,0,1
0.8843,0,1
-0.7862,1,0
-0.7029,1,0
1.8244,0,1
1.069,0,1
-0.7807,0,1
-0.9158,1,0
1.7157,1,0
0.9067,0,1
0.9071,0,1
0.6657,0,1
-1.4231,1,0
1.3164,0,1
0.7912,0,1
0.7152,0,1
-0.7173,1,0
0.8174,0,1
-0.4829,1,0
-0.6029,1,0
-0.6472,1,0
-0.8395,0,1
1.3241,0,1
0.6888,0,1
0.6863,0,1
-0.4887,1,0
-0.7354,1,0
0.6659,0,1
0.6842,1,0
-1.4994,1,0
-1.2525,1,0
0.8325,0,1
-0.8523,1,0
-0.6502,1,0
-1.3205,1,0
1.4148,1,0
1.169,0,1
-1.2667,1,0
1.1652,0,1
-0.9333,0,1
1.3722,0,1
-0.8339,1,0
-1.3678,1,0
-0.7995,1,0
-0.717,1,0
1.1657,0,1
-0.7475,0,1
-0.7839,1,0
-0.7981,1,0
-0.7674,1,0
-1.0154,1,0
0.9415,0,1
0.8651,0,1
1.13,0,1
-0.8667,1,0
-1.2589,1,0
0.6005,0,1
1.0872,0,1
1.3559,1,0
-1.3495,1,0
0.8482,0,1
1.0503,1,0
-1.1845,1,0
-0.9154,1,0
1.5076,0,1
-1.3557,1,0
1.0141,0,1
1.7586,0,1
1.1871,0,1
0.9683,0,1
0.9344,0,1
1.1005,0,1
0.5741,0,1
0.6634,0,1
-1.0977,1,0
0.99,0,1
-0.8541,1,0
-0.7606,1,0
-0.7669,1,0
1.3341,0,1
1.9316,1,0
1.3069,1,0
1.8977,1,0
0.6859,0,1
-0.6692,1,0
0.8557,1,0
0.8031,0,1
1.1699,0,1
1.765,1,0
-0.7148,1,0
0.8183,0,1
-1.2938,0,1
1.1667,0,1
-0.8469,1,0
-0.7332,1,0
0.9545,0,1
0.9347,0,1
0.75,0,1
-1.2069,1,0
0.6883,0,1
0.8415,0,1
0.6726,0,1
0.7682,1,0
1.0338,0,1
-0.8122,1,0
-1.05,1,0
0.8669,1,0
0.9338,0,1
0.9172,0,1
0.7841,0,1
0.6525,0,1
-0.7819,1,0
1.7704,1,0
0.9017,0,1
-0.799,1,0
-0.5344,1,0
-0.7648,1,0
0.6324,0,1
-0.6505,1,0
-0.5256,1,0
-0.5493,1,0
-0.6202,1,0
0.9843,0,1
-1.3165,1,0
-0.634,0,1
0.9997,0,1
0.8327,0,1
0.6981,0,1
-1.3156,1,0
-1.335,1,0
-0.6336,1,0
-1.0988,1,0
0.6855,0,1
0.8784,0,1
1.3157,1,0
-0.8864,1,0
-0.677,1,0
0.8886,0,1
0.7158,0,1
0.7519,0,1
1.4879,1,0
1.3684,1,0
0.7696,0,1
-1.5647,0,1
-0.9859,1,0
-0.797,1,0
0.7425,0,1
-1.0323,1,0
-0.6191,1,0
-0.7566,1,0
0.8011,0,1
-1.3349,1,0
0.9205,0,1
0.8231,0,1
0.7479,0,1
0.706,0,1
0.7387,0,1
0.9498,0,1
0.6397,0,1
0.6486,0,1
0.7083,1,0
1.0347,0,1
-0.6826,1,0
1.4888,1,0
1.4168,1,0
0.7985,0,1
-0.7547,1,0
0.999,0,1
-1.2032,1,0
-1.7162,1,0
1.0288,0,1
-0.7107,1,0
-1.3222,1,0
0.8541,0,1
0.9209,0,1
-0.6565,1,0
-0.7664,1,0
1.2027,0,1
1.1341,0,1
0.9201,0,1
-0.7872,1,0
-0.7554,1,0
0.7991,0,1
1.1138,0,1
0.9844,0,1
0.9676,1,0
0.9674,0,1
0.9893,0,1
1.2857,0,1
-1.2689,1,0
1.0672,0,1
