RT,dark,bright
-0.807,1,0
0,1,0
0.658,1,0
-0.523,0,1
0.761,0,1
0.658,0,1
0.658,0,1
0.84,1,0
0,1,0
-0.763,0,1
-0.675,1,0
0.565,1,0
0,1,0
0.733,0,1
-0.458,1,0
0.509,1,0
0.656,1,0
0.609,1,0
0.614,0,1
0.692,1,0
0.609,0,1
0.674,0,1
-0.577,0,1
0.663,0,1
0,1,0
-0.791,1,0
0,1,0
0.778,1,0
0,0,1
0.742,0,1
-0.616,1,0
-0.775,1,0
-0.766,1,0
-0.825,1,0
0.645,0,1
0.58,0,1
0.775,0,1
0,1,0
-0.851,1,0
0.677,0,1
0,0,1
-0.74,1,0
-0.556,1,0
-0.784,0,1
-0.691,1,0
0.565,1,0
-0.672,1,0
0.643,0,1
-0.758,1,0
-0.708,0,1
-0.766,0,1
0.796,0,1
0.78,0,1
0.614,0,1
0.695,0,1
-0.583,0,1
0.592,0,1
-0.458,1,0
-0.631,0,1
0.509,1,0
-0.715,1,0
-0.776,1,0
0.73,0,1
-0.71,1,0
0.743,0,1
0.758,1,0
-0.863,1,0
0.542,0,1
0.569,1,0
-0.591,1,0
0.574,0,1
-0.558,0,1
-0.558,1,0
-0.759,1,0
0.75,0,1
0.864,0,1
-0.662,0,1
0,1,0
-0.697,1,0
0.65,0,1
-0.661,0,1
-0.8,0,1
-0.85,1,0
0.474,0,1
0.796,0,1
-0.769,0,1
-0.691,1,0
0.724,0,1
0.743,1,0
-0.592,1,0
0.687,1,0
-0.642,0,1
0,0,1
0.729,0,1
-0.859,0,1
0,1,0
-0.726,1,0
0.676,0,1
-0.76,1,0
0.743,1,0
0.601,1,0
0.667,0,1
0.684,1,0
-0.643,1,0
-0.611,1,0
0.659,1,0
0,0,1
0.7,1,0
0,0,1
0.743,0,1
-0.681,0,1
0.692,0,1
0.461,1,0
0.669,1,0
-0.633,1,0
0.657,1,0
0.633,0,1
-0.61,0,1
0.618,1,0
0.675,1,0
-0.567,1,0
0.846,1,0
0.595,0,1
0.447,0,1
0.559,0,1
0.58,1,0
-0.526,1,0
0.559,0,1
0.559,0,1
-0.617,1,0
0.608,1,0
0.71,0,1
0,1,0
0.61,1,0
-0.612,1,0
0.648,0,1
-0.742,1,0
0.699,0,1
-0.653,0,1
0.696,0,1
-0.636,0,1
-0.597,0,1
0.546,0,1
-0.594,1,0
0.709,0,1
0.512,1,0
0.799,1,0
0.594,1,0
0.735,0,1
0.693,1,0
-0.775,0,1
-0.81,1,0
0.744,1,0
0.564,0,1
-0.697,1,0
-0.766,1,0
0.751,0,1
-0.727,0,1
0.791,1,0
-0.745,1,0
0.703,0,1
-0.63,0,1
-0.76,0,1
-0.602,1,0
-0.767,1,0
-0.629,0,1
0.735,0,1
-0.678,0,1
0,1,0
-0.842,0,1
0.716,0,1
-0.859,0,1
0.621,1,0
0.677,0,1
-0.686,1,0
0.492,1,0
-0.629,1,0
0.641,0,1
-0.461,0,1
0.483,0,1
0.659,1,0
-0.685,1,0
0.669,0,1
0.724,1,0
-0.792,1,0
-0.751,1,0
0.728,0,1
-0.695,1,0
0.718,1,0
0.828,1,0
-0.626,1,0
0.469,0,1
-0.576,1,0
-0.726,0,1
0.702,0,1
0.478,0,1
0.642,0,1
-0.611,1,0
0.528,1,0
-0.594,1,0
-0.744,1,0
0.73,0,1
-0.577,0,1
-0.852,1,0
0.681,1,0
0.643,1,0
-0.617,1,0
0.736,0,1
0.608,0,1
0.634,0,1
-0.725,1,0
0.866,1,0
0.792,0,1
0.826,0,1
-0.693,1,0
-0.836,1,0
0.859,0,1
0,1,0
-0.709,1,0
0.76,1,0
0.683,0,1
-0.63,1,0
0.611,0,1
0.576,0,1
0.691,0,1
-0.616,0,1
0.695,0,1
0.634,0,1
0.718,0,1
-0.637,0,1
-0.581,1,0
-0.527,0,1
0.606,1,0
0.702,1,0
-0.77,1,0
0,0,1
-0.627,1,0
0.765,1,0
-0.627,1,0
0.515,0,1
-0.449,1,0
0.581,1,0
0.618,0,1
0.717,0,1
-0.597,1,0
0.751,0,1
0.464,0,1
0.632,0,1
-0.667,1,0
0.603,1,0
0.626,0,1
0.484,0,1
0.496,0,1
0.669,1,0
