RT,dark,bright
-0.850900001,1,0
-0.7277,1,0
-0.7049,1,0
0.8669,0,1
0.775700001,0,1
0.6275,0,1
0.8053,0,1
-0.7811,1,0
-0.9151,1,0
0.9041,0,1
-0.9795,1,0
-0.5888,1,0
-0.9878,1,0
0.6565,0,1
-1.1658,1,0
-0.9958,1,0
-0.6852,1,0
0.799400001,1,0
0.689,0,1
0.993700001,0,1
0.8097,0,1
0.6753,0,1
0.6435,0,1
1.3673,1,0
-1.035900001,1,0
-0.6165,1,0
0.918099999,0,1
0.7606,0,1
-0.9425,1,0
-0.773599999,1,0
-0.927900001,1,0
-0.6521,0,1
-1.019299999,0,1
0.8001,0,1
-0.7639,1,0
-1.022599999,1,0
0.9141,0,1
0.760400001,0,1
-0.6222,1,0
1.202,1,0
0.9066,0,1
-0.846599999,1,0
-0.6354,1,0
-0.6369,1,0
0.719900001,0,1
-1.1008,1,0
0.8775,0,1
0.7352,0,1
0.5756,0,1
0.5007,0,1
0.441,0,1
0.6067,0,1
0.8812,0,1
0.6343,0,1
-0.5992,1,0
1.2259,0,1
-0.751700001,1,0
-0.5355,1,0
-0.4996,1,0
0.6748,0,1
1.159799999,1,0
1.0312,0,1
-0.7578,1,0
-0.7125,1,0
-0.729700001,0,1
1.228900001,0,1
1.0896,1,0
-0.4861,0,1
0.8828,0,1
-0.666799999,1,0
-0.7916,1,0
0.7695,0,1
0.7065,0,1
1.0615,0,1
-0.638,1,0
0.7719,0,1
0.6767,0,1
0.6019,0,1
-1.055099999,1,0
-0.5077,0,1
0.715299999,1,0
-0.9476,1,0
-0.5266,1,0
0.6346,0,1
-0.458400001,0,1
1.1502,0,1
0.798299999,0,1
-0.4827,1,0
0.867700001,1,0
0.6596,0,1
-0.476700001,1,0
-0.515099999,1,0
0.6143,1,0
0.6505,0,1
-0.4922,1,0
-0.5669,1,0
-0.66,1,0
-0.6544,1,0
0.9958,0,1
-0.9012,1,0
0.6885,0,1
0.623799999,0,1
0.4772,0,1
-0.7149,1,0
-0.792299999,1,0
0.606900001,1,0
-0.6579,1,0
-1.098200001,0,1
1.1568,0,1
-0.8667,1,0
-0.6342,1,0
-0.6995,1,0
-0.4825,1,0
0.581599999,0,1
0.5733,0,1
-0.5862,0,1
-1.0329,1,0
0.4923,1,0
0.6279,0,1
-0.638599999,0,1
-0.5716,1,0
1.166599999,1,0
0.5163,0,1
-0.756900001,1,0
-0.6855,1,0
-0.7407,0,1
-0.7887,1,0
0.9707,0,1
0.5932,0,1
0.5955,0,1
0.4831,0,1
0.485599999,0,1
0.435900001,0,1
0.453599999,0,1
0.421200001,0,1
-0.714799999,1,0
0.459599999,0,1
-0.8807,1,0
0.675099999,1,0
0.763,1,0
0.7058,0,1
-0.530900001,1,0
0.5367,0,1
-0.6358,1,0
-0.6195,1,0
0.905700001,0,1
0.7529,1,0
-0.5931,1,0
0.663099999,0,1
-0.6436,0,1
0.8025,1,0
-1.3117,1,0
0.7078,0,1
-1.168,0,1
0.8733,0,1
-0.6368,1,0
0.8312,1,0
0.5741,0,1
0.7043,0,1
-0.7643,0,1
-0.571599999,1,0
0.9375,0,1
-0.6421,1,0
0.7095,0,1
-0.7259,1,0
-0.566,1,0
-0.827,1,0
0.5793,0,1
0.594,0,1
0.4928,0,1
0.5171,0,1
-0.5128,1,0
0.5915,1,0
0.7801,0,1
-0.5729,1,0
-0.6909,1,0
-0.8102,1,0
0.4333,0,1
-0.6427,1,0
-0.7795,1,0
-0.6192,1,0
-0.666,1,0
-0.774200001,0,1
-0.7601,1,0
-0.7601,0,1
-0.9324,0,1
-0.6871,0,1
-0.8106,0,1
-0.9485,1,0
-0.8845,1,0
-0.5583,1,0
-0.4978,1,0
0.986400001,0,1
-0.7408,0,1
-0.7938,1,0
-0.910400001,1,0
-0.86,1,0
-0.5249,1,0
0.6386,0,1
0.6634,0,1
0.570099999,0,1
-0.5648,1,0
-0.647099999,1,0
0.5988,0,1
0.946400001,0,1
-0.6675,1,0
-0.7261,1,0
0.53,0,1
-0.6546,1,0
-0.6505,1,0
-0.6742,1,0
0.5841,0,1
-0.4687,1,0
-0.626,0,1
0.441,0,1
0.602700001,0,1
0.4418,0,1
0.4421,0,1
1.0265,0,1
0.4824,0,1
0.4634,0,1
-0.5709,1,0
0.438599999,0,1
-0.7049,1,0
-0.5884,1,0
0.584900001,0,1
-0.9473,1,0
0.6883,0,1
-0.6065,1,0
-0.5678,0,1
-0.739900001,1,0
0.6152,1,0
0.7058,0,1
0.548,0,1
0.6103,1,0
-0.4907,1,0
-0.5622,0,1
0.8524,0,1
0.454400001,0,1
0.4828,1,0
-0.542299999,1,0
0.591599999,0,1
0.5269,0,1
0.5674,0,1
0.7934,1,0
0.514,0,1
0.564,0,1
0.7265,0,1
0.6835,0,1
1.095,1,0
0.779400001,1,0
0.7278,0,1
0.5283,0,1
0.541,0,1
0.624599999,0,1
0.542099999,1,0
1.1333,1,0
0.580200001,0,1
-0.6672,1,0
-0.495900001,1,0
-0.5283,1,0
0.578,0,1
-0.807799999,1,0
-0.676700001,1,0
-0.6912,1,0
-0.457599999,1,0
0.749099999,0,1
0.7905,1,0
1.169799999,0,1
0.515200001,0,1
0.5255,0,1
0.435,0,1
-0.536799999,1,0
-0.5395,1,0
-0.7587,1,0
0.9072,1,0
-0.616400001,0,1
0.6245,0,1
1.132299999,1,0
-0.7975,1,0
1.317099999,1,0
-0.8623,1,0
0.632400001,0,1
0.7767,0,1
0.618099999,0,1
-0.5927,1,0
-0.7573,1,0
0.897400001,0,1
-0.5935,0,1
-0.6518,1,0
-1.046400001,1,0
0.5866,0,1
-0.6962,1,0
-0.615,1,0
-0.591,1,0
0.5192,0,1
-0.629,1,0
-0.7281,0,1
0.538200001,0,1
0.596400001,0,1
0.5554,0,1
0.654,0,1
0.4695,0,1
0.4472,0,1
0.5475,0,1
-0.4826,1,0
0.5353,0,1
0.528200001,1,0
0.4103,1,0
0.4933,1,0
0.5268,0,1
-0.4757,1,0
-0.5505,0,1
-0.8277,1,0
-0.559,1,0
0.5063,0,1
0.561599999,1,0
-0.5455,1,0
0.626400001,0,1
0.6038,0,1
0.4083,1,0
0.795599999,1,0
0.603,0,1
0.514,0,1
0.497,0,1
-0.845900001,1,0
-0.4496,1,0
0.456,0,1
0.4741,0,1
0.7878,0,1
0.4023,1,0
0.5472,0,1
0.4244,0,1
0.5988,0,1
-0.995599999,1,0
0.4849,0,1
