RT,dark,bright
-0.993,1,0
-1.192,1,0
-1.735,1,0
1.173,0,1
1.285,0,1
1.437,0,1
1.885,0,1
-1.003,1,0
-1.254,1,0
1.202,0,1
1.721,1,0
-0.87,1,0
-1.368,1,0
1.394,0,1
-1.87,1,0
1.924,1,0
-1.89,1,0
-2.504,1,0
1.351,0,1
-1.254,1,0
1.252,0,1
1.018,0,1
1.136,0,1
1.455,0,1
1.456,1,0
2.292,1,0
-1.341,1,0
-1.06,1,0
0.871,0,1
1.089,0,1
-1.804,1,0
-1.454,1,0
-1.272,1,0
-1.084,1,0
-1.267,0,1
0.957,0,1
0.882,0,1
-1.069,1,0
-1.604,1,0
0.97,0,1
1.602,0,1
-1.486,1,0
1.704,1,0
0.908,0,1
-1.596,1,0
-1.42,1,0
-2.085,1,0
1.387,0,1
-1.102,1,0
1.404,0,1
1.101,0,1
1.085,0,1
0.984,0,1
1.553,0,1
1.481,0,1
0.9,0,1
0.842,0,1
-0.873,1,0
1.001,0,1
-1.359,1,0
-1.146,1,0
0.882,0,1
1.814,1,0
0.781,0,1
-0.882,1,0
-0.924,1,0
2.174,0,1
-2.169,1,0
-2.69,1,0
0.786,0,1
1.186,0,1
-2.22,1,0
0.82,0,1
0.857,0,1
2.171,0,1
-0.919,1,0
-0.89,1,0
1.367,0,1
1.043,0,1
1.272,0,1
-0.918,1,0
0.703,0,1
0.985,0,1
1.487,0,1
-0.52,1,0
0.842,0,1
-1.603,1,0
-0.706,1,0
-0.626,1,0
0.555,0,1
1.285,0,1
0.887,0,1
-0.973,0,1
-0.871,1,0
-0.989,1,0
1.175,0,1
-0.892,1,0
1.693,1,0
-1.421,1,0
1.41,0,1
-1.705,1,0
-1.104,1,0
-0.722,1,0
1.27,1,0
0.655,0,1
1.303,1,0
2.552,0,1
1.486,0,1
1.022,0,1
0.8,0,1
-0.693,1,0
-0.771,1,0
0.824,1,0
-1.055,1,0
0.855,0,1
0.969,0,1
-1.255,1,0
-1.015,1,0
-0.855,1,0
-0.793,1,0
0.737,0,1
0.756,0,1
-1.188,0,1
-1.203,1,0
-1.602,1,0
0.986,0,1
1.989,0,1
-0.623,1,0
-0.955,1,0
0.567,0,1
-0.91,1,0
-1.392,1,0
-0.77,1,0
0.678,0,1
-0.849,1,0
-0.711,0,1
1.587,0,1
0.637,0,1
0.573,0,1
0.558,0,1
0.805,0,1
0.894,0,1
0.937,0,1
-0.638,1,0
-0.824,0,1
-1.109,1,0
