RT,dark,bright
-0.771,1,0
-0.595,1,0
-0.551,1,0
0.412,0,1
0.409,0,1
0.428,0,1
-0.404,0,1
-0.592,1,0
0.543,1,0
0.488,0,1
-0.455,1,0
-0.601,1,0
-0.568,1,0
-0.589,0,1
-0.603,1,0
0.659,1,0
0.677,1,0
0.653,1,0
0.723,0,1
0.636,1,0
0.75,0,1
0.716,0,1
0.717,0,1
0.603,0,1
-0.715,1,0
0,1,0
0.577,1,0
0.55,1,0
0.509,0,1
0.584,0,1
-0.576,1,0
-0.538,1,0
-0.601,1,0
-0.5,1,0
0.469,0,1
0.553,0,1
-0.482,0,1
-0.605,1,0
0.52,1,0
0.456,0,1
0.527,0,1
-0.55,1,0
-0.444,1,0
0.434,0,1
0.501,1,0
-0.628,1,0
0.747,1,0
0.64,0,1
-0.683,1,0
-0.571,0,1
0.534,0,1
0.535,0,1
0.493,0,1
0.517,0,1
0.505,0,1
0.523,0,1
-0.828,0,1
-0.634,1,0
0.488,0,1
0.537,1,0
0.693,1,0
-0.634,1,0
0.493,0,1
-0.533,1,0
0.55,0,1
-0.582,1,0
0.65,1,0
0.717,0,1
-0.794,1,0
-0.683,1,0
0.536,0,1
0.679,0,1
-0.633,1,0
-0.561,1,0
0.654,0,1
0.667,0,1
0.555,0,1
-0.766,1,0
-0.697,1,0
0.588,0,1
0.634,0,1
0.657,0,1
-0.567,1,0
0.61,0,1
0.549,0,1
0.602,0,1
0.56,1,0
0.583,0,1
-0.512,1,0
-0.552,1,0
-0.627,1,0
0.5,0,1
0.492,0,1
0.517,0,1
0.499,0,1
-0.617,1,0
-0.495,1,0
0.533,0,1
0.57,1,0
-0.55,1,0
0.611,1,0
0.525,0,1
-0.571,1,0
-0.602,1,0
0.64,1,0
0.689,1,0
0.582,0,1
0.611,1,0
-0.683,0,1
-0.563,0,1
0.586,0,1
0.483,0,1
-0.509,1,0
0.537,1,0
0.81,1,0
-0.583,1,0
0.618,0,1
0.549,0,1
-0.699,1,0
0.843,1,0
0.751,1,0
-0.657,1,0
0.655,0,1
0.619,0,1
0.743,0,1
0.819,1,0
0.838,1,0
0.618,0,1
0.654,0,1
-0.66,1,0
-0.683,1,0
0.623,0,1
-0.75,1,0
0.742,1,0
-0.811,1,0
0.734,0,1
0.75,1,0
0.702,0,1
0.588,0,1
0.584,0,1
0.527,0,1
0.513,0,1
0.505,0,1
0.483,0,1
-0.634,0,1
-0.6,1,0
0.512,0,1
-0.783,1,0
-0.675,1,0
-0.624,1,0
0.617,0,1
-0.75,1,0
0.734,0,1
-0.709,1,0
-0.702,1,0
0.716,0,1
-0.618,1,0
0.813,1,0
0.836,0,1
0.75,0,1
-0.767,1,0
-0.557,1,0
-0.822,0,1
0.79,0,1
0.544,0,1
-0.722,1,0
-0.65,1,0
0.677,0,1
0.762,0,1
-0.828,0,1
-0.624,1,0
0.767,0,1
0.724,0,1
0.783,0,1
-0.736,1,0
0.583,0,1
0,1,0
-0.589,1,0
0.754,1,0
0.62,0,1
0.519,0,1
0.641,0,1
0.484,0,1
-0.534,1,0
-0.667,1,0
0.568,0,1
-0.567,1,0
-0.458,1,0
-0.634,1,0
0.416,0,1
-0.467,1,0
-0.451,1,0
-0.6,1,0
-0.573,1,0
0.658,0,1
-0.765,1,0
-0.674,0,1
-0.773,0,1
0.7,0,1
0.82,0,1
-0.55,1,0
-0.659,1,0
-0.65,1,0
-0.541,1,0
-0.674,0,1
-0.589,0,1
-0.501,1,0
-0.51,1,0
-0.508,1,0
-0.472,1,0
-0.651,0,1
0.717,0,1
0.6,0,1
-0.534,1,0
-0.536,1,0
-0.553,0,1
0.611,0,1
0.671,1,0
-0.534,1,0
0.506,0,1
0.534,1,0
-0.534,1,0
0.46,1,0
0.446,0,1
-0.684,1,0
0.6,0,1
0.468,0,1
0.534,0,1
0.445,0,1
0.475,0,1
0.475,0,1
0.427,0,1
0.467,0,1
-0.565,1,0
0.517,0,1
0.702,1,0
-0.713,1,0
-0.809,1,0
0.552,0,1
0.622,1,0
0.518,0,1
-0.583,1,0
-0.683,1,0
0.637,0,1
-0.579,1,0
0.534,1,0
0.49,0,1
0.571,0,1
0.534,1,0
-0.539,1,0
0.608,0,1
0.638,0,1
0.49,0,1
0.734,1,0
-0.651,1,0
0.487,0,1
0.492,0,1
0.501,0,1
0.589,1,0
0.476,0,1
0.467,0,1
0.521,0,1
-0.657,1,0
0.485,0,1
0.704,1,0
0.666,1,0
-0.601,1,0
0.559,0,1
0.492,0,1
0.468,0,1
-0.567,0,1
-0.684,1,0
-0.434,1,0
0.667,0,1
-0.638,1,0
-0.55,1,0
-0.522,1,0
0.561,0,1
-0.475,1,0
-0.558,1,0
-0.537,1,0
-0.551,1,0
-0.55,0,1
-0.5,1,0
0.553,0,1
-0.52,0,1
-0.535,0,1
0.49,0,1
-0.496,1,0
-0.521,1,0
-0.441,1,0
0.668,1,0
-0.533,0,1
-0.733,0,1
-0.569,1,0
-0.576,1,0
-0.655,1,0
0.649,1,0
0.533,0,1
0.47,0,1
0.646,0,1
-0.479,1,0
-0.507,1,0
0.467,0,1
0.483,0,1
-0.448,1,0
0.433,1,0
-0.467,0,1
0.54,1,0
-0.602,1,0
0.552,1,0
0.49,0,1
0.584,1,0
0.507,0,1
0.551,0,1
0.484,0,1
0.45,0,1
0.484,0,1
0.52,0,1
0.426,0,1
0.484,0,1
-0.433,1,0
0.491,0,1
-0.45,1,0
0.5,1,0
0.534,1,0
-0.482,0,1
0.578,1,0
0.536,0,1
-0.695,1,0
0.552,1,0
0.65,0,1
-0.633,1,0
-0.612,1,0
0.633,0,1
-0.823,0,1
-0.657,1,0
-0.683,1,0
0.655,0,1
0.641,0,1
-0.724,0,1
-0.724,1,0
-0.583,1,0
-0.703,0,1
-0.733,0,1
-0.733,0,1
-0.633,1,0
-0.717,0,1
0.784,0,1
0.572,0,1
0.716,1,0
0.534,0,1
