RT,dark,bright
-0.828,1,0
-0.9564,1,0
1.2436,1,0
0.9278,0,1
1.0983,0,1
0.6814,0,1
1.2356,0,1
-0.663,1,0
-0.808,1,0
0.7581,0,1
-1.2227,1,0
-0.9906,1,0
-1.0369,1,0
0.7798,0,1
-0.7527,1,0
-1.4941,1,0
-1.268,1,0
1.9313,1,0
0.755,0,1
-2.2235,1,0
1.5653,0,1
0.6731,0,1
0.868,0,1
0.7042,0,1
-1.1055,1,0
1.4317,1,0
1.1026,1,0
-0.7023,1,0
1.7636,0,1
1.1733,0,1
-1.086,1,0
-0.9635,1,0
-0.9722,1,0
-0.8128,1,0
1.3241,0,1
0.7112,0,1
1.538,0,1
-0.7341,1,0
-0.5994,1,0
1.3572,0,1
0.6108,0,1
-0.8873,1,0
-0.8808,1,0
0.7375,0,1
1.2612,1,0
-0.6795,1,0
-0.8837,1,0
0.8654,0,1
-0.7861,1,0
0.5478,0,1
0.6704,0,1
-0.7757,0,1
1.1716,0,1
1.778,0,1
-1.0057,0,1
1.0193,0,1
1.5177,0,1
-1.0837,1,0
-0.9937,0,1
0.7435,1,0
-1.2071,1,0
-1.0441,1,0
1.36,0,1
-0.8217,1,0
-0.982,0,1
-0.6697,1,0
-0.7823,1,0
-2.0274,0,1
-0.7148,1,0
-1.8761,1,0
0.585,0,1
-0.6108,0,1
1.0084,1,0
-1.1486,1,0
0.895,0,1
0.9782,0,1
0.5713,0,1
-0.7602,1,0
-0.85,1,0
0.6982,0,1
1.2332,0,1
1.23,0,1
-0.9596,1,0
1.0335,0,1
1.8714,0,1
0.9536,0,1
-1.5327,1,0
0.935,0,1
-0.8449,1,0
-0.6568,1,0
-0.8069,1,0
-1.6919,0,1
1.1533,0,1
0.6655,0,1
1.9667,0,1
-0.5666,1,0
-1.043,1,0
1.2291,0,1
-0.7075,1,0
-1.0268,1,0
1.1158,0,1
-0.9708,1,0
-0.9424,1,0
-0.9551,1,0
-1.114,1,0
-0.7124,0,1
-0.5727,1,0
-1.3889,0,1
-0.5405,0,1
-0.968,0,1
1.6886,0,1
-0.6996,1,0
-1.0642,1,0
-0.6374,1,0
-0.4907,1,0
-0.6339,0,1
0.6327,0,1
-1.0441,1,0
-1.6519,1,0
-0.9197,1,0
1.5331,1,0
1.4375,0,1
1.0291,0,1
1.1689,0,1
1.306,1,0
1.0743,0,1
0.8459,0,1
-1.3055,1,0
-1.8085,1,0
0.9758,0,1
-1.4922,1,0
-1.0606,1,0
-1.173,1,0
1.0573,0,1
-1.1925,1,0
0.8724,0,1
1.2306,0,1
0.8328,0,1
0.9294,0,1
-0.7892,0,1
0.7359,0,1
1.0035,0,1
-1.3666,0,1
-1.0385,1,0
1.8697,0,1
-1.4204,1,0
-0.8828,1,0
1.0836,0,1
-0.771,1,0
0.7888,0,1
-0.636,1,0
-0.6287,1,0
-0.796,0,1
-0.5607,1,0
-0.6705,1,0
-1.4652,0,1
-0.9224,0,1
-0.6251,1,0
-0.5718,1,0
0.8209,0,1
-0.7718,0,1
-0.7142,0,1
-0.5786,1,0
-0.7051,1,0
0.6592,0,1
1.0245,0,1
1.0966,0,1
-0.9826,1,0
1.1981,0,1
-1.6091,0,1
1.13,0,1
-0.7204,1,0
0.7614,0,1
-0.6933,1,0
-0.7637,1,0
-0.5236,1,0
1.4241,0,1
0.7271,0,1
0.8535,0,1
0.8609,0,1
-0.7489,1,0
1.1614,1,0
0.9348,0,1
-1.3462,1,0
-1.0604,1,0
0.8754,1,0
0.6108,0,1
1.3563,1,0
-0.882,1,0
-0.8591,1,0
-1.1927,1,0
-0.9114,0,1
-0.7843,1,0
1.6799,0,1
1.578,0,1
-0.6711,0,1
1.2989,0,1
0.945,1,0
-0.6876,1,0
1.1831,1,0
-0.601,1,0
1.2648,0,1
1.0154,0,1
-1.4458,1,0
-1.5285,1,0
-0.9086,1,0
-1.5214,1,0
0.8692,0,1
0.7753,0,1
1.1611,0,1
-0.6925,1,0
1.2989,1,0
0.8982,0,1
1.0264,0,1
-0.5866,1,0
-0.5864,1,0
1.158,0,1
-1.7251,1,0
-1.0733,1,0
1.5393,1,0
1.0563,0,1
-0.6718,1,0
1.6877,0,1
-1.0392,0,1
0.6862,0,1
0.702,0,1
0.6408,0,1
0.9234,0,1
0.9966,0,1
0.7778,0,1
-0.7164,1,0
1.1509,0,1
0.9482,1,0
-0.8326,1,0
-1.0062,1,0
0.9089,0,1
-0.7156,1,0
1.2408,0,1
1.3911,1,0
-0.6079,1,0
1.0172,0,1
-0.6037,1,0
0.6885,1,0
0.6455,0,1
0.8189,0,1
1.0005,1,0
2.014,1,0
0.8569,0,1
1.6352,0,1
0.6431,0,1
-0.7478,1,0
-1.2328,1,0
0.8008,0,1
0.9187,0,1
0.9348,0,1
-1.2712,1,0
0.6921,0,1
0.8219,0,1
0.6628,0,1
0.9222,1,0
0.5104,0,1
-1.096,1,0
-0.5617,1,0
-0.5683,1,0
1.1357,0,1
0.8911,0,1
0.6406,0,1
0.6509,0,1
-0.9924,1,0
2.0867,0,1
-0.7283,1,0
-0.7416,1,0
-0.7178,1,0
0.7975,0,1
-0.7988,1,0
-1.1388,1,0
-0.6697,1,0
-1.3736,1,0
-1.9487,0,1
-0.8221,1,0
-0.8968,0,1
-0.9084,0,1
1.6334,0,1
0.9189,0,1
-0.6216,1,0
-0.7889,1,0
0.5791,1,0
-0.9136,1,0
-0.892,0,1
1.0303,0,1
-0.671,1,0
-1.061,1,0
-0.6954,1,0
-1.826,1,0
0.7617,0,1
0.6206,0,1
1.4302,0,1
-1.2846,1,0
-0.8296,1,0
0.9292,0,1
1.4501,0,1
-1.5427,1,0
-1.2487,1,0
0.7889,0,1
-1.1987,1,0
-2.4382,1,0
-0.7172,1,0
1.209,0,1
-0.7344,1,0
1.4346,0,1
0.8168,0,1
1.0882,0,1
1.1385,0,1
0.9846,0,1
0.6315,0,1
0.7186,0,1
0.591,0,1
-0.9684,1,0
0.7351,0,1
-0.6799,1,0
-0.9941,1,0
-0.8822,1,0
1.1174,0,1
-0.7439,1,0
1.9797,0,1
-1.0845,1,0
-1.5055,1,0
-1.1707,0,1
-0.5735,1,0
-0.764,1,0
-0.7957,0,1
-0.728,0,1
-0.765,1,0
-0.5501,1,0
-0.8023,0,1
1.7468,0,1
0.6956,0,1
-0.8804,1,0
-0.9497,1,0
1.3181,0,1
0.805,0,1
0.8921,0,1
-0.6126,1,0
1.125,0,1
0.8752,0,1
-1.5204,0,1
-0.5912,1,0
0.5378,0,1
