RT,dark,bright
-3.544,1,0
-1.3268,1,0
1.0419,1,0
0.8716,0,1
1.7573,0,1
1.1001,0,1
0.8903,0,1
4.2152,1,0
-3.1195,1,0
0.664,0,1
1.1776,1,0
1.305,1,0
-4.001,1,0
0.6943,0,1
-1.5977,1,0
0.6638,1,0
2.1956,1,0
3.2082,1,0
1.1559,0,1
1.1978,0,1
0.8607,0,1
0.8746,0,1
0.8576,0,1
1.3775,1,0
-0.8937,1,0
-1.6906,1,0
-1.6651,1,0
0.9245,0,1
-1.4849,0,1
-1.5432,1,0
1.9103,1,0
0.6915,1,0
1.9948,1,0
1.0053,0,1
-1.1213,0,1
1.2427,0,1
-2.5204,1,0
0.7903,1,0
1.1213,0,1
1.4223,0,1
1.2801,1,0
0.8213,1,0
0.8716,0,1
-1.2287,1,0
-1.6946,1,0
-1.253,1,0
2.2811,0,1
-1.9551,1,0
1.0317,0,1
0.7696,0,1
2.4386,0,1
1.642,0,1
0.6278,0,1
1.1289,0,1
1.2681,0,1
-2.1979,1,0
0.6763,0,1
1.2167,1,0
1.0141,1,0
-1.018,1,0
0.6708,0,1
-3.5406,1,0
1.079,0,1
-2.3916,1,0
3.2613,1,0
1.011,0,1
2.876,1,0
1.2697,1,0
0.8861,0,1
1.0884,0,1
-0.8759,1,0
-1.208,1,0
1.8615,0,1
1.3614,0,1
2.1652,0,1
-1.7365,1,0
0.945,1,0
1.575,0,1
-1.238,0,1
1.0558,0,1
-1.0904,1,0
1.1854,0,1
0.9748,0,1
2.0202,0,1
4.1066,1,0
0.5613,0,1
-1.2975,1,0
-1.753,1,0
1.8591,1,0
-2.0868,0,1
0.9695,0,1
0.9943,0,1
1.1726,0,1
0.7282,1,0
-0.9803,1,0
0.9146,0,1
0.9917,1,0
-1.5241,1,0
0.812,1,0
1.1774,0,1
1.7171,1,0
0.619,1,0
-1.1377,1,0
1.1357,1,0
0.7359,0,1
-0.9717,1,0
0.7944,0,1
1.1971,0,1
1.1413,0,1
0.6825,0,1
3.6819,1,0
0.7856,1,0
-2.3784,1,0
0.9125,0,1
1.2309,0,1
-1.3027,1,0
-1.4653,1,0
1.5986,1,0
1.0758,0,1
0.7309,0,1
1.2468,0,1
-1.5532,1,0
-1.4799,1,0
0.5878,0,1
1.8384,0,1
-1.1915,1,0
0.916,1,0
0.5769,0,1
0.8691,1,0
0.7448,1,0
-1.0018,1,0
0.8011,0,1
-0.9665,1,0
2.7244,0,1
-1.5376,0,1
1.3012,0,1
1.9021,0,1
2.6859,0,1
-0.7918,0,1
0.9004,0,1
0.6834,0,1
-2.0021,1,0
0.9513,0,1
1.065,1,0
1.3733,1,0
-0.81,1,0
0.9068,0,1
-2.0136,1,0
-2.0754,0,1
2.3889,1,0
-3.0102,1,0
-1.7054,1,0
0.8925,1,0
0.7799,0,1
4.1346,0,1
-1.0052,1,0
-1.0056,1,0
0.7933,0,1
-3.8993,0,1
1.0856,0,1
-1.0892,1,0
1.369,1,0
-3.9745,0,1
0.7051,0,1
-1.0058,0,1
-1.5197,1,0
3.5883,0,1
-1.2533,0,1
-2.1291,0,1
-1.2719,1,0
0.8475,0,1
-1.3692,1,0
1.236,1,0
-3.9056,1,0
0.8599,0,1
-3.3545,0,1
2.6616,0,1
3.5585,0,1
1.3599,1,0
-1.182,1,0
-1.7089,0,1
-1.1164,1,0
2.1813,1,0
-1.7612,1,0
0.6899,0,1
-2.1976,1,0
-1.1698,1,0
-1.9725,1,0
-2.6705,1,0
1.1024,0,1
-1.1298,1,0
1.2614,0,1
2.1149,0,1
-0.9824,0,1
0.6474,0,1
-1.5572,1,0
-2.7104,1,0
-0.8517,1,0
-0.8561,1,0
1.2985,0,1
-1.803,0,1
-0.6591,1,0
-0.7853,1,0
-1.1695,1,0
-0.5955,1,0
-2.0584,0,1
1.0581,0,1
-0.8621,0,1
-0.6194,1,0
-0.6159,1,0
0.7725,0,1
-0.8715,0,1
-0.6429,1,0
-1.0875,1,0
0.6574,0,1
-0.8689,1,0
-0.5858,1,0
-0.6969,1,0
0.8301,0,1
-0.8966,1,0
-1.3426,0,1
2.2115,0,1
0.8717,0,1
1.1033,0,1
-2.6801,0,1
1.6407,0,1
2.0867,0,1
-0.6023,1,0
1.5398,0,1
1.3273,1,0
-0.8467,1,0
3.5306,0,1
-1.0304,1,0
1.9569,0,1
-0.7566,1,0
0.6705,1,0
0.9036,0,1
-0.5856,1,0
0.7206,1,0
0.8908,0,1
3.9552,0,1
-1.6972,1,0
-1.8563,1,0
2.9544,0,1
-0.9942,0,1
0.6584,0,1
-0.8878,1,0
-2.0086,1,0
0.9992,0,1
2.5455,0,1
1.3437,0,1
-1.0592,1,0
0.7667,0,1
1.0093,0,1
1.9383,0,1
0.9829,1,0
0.6353,0,1
-1.553,1,0
-0.8357,1,0
0.6661,1,0
2.0628,0,1
0.8107,0,1
0.8526,0,1
0.814,0,1
-0.5899,1,0
-0.8302,1,0
0.6536,0,1
-0.8012,1,0
-0.594,1,0
-0.5466,1,0
0.9997,0,1
0.4995,1,0
-0.7456,1,0
-0.4942,1,0
-0.969,1,0
2.9806,0,1
-0.6855,1,0
0.9581,0,1
1.3749,0,1
0.8887,0,1
0.8359,0,1
-0.5268,1,0
-1.4196,1,0
-0.6219,1,0
-0.5404,1,0
0.5236,0,1
-0.4763,0,1
-0.8445,1,0
-0.9722,1,0
-0.8378,1,0
2.449,1,0
0.9269,0,1
0.6079,0,1
1.1767,0,1
-0.4186,1,0
-0.4828,1,0
0.5288,0,1
-0.8815,0,1
-0.6141,1,0
-0.5364,1,0
0.4002,0,1
-0.4646,1,0
-0.5161,1,0
0.656,1,0
0.6958,0,1
-0.4401,1,0
0.7436,0,1
-0.6481,0,1
0.7912,0,1
-0.5839,0,1
0.7744,0,1
0.8533,0,1
0.6214,0,1
0.9108,0,1
-0.6294,1,0
0.7801,0,1
-1.4193,1,0
0.6776,1,0
-1.4801,1,0
-0.6689,0,1
-1.3284,1,0
0.807,0,1
-0.7565,1,0
-0.9303,1,0
-2.4922,0,1
-0.6807,1,0
-0.7763,1,0
0.7161,0,1
-0.7898,0,1
-1.0201,1,0
-0.6792,1,0
1.1251,0,1
-0.6386,0,1
2.7721,0,1
-0.5687,1,0
-0.5938,1,0
0.6374,0,1
1.3746,0,1
1.6987,0,1
-0.6047,1,0
-0.9436,0,1
1.5302,0,1
-0.7886,0,1
-0.7264,1,0
0.6475,0,1
