RT,dark,bright
-0.735,1,0
-0.913,1,0
-0.767,1,0
1.523,0,1
0.969,0,1
0.872,0,1
1.113,0,1
-0.988,1,0
-1.921,1,0
0.651,0,1
-0.82,1,0
1.505,1,0
-1.563,1,0
1.407,0,1
-1.128,1,0
1.634,1,0
1.374,1,0
-0.939,1,0
0.942,0,1
1.06,1,0
0.82,0,1
-1.387,0,1
-0.766,0,1
1.049,0,1
2.079,1,0
2.216,1,0
2.341,1,0
-1.17,1,0
1.503,0,1
1.075,1,0
-1.859,1,0
-2.693,1,0
-1.52,1,0
1.985,0,1
1.283,0,1
0.982,0,1
-1.166,1,0
1.067,1,0
0.915,0,1
0.815,0,1
-1.54,1,0
0.778,1,0
-0.506,0,1
1.117,1,0
-2.271,1,0
-1.121,1,0
-1.825,0,1
0.937,1,0
0.749,0,1
1.334,0,1
-0.926,0,1
0.93,0,1
1.271,0,1
0.77,0,1
0.694,0,1
0.802,0,1
-0.961,1,0
1.14,0,1
-2.782,1,0
-1.12,1,0
-0.67,1,0
1.214,0,1
-1.825,1,0
1.234,0,1
-1.096,1,0
-1.764,1,0
0.815,0,1
-1.234,1,0
1.009,1,0
1.573,0,1
1.568,0,1
-1.672,1,0
0.672,0,1
0.781,0,1
0.812,0,1
-0.901,1,0
-1.096,1,0
0.788,0,1
0.933,0,1
1.134,0,1
-1.489,1,0
1.29,0,1
0.858,0,1
1.416,0,1
-0.872,1,0
0.817,0,1
-0.669,1,0
-0.878,1,0
-0.923,1,0
1.101,0,1
0.897,0,1
0.584,0,1
0.733,0,1
0.75,1,0
0.605,1,0
0.863,0,1
-1.03,1,0
-0.865,1,0
0.967,1,0
0.709,0,1
-1.462,1,0
-1.262,1,0
-0.78,1,0
1.178,1,0
0.775,0,1
-0.848,1,0
-1.213,0,1
1.372,0,1
-0.935,0,1
1.006,0,1
-0.768,1,0
-1.1,1,0
-2.504,1,0
-0.782,1,0
-0.666,0,1
1.006,0,1
-0.636,1,0
-0.866,1,0
-0.717,1,0
-0.819,1,0
1.632,0,1
1.1,0,1
1.273,0,1
-0.952,1,0
-0.99,1,0
0.862,0,1
1.14,0,1
-0.817,1,0
-0.643,1,0
0.681,0,1
0.976,1,0
-0.716,1,0
1.864,1,0
1.796,0,1
2.051,1,0
-1.567,0,1
1.1,0,1
0.957,0,1
0.652,0,1
0.691,0,1
0.64,0,1
0.857,0,1
1.165,0,1
-1.177,1,0
-1.089,0,1
-1.198,1,0
1.447,1,0
-1.165,1,0
1.172,0,1
1.598,1,0
0.859,0,1
-1.899,1,0
-1.083,1,0
1.337,0,1
-1.328,1,0
1.26,1,0
1.407,0,1
0.791,0,1
-1.107,1,0
2.44,1,0
0.718,0,1
0.667,0,1
0.782,0,1
-1.035,1,0
-0.676,1,0
0.818,0,1
0.769,0,1
0.722,0,1
-0.987,1,0
1.044,0,1
0.669,0,1
1.749,0,1
-1.166,1,0
0.745,0,1
-1.07,1,0
1.317,1,0
-0.938,1,0
2.84,0,1
1.241,0,1
1.197,0,1
0.734,0,1
-1.491,1,0
-0.817,1,0
0.788,0,1
-1.529,1,0
0.812,1,0
0.899,1,0
0.656,0,1
-0.919,1,0
-0.708,1,0
-1.355,1,0
-1.964,1,0
1.021,0,1
-1.569,1,0
0.957,0,1
1.067,0,1
1.052,0,1
0.618,0,1
-1.067,1,0
1.322,1,0
-0.531,1,0
-1.078,1,0
-1.398,0,1
0.621,0,1
-2.1,1,0
-0.901,1,0
0.815,1,0
-1.696,1,0
0.868,0,1
0.71,0,1
0.839,0,1
1.19,1,0
0.756,0,1
0.845,0,1
-0.925,1,0
-1.358,1,0
0.838,0,1
-0.863,1,0
0.782,1,0
1.782,1,0
0.941,0,1
-2.932,1,0
0.753,0,1
0.83,0,1
0.54,0,1
0.682,0,1
0.769,0,1
-1.402,0,1
1.132,0,1
2.355,0,1
-0.733,1,0
0.868,0,1
-1.2,1,0
-0.812,1,0
0.983,1,0
0.694,0,1
-0.854,1,0
0.987,0,1
-1.276,1,0
-0.867,1,0
0.858,0,1
-0.645,1,0
-2.351,1,0
0.725,0,1
0.733,0,1
0.996,1,0
-0.588,1,0
0.99,0,1
1.011,0,1
1.652,0,1
-1.112,1,0
-0.69,1,0
1.029,0,1
1.808,0,1
0.724,0,1
-0.918,1,0
0.957,0,1
0.997,0,1
2.141,0,1
1.107,1,0
0.608,0,1
-2.33,1,0
-2.788,1,0
-0.835,1,0
0.765,0,1
-0.773,0,1
0.691,0,1
0.799,0,1
-0.9,1,0
-1.684,1,0
0.803,0,1
0.668,1,0
0.789,1,0
-1.239,1,0
0.718,0,1
-0.855,1,0
-1.108,1,0
-0.771,1,0
-1.04,1,0
-0.817,0,1
-1.299,1,0
1.528,0,1
0.971,0,1
0.981,0,1
0.967,0,1
-2.125,1,0
1.165,1,0
-0.915,1,0
1.262,1,0
0.966,0,1
1.03,0,1
-2.319,1,0
-1.569,1,0
-1.93,1,0
1.293,1,0
1.34,0,1
0.757,0,1
0.965,0,1
0.803,1,0
0.887,1,0
0.746,0,1
0.939,0,1
1.616,1,0
1.907,1,0
0.99,0,1
-1.349,1,0
1.333,1,0
2.45,1,0
1.081,0,1
-2.189,1,0
1.527,0,1
1.601,0,1
-1.952,0,1
1.033,0,1
1.057,0,1
0.983,0,1
0.917,0,1
-1.096,0,1
-1.355,1,0
0.851,0,1
1.09,1,0
1.141,1,0
-1.165,1,0
1.07,0,1
1.422,1,0
1.672,0,1
-1.534,1,0
-0.907,1,0
1.976,0,1
-0.823,1,0
-1.908,1,0
1.289,0,1
-1.105,0,1
-2.701,1,0
-0.803,1,0
1.626,0,1
1.458,0,1
2.043,0,1
-1.766,1,0
1.234,1,0
2.11,0,1
1.294,0,1
2.941,0,1
-1.368,1,0
1.541,0,1
-1.27,0,1
1.091,0,1
1.688,0,1
