RT,dark,bright
-0.81,1,0
1.0746,1,0
0.9529,1,0
0.851,0,1
1.0813,0,1
0.9278,0,1
1.6867,0,1
-0.7421,1,0
-1.6019,1,0
0.8521,0,1
-1.2526,1,0
-0.9357,1,0
-0.7917,1,0
0.7671,0,1
1.153799999,1,0
0.6048,1,0
0.8022,1,0
1.404599999,0,1
0.8345,0,1
0.8045,0,1
1.0169,0,1
0.659200001,0,1
-1.2833,1,0
-1.698,1,0
1.502299999,1,0
-0.8732,1,0
0.6756,0,1
1.5548,0,1
-0.939599999,1,0
-1.6683,1,0
1.75,1,0
-1.069200001,1,0
0.863900001,0,1
0.6631,0,1
0.6871,0,1
-1.089900001,1,0
0.8188,0,1
-1.211299999,0,1
-0.8978,1,0
-1.116900001,1,0
0.7337,0,1
-0.7953,1,0
-0.9646,1,0
0.8462,1,0
0.7052,0,1
-1.134599999,1,0
0.7692,0,1
0.596599999,0,1
0.693900001,0,1
0.5008,0,1
1.2253,0,1
1.0452,0,1
0.668900001,0,1
0.889900001,0,1
-1.2344,1,0
0.751,0,1
-1.105,1,0
1.7592,1,0
-0.9622,1,0
0.6209,0,1
-1.0198,1,0
0.7005,0,1
-0.9028,1,0
-0.66,1,0
-0.9501,0,1
-0.7432,1,0
0.705,1,0
0.6028,0,1
0.5787,0,1
-1.102799999,1,0
-0.605799999,1,0
0.5962,0,1
1.120900001,0,1
-1.7394,0,1
-0.6135,1,0
0.652200001,0,1
0.5582,0,1
0.727900001,0,1
-0.5577,1,0
0.5387,0,1
0.4904,0,1
0.57,0,1
-0.707,1,0
0.5927,0,1
-0.7085,1,0
-0.5819,1,0
-0.568099999,1,0
0.4752,0,1
0.469900001,0,1
0.559,0,1
-0.9603,0,1
-0.8018,1,0
-0.7706,1,0
0.5633,0,1
-0.542,1,0
-0.547,1,0
-0.6073,1,0
0.5525,0,1
1.0698,1,0
1.1561,1,0
-0.6634,1,0
-1.1001,1,0
0.587,0,1
0.6543,1,0
0.5502,0,1
1.1258,0,1
0.5853,0,1
0.5736,0,1
-0.7948,1,0
0.7073,1,0
0.6198,1,0
0.7954,0,1
1.5471,0,1
-0.976700001,1,0
-0.6492,1,0
-1.311599999,1,0
-0.831,1,0
1.1864,0,1
0.5331,0,1
0.605400001,0,1
-0.915599999,1,0
-0.896,1,0
0.6155,0,1
0.6059,0,1
-0.991400001,1,0
0.6695,1,0
0.6582,0,1
-0.7143,1,0
-0.868099999,1,0
-0.6638,1,0
