RT,dark,bright
-0.6754,1,0
-0.5898,1,0
-1.2878,1,0
0.7386,0,1
1.0181,0,1
0.9454,0,1
1.1587,0,1
-0.6077,1,0
-0.9466,1,0
1.2782,0,1
-1.0102,1,0
-0.7297,1,0
-0.563,1,0
0.8656,0,1
-0.9488,1,0
-0.6901,1,0
-1.0396,1,0
1.1344,1,0
0.8155,0,1
-0.9104,1,0
0.7137,0,1
0.8099,0,1
0.8552,0,1
0.7047,0,1
1.214,1,0
0.9074,1,0
-1.3338,1,0
-0.6276,1,0
0.8467,0,1
1.1204,0,1
-1.1109,1,0
-0.9463,1,0
-0.6113,1,0
-0.923,1,0
0.8406,0,1
0.6451,0,1
1.0095,0,1
-0.9578,1,0
-0.8626,1,0
0.7178,0,1
1.1084,0,1
-0.6916,1,0
-0.8411,1,0
0.9261,0,1
-0.6941,1,0
-1.0263,1,0
-0.6282,1,0
0.8733,0,1
-0.7133,1,0
0.7311,0,1
0.7948,0,1
1.1271,0,1
0.8772,0,1
0.772,0,1
0.7655,0,1
0.7577,0,1
0.6729,0,1
-0.8555,1,0
-0.906,0,1
0.8765,1,0
-0.8158,1,0
-1.1705,1,0
0.6557,0,1
-0.8576,1,0
-1.396,0,1
-0.5953,1,0
-0.743,1,0
-0.6404,0,1
-0.9249,1,0
1.1897,1,0
0.6282,0,1
0.776,0,1
-0.9259,1,0
-0.5468,1,0
0.9374,0,1
-0.7919,0,1
0.7807,0,1
-0.6561,1,0
-1.0813,1,0
-0.9632,0,1
1.2497,0,1
1.3044,0,1
-0.9687,1,0
-1.2524,0,1
0.8793,0,1
-0.6939,0,1
-0.7231,1,0
0.6687,0,1
-0.8398,1,0
-0.536,1,0
0.7291,1,0
0.6858,0,1
0.8219,0,1
0.6449,0,1
0.5796,0,1
-0.6838,1,0
-0.9073,1,0
1.0933,0,1
-0.8157,1,0
-0.6233,1,0
-0.7896,1,0
0.7403,0,1
-0.9904,1,0
0.9941,1,0
-1.195,1,0
-0.9467,1,0
-0.8298,0,1
-0.7406,1,0
0.742,0,1
