RT,dark,bright
-0.5245,1,0
-0.5962,1,0
0.4501,1,0
-0.5878,0,1
0,0,1
0,0,1
-0.6321,0,1
0.5141,1,0
-0.6745,1,0
0.535,0,1
-0.6921,1,0
-0.4788,1,0
0.8521,1,0
0.739,0,1
-0.7094,1,0
0.7496,1,0
0,1,0
0,1,0
-0.4004,0,1
-0.5732,1,0
0.666,0,1
-0.5756,0,1
0.6711,0,1
0.4947,0,1
-0.6539,1,0
-0.5645,1,0
-0.6803,1,0
-0.8012,1,0
0.7219,0,1
0,0,1
-0.6049,1,0
-0.5095,1,0
-0.5715,1,0
0.5544,1,0
-0.7053,0,1
0,0,1
-0.6765,0,1
-0.6332,1,0
-0.7503,1,0
0.6989,0,1
-0.7019,0,1
-0.7108,1,0
-0.7409,1,0
0.687,0,1
-0.4376,1,0
-0.4381,1,0
-0.5091,1,0
0.5644,0,1
-0.655,1,0
0.5985,0,1
0.555,0,1
0.5469,0,1
0.5646,0,1
0.5865,0,1
0.6928,0,1
0.58,0,1
0.7247,0,1
0.658,1,0
0,0,1
-0.7826,1,0
0.5422,1,0
-0.78,1,0
0.7107,0,1
-0.5408,1,0
0.5924,0,1
-0.4941,1,0
-0.5482,1,0
-0.6439,0,1
0.6194,1,0
0.5952,1,0
0.7593,0,1
0.6817,0,1
-0.8195,1,0
-0.6531,1,0
0.6372,0,1
-0.8655,0,1
0.6991,0,1
0.8359,1,0
0,1,0
0,0,1
0.6034,0,1
-0.7888,0,1
-0.6101,1,0
-0.6632,0,1
0,0,1
-0.6916,0,1
0.6151,1,0
0.4864,0,1
-0.7145,1,0
-0.7462,1,0
-0.7749,1,0
-0.5573,0,1
0.3835,0,1
0.5839,0,1
0.5025,0,1
-0.5191,1,0
-0.7212,1,0
0.5316,0,1
0.779,1,0
0.8033,1,0
0.568,1,0
0.6912,0,1
0.7238,1,0
0.5463,1,0
0.6763,1,0
0.6424,1,0
0.6013,0,1
0.5714,1,0
0.6944,0,1
0.6676,0,1
0.7382,0,1
0.6022,0,1
-0.742,1,0
-0.8176,1,0
-0.7794,1,0
-0.8274,1,0
0,0,1
0.7827,0,1
-0.6447,1,0
-0.6267,1,0
-0.546,1,0
-0.7135,1,0
0.6857,0,1
0.4937,0,1
0.5796,0,1
-0.7836,1,0
-0.7435,1,0
0.6575,0,1
-0.7736,0,1
-0.6472,1,0
-0.6565,1,0
0.5773,0,1
0.6765,1,0
-0.516,1,0
-0.5575,1,0
0.6125,0,1
-0.5712,1,0
-0.5127,0,1
0.6676,0,1
0,0,1
0.5589,0,1
-0.6386,0,1
0.5903,0,1
0.5685,0,1
-0.7333,0,1
-0.545,1,0
0.7469,0,1
-0.633,1,0
-0.6558,1,0
-0.8519,1,0
-0.8513,0,1
-0.6508,1,0
-0.8376,0,1
-0.6048,1,0
-0.6105,1,0
-0.7314,0,1
-0.5442,1,0
-0.5336,1,0
0.6114,0,1
-0.8295,0,1
-0.4999,1,0
-0.5682,1,0
0.4474,0,1
-0.7219,0,1
0.7147,0,1
-0.5429,1,0
-0.5054,1,0
0.6528,0,1
0.6582,0,1
0.696,0,1
-0.5894,1,0
0.6001,0,1
0.8157,0,1
0.6347,0,1
-0.7484,1,0
0.6382,0,1
-0.775,1,0
-0.5235,1,0
-0.5918,1,0
0.5634,0,1
-0.6885,0,1
0,0,1
0.6319,0,1
-0.5815,1,0
-0.4355,1,0
0.5871,0,1
-0.5352,1,0
0.5559,1,0
-0.6185,1,0
0.5205,0,1
-0.6449,1,0
-0.6638,1,0
-0.5288,1,0
-0.5735,1,0
0.808,0,1
-0.4527,1,0
-0.6847,0,1
-0.587,0,1
-0.6058,0,1
0.6969,0,1
-0.4387,1,0
-0.5849,1,0
-0.5146,1,0
-0.8438,1,0
0.6566,0,1
0,0,1
-0.6619,1,0
-0.5913,1,0
-0.7603,1,0
-0.5157,1,0
0,0,1
0,0,1
-0.4907,0,1
-0.4952,1,0
-0.527,1,0
0.4988,0,1
-0.71,0,1
-0.4874,1,0
-0.445,1,0
0.3957,0,1
-0.5601,1,0
-0.4994,1,0
0.6324,0,1
-0.508,1,0
-0.7292,0,1
0.5214,0,1
0.5875,0,1
0.6646,0,1
-0.4948,0,1
0.5429,0,1
0.5812,0,1
0.8423,0,1
-0.5663,1,0
0.5795,0,1
-0.4615,1,0
0.7389,1,0
-0.5496,1,0
0.5948,0,1
-0.7209,1,0
0.554,0,1
-0.5441,1,0
-0.4481,1,0
0.5621,0,1
-0.7168,1,0
0.4972,1,0
0.5936,0,1
0.6258,0,1
-0.5404,1,0
-0.7383,1,0
0.5084,0,1
0.7367,0,1
0.5254,0,1
-0.5645,1,0
-0.5183,1,0
0.5158,0,1
0.5093,0,1
0.6824,0,1
0.703,1,0
0.5017,0,1
0.5122,0,1
0.5305,0,1
-0.7681,1,0
0.4245,0,1
-0.4717,1,0
-0.4887,1,0
-0.5537,1,0
0.5314,0,1
-0.577,0,1
0.6607,0,1
0.5986,0,1
-0.5996,1,0
-0.5959,1,0
0.6608,0,1
-0.5269,1,0
-0.5995,1,0
0.6866,1,0
0.5312,0,1
-0.8517,1,0
-0.8151,1,0
-0.6635,1,0
-0.6085,1,0
0.7596,0,1
-0.5166,1,0
0.7697,0,1
-0.7526,0,1
-0.6556,0,1
0.614,0,1
-0.5378,1,0
0.6417,1,0
0,1,0
0.5687,1,0
0.6359,0,1
0.5929,0,1
-0.5849,1,0
-0.6805,1,0
-0.4585,1,0
-0.6036,1,0
0.4322,0,1
0.5404,0,1
0.5571,0,1
-0.5144,1,0
-0.4611,1,0
0.565,0,1
0.551,0,1
-0.6867,1,0
-0.5389,1,0
0.5408,0,1
-0.5439,1,0
-0.7848,1,0
0.6084,1,0
0.6122,0,1
-0.49,1,0
-0.4996,0,1
0.5112,0,1
0.5051,0,1
0.6051,0,1
0.4297,0,1
0.5048,0,1
0.5712,0,1
0.6214,0,1
-0.5679,1,0
0.4426,0,1
0.6008,1,0
0.6083,1,0
0.6428,1,0
0.6619,0,1
-0.7533,1,0
0.7742,0,1
-0.6137,1,0
0,1,0
0.5411,0,1
-0.4739,1,0
-0.6189,1,0
-0.5722,0,1
-0.5487,0,1
-0.5311,1,0
-0.4748,1,0
-0.6062,0,1
-0.4949,0,1
-0.6899,0,1
-0.5562,1,0
-0.5095,1,0
0.5977,0,1
0.6716,0,1
-0.6746,0,1
-0.5431,1,0
-0.7866,0,1
-0.5939,0,1
-0.7014,0,1
-0.5481,1,0
-0.6228,0,1
