RT,dark,bright
-0.875,1,0
-0.896,1,0
-1.194,1,0
0.729,0,1
-1.045,0,1
0.626,0,1
1.045,0,1
-0.827,1,0
0.961,1,0
0.644,0,1
-1.197,1,0
-0.927,1,0
-0.969,1,0
0.877,0,1
1.412,1,0
1.061,1,0
-0.744,1,0
1.028,1,0
0.821,0,1
-1.01,1,0
0.91,0,1
0.714,0,1
0.721,0,1
0.587,0,1
-0.522,1,0
-1.398,1,0
-0.993,1,0
0.711,1,0
0.743,0,1
0.865,0,1
-0.828,1,0
-0.636,1,0
-0.572,1,0
-0.646,1,0
0.638,0,1
0.663,0,1
-0.587,0,1
-0.728,1,0
0.829,1,0
0.75,0,1
0.932,0,1
-0.577,1,0
-0.669,1,0
0.588,0,1
-0.778,1,0
-0.578,1,0
-0.86,1,0
0.494,0,1
0.711,1,0
0.944,0,1
-0.56,0,1
0.61,0,1
0.503,0,1
0.51,0,1
0.914,0,1
0.918,0,1
1.171,0,1
-1.128,1,0
0.877,0,1
1.044,1,0
0.711,0,1
-0.727,1,0
1.095,0,1
-0.744,1,0
0.679,1,0
0.73,0,1
0.679,1,0
0.904,1,0
0.671,0,1
0.911,0,1
0.909,1,0
-1.094,1,0
0.715,0,1
1.078,0,1
-0.862,0,1
-0.612,1,0
-0.91,1,0
0.642,0,1
0.911,0,1
0.611,0,1
-0.481,1,0
0.612,0,1
0.555,0,1
-0.744,0,1
-0.906,1,0
0.481,0,1
0.713,1,0
-0.694,1,0
-0.462,1,0
0.58,0,1
0.711,0,1
0.727,0,1
0.72,0,1
-0.678,1,0
-0.929,1,0
0.846,0,1
-0.879,1,0
0.647,1,0
0.696,1,0
0.577,0,1
0.745,1,0
0.753,1,0
-0.711,1,0
-0.645,1,0
0.779,0,1
-0.945,1,0
0.705,0,1
0.65,0,1
0.646,0,1
0.628,0,1
-0.691,1,0
-1.078,1,0
-0.477,1,0
0.631,0,1
0.927,0,1
-0.896,1,0
-0.496,1,0
-0.862,1,0
-0.493,1,0
-0.465,0,1
0.647,0,1
0.66,0,1
-0.726,1,0
-0.845,1,0
1.148,0,1
1.326,0,1
-0.978,1,0
0.739,0,1
-1.078,1,0
-0.669,1,0
-1.144,1,0
0.78,0,1
-0.516,1,0
-1.028,0,1
-0.911,0,1
0.936,0,1
0.61,0,1
0.678,0,1
0.845,0,1
0.564,0,1
0.71,0,1
-0.561,1,0
-0.778,0,1
-0.588,1,0
-0.495,1,0
-0.47,1,0
0.946,0,1
-0.828,1,0
-1.228,0,1
-0.511,1,0
-0.627,1,0
1.005,0,1
-0.812,1,0
-0.594,1,0
0.953,0,1
0.832,0,1
-0.594,1,0
-0.579,1,0
0.747,0,1
-0.796,0,1
-0.979,0,1
-0.462,1,0
-0.561,1,0
-1.055,0,1
-0.627,0,1
-0.678,0,1
-0.726,1,0
1.045,0,1
-0.811,0,1
-0.827,0,1
-0.588,1,0
0.879,0,1
-0.853,1,0
-0.58,1,0
-0.74,1,0
0.784,0,1
0.894,0,1
0.728,0,1
0.795,0,1
-0.695,1,0
-1.177,1,0
0.778,0,1
-0.887,1,0
-0.861,1,0
-0.877,1,0
0.828,0,1
-0.694,1,0
-0.645,1,0
-0.628,1,0
-0.727,1,0
-0.755,0,1
-0.526,1,0
0.744,0,1
1.047,0,1
0.759,0,1
0.944,0,1
1.161,1,0
-0.778,1,0
-0.745,1,0
-1.087,1,0
0.66,0,1
0.871,0,1
-0.693,1,0
-0.511,1,0
-0.845,1,0
-0.447,1,0
1.329,0,1
-0.673,0,1
0.844,0,1
-0.634,1,0
0.894,1,0
0.713,0,1
-0.764,0,1
-0.664,1,0
-0.582,1,0
0.83,0,1
-0.677,1,0
-0.594,1,0
-0.697,1,0
-0.47,0,1
-0.488,1,0
1.011,0,1
0.709,0,1
0.897,0,1
0.664,0,1
0.579,0,1
0.664,0,1
0.628,0,1
0.753,0,1
-0.728,1,0
0.819,0,1
0.76,1,0
-0.645,1,0
-1.443,1,0
0.895,0,1
-0.639,1,0
0.76,0,1
-1.219,1,0
0.848,0,1
1.193,1,0
0.848,1,0
1.054,0,1
0.728,0,1
-1.422,1,0
0.895,1,0
1.07,0,1
-1.528,1,0
-0.895,1,0
-0.739,0,1
0.477,0,1
0.629,0,1
0.57,1,0
0.505,0,1
0.627,0,1
0.631,0,1
0.644,1,0
0.51,0,1
0.748,1,0
-0.544,1,0
1.011,1,0
-0.61,0,1
0.744,0,1
0.545,0,1
-0.814,0,1
-0.668,1,0
-0.803,1,0
0.711,0,1
-0.744,1,0
-0.794,1,0
-0.945,1,0
-1.112,0,1
-0.727,1,0
-0.475,1,0
-0.935,1,0
-0.745,1,0
1.536,0,1
-0.796,1,0
0.858,0,1
0.96,0,1
-0.93,1,0
-0.782,1,0
-0.787,1,0
0.709,0,1
-0.819,1,0
1.487,1,0
0.703,0,1
-0.785,0,1
0.923,1,0
0.912,1,0
0.743,0,1
-0.988,1,0
-1.603,1,0
0.761,1,0
0.709,0,1
1.13,1,0
0.685,0,1
1.086,0,1
0.931,0,1
1.378,0,1
0.911,0,1
1.277,0,1
1.022,0,1
-0.859,1,0
0.645,0,1
0.928,1,0
0.778,1,0
-1.445,1,0
0.798,0,1
0.719,0,1
-0.911,1,0
0.855,1,0
-0.944,1,0
1.179,0,1
0.922,0,1
-0.813,1,0
-0.837,1,0
0.989,0,1
-0.829,0,1
0.813,0,1
-0.61,1,0
-0.644,1,0
1.494,0,1
1.457,1,0
0.728,0,1
1.072,0,1
0.598,0,1
-0.474,1,0
0.678,0,1
