RT,dark,bright
-0.594,1,0
-0.5356,1,0
0.4397,1,0
0.4414,0,1
0.6577,0,1
0.5227,0,1
0.8303,0,1
-0.625,1,0
0.7244,1,0
-0.608,0,1
0,1,0
0,1,0
-0.6415,1,0
0.6864,0,1
-0.7654,1,0
0,1,0
-0.7937,1,0
0.596,1,0
0.5767,0,1
-0.6355,1,0
0.6099,0,1
-0.5566,0,1
0.692,0,1
0.4845,0,1
-0.6839,1,0
-0.7857,1,0
0.8185,1,0
-0.6575,1,0
0.6264,0,1
-0.8359,0,1
-0.7404,1,0
0.8327,1,0
-0.8713,1,0
0.8251,1,0
0.787,0,1
0.5665,0,1
-0.6261,0,1
0,1,0
-0.8433,1,0
0.7242,0,1
0,0,1
0,1,0
-0.7223,1,0
0.552,0,1
0.6376,1,0
0,1,0
0,1,0
0.8358,0,1
-0.5961,1,0
0.6581,0,1
0.6095,0,1
0.783,0,1
0.5916,0,1
0.5527,0,1
0.5593,0,1
0.5413,0,1
-0.8273,0,1
0.7725,1,0
0.869,0,1
-0.6565,1,0
0,1,0
-0.5796,1,0
0.6431,0,1
-0.5519,1,0
-0.8537,0,1
-0.6527,1,0
-0.591,1,0
0.7699,0,1
-0.5937,1,0
-0.8584,1,0
0.6283,0,1
-0.8249,0,1
-0.8168,1,0
-0.7312,1,0
0.684,0,1
0,0,1
0.596,0,1
0.8227,1,0
-0.618,1,0
0.6532,0,1
0.6214,0,1
0.8558,0,1
-0.5848,1,0
0.6519,0,1
0.6523,0,1
0.6782,0,1
-0.7829,1,0
0.6134,0,1
0.8129,1,0
-0.438,1,0
0.7832,1,0
0.6114,0,1
0.5498,0,1
0.6416,0,1
0.7087,0,1
-0.5644,1,0
-0.7053,1,0
0.5685,0,1
-0.7979,1,0
0,1,0
0,1,0
0.598,0,1
-0.8554,1,0
0.6231,1,0
0.669,1,0
0.8534,1,0
0.7119,0,1
-0.4563,1,0
0.6948,0,1
0.5988,0,1
-0.4211,0,1
-0.6873,0,1
-0.5803,1,0
-0.5617,1,0
-0.7383,1,0
0.7249,1,0
0.611,0,1
0.5955,0,1
-0.7001,1,0
-0.5921,1,0
0,1,0
0.5953,1,0
0.5823,0,1
0.6867,0,1
0,0,1
0.7949,1,0
-0.6994,1,0
0.5817,0,1
0.7502,0,1
-0.723,1,0
-0.8394,1,0
0.6163,0,1
-0.6554,1,0
-0.7669,1,0
0.8383,1,0
0.5389,0,1
0.849,1,0
0.6174,0,1
0.7884,0,1
0.6803,0,1
0.8005,0,1
-0.718,0,1
0.6369,0,1
0.6617,0,1
0.8723,0,1
-0.6233,1,0
0.8459,0,1
-0.6565,1,0
-0.6529,1,0
-0.6394,1,0
0.8315,0,1
-0.6493,1,0
0.6554,0,1
-0.6428,1,0
-0.7388,1,0
0.7007,0,1
-0.5442,1,0
0.8167,1,0
0.8369,0,1
-0.6576,0,1
-0.7185,1,0
-0.6543,1,0
0.77,0,1
-0.8351,0,1
0,0,1
-0.6672,1,0
0.8237,1,0
0.8729,0,1
0.7075,0,1
0.7099,0,1
0,1,0
0.7731,0,1
0.7221,0,1
-0.8566,0,1
-0.5829,1,0
0.6947,0,1
-0.656,1,0
-0.5537,1,0
0.7898,1,0
0.5077,0,1
0.7046,0,1
0.6188,0,1
-0.7882,0,1
-0.6521,1,0
0.744,1,0
0.4952,0,1
-0.6609,1,0
-0.6266,1,0
0.769,1,0
0.6828,0,1
-0.6886,1,0
-0.7819,1,0
-0.7045,1,0
0.8519,1,0
0,0,1
-0.6112,1,0
-0.7529,0,1
0,0,1
0.5688,0,1
0.6696,0,1
-0.6734,1,0
-0.8156,1,0
-0.5345,1,0
0.8251,1,0
0.6847,0,1
0.621,0,1
-0.5945,1,0
-0.5951,1,0
0.5553,1,0
-0.6657,1,0
0.6651,0,1
0.6254,0,1
0.5791,0,1
0.6474,1,0
0.68,1,0
0.5567,0,1
0.8021,0,1
-0.5106,1,0
-0.4819,1,0
0.6443,0,1
-0.8239,1,0
-0.8565,1,0
-0.5491,1,0
0.636,0,1
-0.6413,1,0
-0.8112,0,1
0.5845,0,1
0.6373,0,1
0.5906,0,1
0.5269,0,1
0.5427,0,1
0.544,0,1
0.6621,0,1
0,1,0
0.5439,0,1
-0.6621,1,0
0.6846,1,0
0,1,0
0.5013,0,1
-0.5089,1,0
0.5353,0,1
-0.5829,1,0
-0.8135,1,0
0.4818,0,1
-0.6679,1,0
0.8385,1,0
0.8085,0,1
0.7987,0,1
0.79,1,0
-0.7717,1,0
0.6827,0,1
0.7126,0,1
0.7294,0,1
0,1,0
-0.5406,1,0
0.6255,0,1
0.6175,0,1
0.5805,0,1
0,1,0
0.6853,0,1
0.7529,0,1
-0.6584,0,1
-0.601,1,0
0.6765,0,1
-0.6886,1,0
-0.7151,1,0
-0.6317,1,0
0.7801,0,1
0.6838,0,1
0.6252,0,1
0.7432,0,1
-0.6121,1,0
-0.6307,1,0
0.7151,0,1
-0.6096,1,0
-0.6402,1,0
0.7371,1,0
0,0,1
-0.5537,1,0
-0.6379,1,0
0.828,1,0
-0.5602,1,0
-0.7447,0,1
-0.6351,1,0
-0.7741,0,1
-0.7682,0,1
0.7721,0,1
