RT,dark,bright
-0.619,1,0
-1.51,1,0
-0.56,1,0
0.72,0,1
1.226,0,1
0.532,0,1
0.799,0,1
0.588,1,0
-1.133,1,0
0.812,0,1
-0.846,1,0
2.65,1,0
1.438,0,1
-2.084,1,0
-2.248,1,0
2.702,1,0
-2.761,1,0
0.946,0,1
-1.487,1,0
1.123,0,1
0.907,0,1
1.06,0,1
-0.635,1,0
-1.966,1,0
-1.212,1,0
-1.685,0,1
0.996,0,1
-1.533,1,0
-1.448,1,0
-1.084,1,0
1.037,1,0
0.722,0,1
1.161,0,1
0.918,1,0
-1.474,1,0
1.367,0,1
-0.817,1,0
-1.259,1,0
1.525,0,1
-1.697,1,0
-1.484,1,0
-0.64,1,0
0.657,0,1
-2.369,1,0
1.454,0,1
0.669,0,1
1.038,0,1
0.882,0,1
-1.515,0,1
2.791,0,1
0.663,0,1
-2.744,0,1
-0.748,1,0
-0.677,1,0
1.54,1,0
-1.39,1,0
-1.904,0,1
-0.951,1,0
1.076,0,1
-2.317,1,0
-0.809,1,0
2.853,0,1
-1.425,1,0
-0.643,1,0
-1.807,0,1
-0.972,0,1
1.04,1,0
0.93,0,1
1.016,0,1
0.868,0,1
-1.528,1,0
-0.676,1,0
1.395,0,1
-2.112,0,1
-1.347,1,0
-1.534,0,1
0.714,0,1
0.687,0,1
-0.792,1,0
0.85,0,1
-1.852,1,0
-0.769,1,0
0.566,0,1
0.691,0,1
-0.646,0,1
1.028,0,1
-0.769,1,0
0.795,1,0
-1.24,0,1
1.112,1,0
-1.733,1,0
-1.784,0,1
-1.901,1,0
-1.76,1,0
-1.421,1,0
1.142,1,0
0.592,0,1
0.597,1,0
0.57,0,1
1.116,0,1
0.867,0,1
0.665,0,1
-0.616,1,0
0.933,1,0
-1.143,1,0
-0.837,1,0
0.618,0,1
0.907,0,1
-0.771,1,0
-1.117,1,0
0.849,1,0
-1.184,1,0
0.68,0,1
0.826,0,1
0.839,0,1
-0.632,1,0
-1.393,1,0
0.702,0,1
0.682,0,1
1.44,1,0
0.628,0,1
1.147,1,0
-1.064,1,0
-1.052,1,0
0.772,0,1
-0.659,1,0
0.837,0,1
0.639,0,1
0.541,0,1
0.621,0,1
0.578,0,1
0.741,0,1
0.997,0,1
1.057,0,1
-0.47,1,0
0.87,0,1
-0.644,1,0
-0.769,1,0
2.593,1,0
-1.118,1,0
0.735,0,1
-0.711,1,0
-1.035,1,0
0.669,0,1
-1.045,1,0
0.952,1,0
0.991,0,1
0.6,0,1
0.698,1,0
-1.601,1,0
0.59,0,1
0.623,0,1
2.2,0,1
0.664,1,0
-0.619,1,0
0.542,0,1
0.571,0,1
0.886,0,1
-1.252,1,0
0.584,0,1
0.83,0,1
1.22,0,1
-0.67,1,0
0.557,0,1
-1.895,1,0
0.702,1,0
-0.685,1,0
-0.564,0,1
0.734,0,1
0.709,0,1
0.866,0,1
-1.2,1,0
0.734,1,0
0.655,0,1
-0.692,1,0
-0.747,1,0
0.575,1,0
0.676,0,1
-0.618,1,0
-0.622,1,0
-0.588,1,0
-0.675,1,0
0.711,0,1
0.542,1,0
0.566,0,1
1.213,0,1
-0.604,0,1
1.287,0,1
-1,1,0
0.745,1,0
-0.696,1,0
-0.603,1,0
0.634,0,1
0.62,0,1
-0.582,1,0
-0.902,1,0
-0.665,1,0
-0.735,1,0
0.618,0,1
0.659,0,1
0.565,0,1
-0.915,1,0
-0.771,1,0
0.599,0,1
-0.57,0,1
-0.879,1,0
-0.653,1,0
0.466,0,1
-0.596,1,0
-0.592,1,0
0.723,1,0
-0.588,0,1
-1.286,1,0
-0.522,0,1
1.751,0,1
0.627,0,1
0.77,0,1
0.6,0,1
0.514,0,1
0.521,0,1
0.655,0,1
-0.573,1,0
0.548,0,1
0.936,1,0
0.752,1,0
-1.121,1,0
-0.77,0,1
-0.654,1,0
0.616,0,1
-0.921,1,0
0.998,1,0
0.83,0,1
-2.236,1,0
1.516,1,0
1.038,0,1
1.631,0,1
-1.765,1,0
0.911,1,0
1.296,0,1
1.935,0,1
0.529,0,1
1.122,1,0
-0.73,1,0
0.647,0,1
0.575,0,1
0.547,0,1
1.153,1,0
0.835,0,1
0.651,0,1
0.552,0,1
0.638,1,0
0.55,0,1
-1.51,1,0
0.965,1,0
0.761,1,0
0.664,0,1
0.66,0,1
0.559,0,1
0.667,0,1
0.909,1,0
-0.586,1,0
0.553,0,1
0.773,1,0
0.614,1,0
-0.593,1,0
0.494,0,1
1.057,1,0
-0.577,1,0
0.925,1,0
0.513,1,0
0.682,0,1
-0.708,1,0
0.855,0,1
0.745,0,1
-0.72,0,1
0.402,0,1
-0.647,1,0
0.639,1,0
-0.541,1,0
0.572,1,0
-1.128,0,1
-0.62,0,1
-1.602,1,0
-0.891,1,0
-0.584,1,0
-0.715,1,0
0.6,0,1
0.551,0,1
0.687,0,1
0.62,1,0
-0.635,1,0
