RT,dark,bright
-0.621,1,0
0,1,0
-0.559,1,0
0.788,0,1
0.621,0,1
-0.584,0,1
0,0,1
0.684,1,0
-0.703,1,0
0.584,0,1
0.489,1,0
0.719,1,0
-0.751,1,0
0,0,1
-0.62,1,0
0.805,1,0
-0.705,1,0
0.786,1,0
0.768,0,1
-0.738,1,0
-0.859,0,1
0.62,0,1
0.619,0,1
0.585,0,1
-0.69,1,0
0.673,1,0
-0.818,1,0
0.603,1,0
0.59,0,1
0.634,0,1
0.628,1,0
0,1,0
0,1,0
0.573,1,0
0.536,0,1
0.509,0,1
0.435,0,1
0,1,0
-0.69,1,0
0.572,0,1
0.512,0,1
0.517,1,0
0.489,1,0
0.523,0,1
0.705,1,0
0.57,1,0
-0.538,1,0
0.585,0,1
-0.717,1,0
0.657,0,1
0.602,0,1
0.525,0,1
0.517,0,1
0.501,0,1
0.537,0,1
0.541,0,1
0.552,0,1
-0.818,1,0
0.695,0,1
0.551,1,0
-0.822,1,0
0,1,0
0.608,0,1
-0.491,1,0
0.523,0,1
0.62,1,0
0.617,1,0
-0.568,0,1
0.481,1,0
0.682,1,0
0.584,0,1
0.512,0,1
0.534,1,0
0.753,1,0
0.504,0,1
0.567,0,1
0.538,0,1
0.685,1,0
-0.802,1,0
0,0,1
0.688,0,1
0.771,0,1
0.768,1,0
0.692,0,1
0,0,1
0.669,0,1
0.752,1,0
0,0,1
0.685,1,0
-0.74,1,0
0.634,1,0
0.551,0,1
0.555,0,1
0.592,0,1
0.703,0,1
0.685,1,0
-0.785,1,0
0.606,0,1
-0.639,1,0
0.616,1,0
0.584,1,0
0.507,0,1
0.721,1,0
0.687,1,0
0.535,1,0
0.543,1,0
0.67,0,1
0.593,1,0
0.82,0,1
0.686,0,1
0,0,1
0.835,0,1
0.753,1,0
-0.663,1,0
0.607,1,0
-0.572,1,0
-0.572,0,1
-0.775,0,1
-0.659,1,0
-0.777,1,0
-0.572,1,0
-0.62,1,0
-0.585,0,1
0.57,0,1
0.579,0,1
0.508,1,0
0.638,1,0
0.49,0,1
0.502,0,1
0.487,1,0
0.724,1,0
0.51,0,1
0,1,0
0.769,1,0
-0.753,1,0
0.703,0,1
0.572,1,0
0.554,0,1
0.609,0,1
0.591,0,1
0.537,0,1
0.487,0,1
0.519,0,1
0.669,0,1
0.577,0,1
0.861,1,0
0.551,0,1
0.54,1,0
0.556,1,0
0.638,1,0
0.603,0,1
0.62,1,0
0.622,0,1
0.652,1,0
-0.663,1,0
-0.755,0,1
-0.574,1,0
0.639,1,0
0.586,0,1
0.695,0,1
-0.573,1,0
-0.735,1,0
-0.685,0,1
0,0,1
0.78,0,1
0.686,1,0
-0.755,1,0
0.605,0,1
-0.72,0,1
-0.674,0,1
-0.675,1,0
0.652,0,1
-0.586,0,1
0.553,0,1
-0.546,1,0
-0.776,0,1
-0.721,1,0
0.704,1,0
-0.776,1,0
-0.807,0,1
0.736,0,1
0.567,0,1
0.569,0,1
-0.608,1,0
0.722,1,0
0.569,0,1
-0.606,1,0
0.602,1,0
0.537,1,0
0.571,0,1
0.61,1,0
0,1,0
0.503,1,0
0.527,1,0
0.535,0,1
-0.694,1,0
0.501,0,1
0.593,0,1
0.458,0,1
0.752,0,1
-0.678,1,0
0.539,1,0
0.806,1,0
0.688,1,0
0.577,0,1
0.82,0,1
0.719,1,0
-0.658,1,0
0.812,1,0
0.603,1,0
0.576,0,1
0.611,0,1
0.561,0,1
0.726,1,0
-0.636,1,0
0.623,0,1
0.62,0,1
0.67,1,0
-0.7,1,0
0.691,0,1
0.593,1,0
-0.737,1,0
-0.755,1,0
0.604,0,1
-0.72,1,0
-0.842,0,1
0,0,1
0.576,0,1
-0.656,0,1
0.489,0,1
-0.586,0,1
0,0,1
-0.543,1,0
-0.567,0,1
0.542,1,0
-0.473,1,0
-0.569,1,0
-0.575,0,1
-0.553,1,0
0.654,0,1
-0.523,1,0
-0.507,1,0
-0.552,0,1
-0.584,1,0
0.718,1,0
0.603,0,1
0.552,0,1
0.637,1,0
0.706,1,0
0.568,0,1
0.42,0,1
0.506,0,1
0.62,1,0
0.557,1,0
0.686,0,1
0.477,0,1
0.636,0,1
-0.559,1,0
0.471,0,1
0.51,0,1
0.485,0,1
0.494,1,0
0.436,0,1
-0.602,1,0
0.537,1,0
-0.661,1,0
0.454,0,1
0.47,0,1
0.426,0,1
0.462,0,1
0.6,1,0
-0.626,1,0
0.409,0,1
0.47,1,0
0.525,1,0
-0.537,1,0
0.47,0,1
0.389,1,0
-0.49,1,0
0.826,1,0
0.453,1,0
-0.591,0,1
-0.758,1,0
0.587,0,1
-0.774,0,1
0.618,0,1
0.71,0,1
-0.71,1,0
-0.753,1,0
-0.588,1,0
0,1,0
-0.786,0,1
-0.645,0,1
-0.67,1,0
-0.579,1,0
-0.539,1,0
-0.699,1,0
0,0,1
0.563,0,1
-0.772,0,1
-0.571,1,0
0.602,1,0
0.56,0,1
0.605,0,1
0.487,1,0
0.426,1,0
0.552,0,1
0.438,1,0
0.57,1,0
0.485,1,0
0.499,0,1
0.517,1,0
0.537,0,1
0.537,0,1
0.459,0,1
0.505,0,1
0.693,0,1
0,0,1
-0.72,0,1
0.711,1,0
0.607,0,1
0.819,1,0
0.853,1,0
0,1,0
0.863,0,1
0.756,1,0
-0.652,0,1
-0.703,1,0
-0.644,1,0
0.608,0,1
-0.704,1,0
0.662,1,0
0.544,0,1
0.678,0,1
-0.804,1,0
-0.586,1,0
0.571,0,1
0.502,0,1
0.485,0,1
0.555,1,0
0.618,1,0
0.518,0,1
0.72,0,1
0.541,0,1
-0.807,1,0
0.495,0,1
0.57,0,1
0.479,0,1
0.525,1,0
0.507,0,1
