RT,dark,bright
-1.842,1,0
-1.66,1,0
1.315,1,0
1.311,0,1
1.261,0,1
0.998,0,1
1.407,0,1
-1.593,1,0
-1.669,1,0
3.278,0,1
-1.489,1,0
0.861,1,0
-1.267,1,0
0.715,0,1
-0.812,1,0
-2.577,1,0
-1.3,1,0
-0.793,1,0
0.853,0,1
2.625,1,0
1.255,0,1
1.111,0,1
-0.845,0,1
1.437,0,1
-0.875,1,0
-1.867,1,0
-0.894,1,0
-2.358,1,0
-1.108,0,1
-2.363,0,1
-1.999,1,0
-0.927,1,0
-2.182,1,0
-3.427,1,0
3.183,0,1
1.453,0,1
1.512,0,1
-2.068,1,0
-1.162,1,0
0.733,0,1
0.662,0,1
-0.525,1,0
-0.527,1,0
0.5,0,1
-0.963,1,0
-0.62,1,0
-2.267,1,0
0.732,0,1
-0.939,1,0
0.886,0,1
0.967,0,1
1.208,0,1
0.833,0,1
0.699,0,1
0.926,0,1
-0.848,0,1
-0.619,0,1
-0.593,1,0
0.794,0,1
2.992,1,0
-0.927,1,0
-0.695,1,0
0.942,0,1
-1.395,1,0
0.731,0,1
-0.686,1,0
-0.613,1,0
2.944,0,1
-1.441,1,0
-0.728,1,0
2.758,0,1
1.197,0,1
1.6,1,0
-0.6,1,0
-0.977,0,1
0.755,0,1
1.541,0,1
-1.119,1,0
1.29,0,1
0.872,0,1
1.18,0,1
-0.702,1,0
0.578,0,1
0.668,0,1
0.741,0,1
1.01,1,0
0.555,0,1
0.965,1,0
1.986,1,0
1.915,1,0
0.661,0,1
1.585,0,1
0.876,0,1
0.994,0,1
-0.951,1,0
-0.617,1,0
0.747,0,1
0.879,1,0
1.763,1,0
1.838,1,0
0.74,0,1
-1.303,1,0
-1.335,1,0
1.493,1,0
1.729,1,0
2.134,0,1
-1.627,1,0
2.29,0,1
-2.993,0,1
0.928,0,1
-1.368,1,0
3.685,1,0
3.11,1,0
-1.617,1,0
1.947,0,1
-0.877,1,0
-1.265,1,0
3.354,1,0
-1.357,1,0
1.031,0,1
1.085,0,1
1.195,0,1
1.799,1,0
-1.173,1,0
1.029,0,1
1.29,0,1
1.526,1,0
-1.311,1,0
1.024,0,1
-1.125,1,0
-0.895,1,0
-1.241,1,0
1.782,0,1
-3.912,1,0
1.063,0,1
2.781,0,1
-1.202,0,1
3.463,0,1
4.347,0,1
-1.491,0,1
-3.814,0,1
-1.352,1,0
2.068,0,1
1.159,1,0
-1.451,1,0
-0.614,1,0
0.76,0,1
-0.812,1,0
0.886,0,1
-0.69,1,0
-1.185,1,0
0.861,0,1
-0.966,1,0
1.597,1,0
1.232,0,1
1.582,0,1
-2.074,1,0
-2.301,1,0
0.891,0,1
1.213,0,1
1.643,0,1
-3.243,1,0
-1.357,1,0
1.046,0,1
2.379,0,1
-1.408,0,1
-0.698,1,0
1.001,0,1
2.127,0,1
-2.01,0,1
1.918,1,0
0.907,0,1
0.809,1,0
-0.591,1,0
-1.186,1,0
0.718,0,1
-1.023,0,1
0.912,0,1
1.598,0,1
-0.901,1,0
-1.535,1,0
0.828,0,1
-0.642,1,0
-1.077,1,0
-1.173,1,0
0.71,0,1
-0.643,1,0
-0.949,1,0
-0.81,1,0
-0.743,1,0
0.943,0,1
-1.163,1,0
1.015,0,1
1.448,0,1
1.266,0,1
0.61,0,1
-0.412,1,0
0.698,1,0
-0.53,1,0
1.327,1,0
1.414,0,1
1.653,0,1
1.81,1,0
-0.959,1,0
-0.713,1,0
-0.817,1,0
0.893,0,1
0.966,0,1
-1.792,0,1
-0.604,1,0
1.576,1,0
0.627,0,1
-0.627,0,1
-0.778,1,0
-0.695,1,0
1.033,0,1
-0.949,1,0
-0.969,1,0
-1.395,1,0
0.893,0,1
1.36,1,0
0.586,0,1
0.643,0,1
0.66,0,1
0.474,0,1
0.644,0,1
0.493,0,1
0.593,0,1
0.68,0,1
-0.786,1,0
0.683,0,1
0.863,1,0
0.552,1,0
-0.831,1,0
