RT,dark,bright
-0.5803,1,0
-0.5607,1,0
0,1,0
-0.5864,0,1
0.7147,0,1
0.67,0,1
0.5296,0,1
-0.5551,1,0
-0.5835,1,0
0.5541,0,1
-0.5541,1,0
-0.5686,1,0
0,1,0
0.6122,0,1
-0.4312,1,0
0.7019,1,0
0.8107,1,0
0.6368,1,0
0.55,0,1
0,1,0
0.5744,0,1
-0.419,0,1
-0.651,0,1
0.4765,0,1
-0.5581,1,0
-0.5946,1,0
-0.5581,1,0
-0.5364,1,0
0.5196,0,1
0.685,0,1
-0.7182,1,0
-0.4879,1,0
-0.5341,1,0
-0.5358,1,0
0.6436,0,1
0.5249,0,1
0.5533,0,1
0.6998,1,0
-0.5171,1,0
0.5503,0,1
0.6006,0,1
0.5709,1,0
-0.5192,1,0
0.56,0,1
-0.6245,1,0
-0.7246,1,0
0.6224,1,0
0.4917,0,1
0.7211,1,0
-0.6184,0,1
0.6015,0,1
0.5517,0,1
0.4556,0,1
-0.5018,0,1
0.62,0,1
0.5364,0,1
0.6107,0,1
-0.4095,1,0
0.7152,0,1
-0.5603,1,0
-0.8269,1,0
-0.7997,1,0
0.7716,0,1
-0.672,1,0
0,0,1
-0.5339,1,0
-0.5216,1,0
-0.7528,0,1
-0.6806,1,0
0.6195,1,0
0.7716,0,1
-0.6487,0,1
0.6702,1,0
-0.5714,1,0
0.6159,0,1
-0.6391,0,1
0.7351,0,1
-0.6725,1,0
-0.4934,1,0
0.8017,0,1
0.6684,0,1
-0.6014,0,1
-0.673,1,0
-0.6767,0,1
-0.6417,0,1
-0.6254,0,1
-0.5401,1,0
0.7672,0,1
0.662,1,0
0.6563,1,0
-0.76,1,0
0.4292,0,1
0.5481,0,1
-0.4247,0,1
0.4028,0,1
-0.5011,1,0
-0.3926,1,0
0.5362,0,1
-0.5182,1,0
-0.4193,1,0
0.6346,1,0
0.4929,0,1
0.6866,1,0
-0.5574,1,0
0.6194,1,0
0.6355,1,0
-0.4646,0,1
-0.4322,1,0
0.5639,0,1
0.6717,0,1
0.5701,0,1
0.4218,0,1
-0.5993,1,0
-0.4682,1,0
0.4497,1,0
-0.6237,1,0
0.5653,0,1
0.5437,0,1
0.5237,1,0
0.525,1,0
-0.7269,1,0
0.5673,1,0
0.5141,0,1
0.5204,0,1
0.5892,0,1
0.555,1,0
0.5319,1,0
0.4878,0,1
0.4725,0,1
0.6171,1,0
-0.8253,1,0
0.4874,0,1
-0.4368,1,0
-0.642,1,0
0.6722,1,0
0.5644,0,1
0.5993,1,0
0.5479,0,1
0.4549,0,1
0.5793,0,1
0.4931,0,1
0.4698,0,1
0.4476,0,1
0.4443,0,1
0.4587,0,1
0.5634,1,0
0.4769,0,1
0.5423,1,0
-0.7738,1,0
-0.7641,1,0
0.5892,0,1
-0.5551,1,0
0.4811,0,1
-0.5199,1,0
0.708,1,0
0.6673,0,1
-0.5512,1,0
0.5957,1,0
0.594,0,1
-0.7481,0,1
-0.7391,1,0
-0.5441,1,0
0.6274,0,1
0.5397,0,1
0.596,0,1
-0.5006,1,0
0.6251,1,0
0.8234,0,1
0.7155,0,1
-0.6174,0,1
-0.5914,1,0
0.5283,0,1
0.6285,0,1
0.6178,0,1
-0.6729,1,0
0.7229,0,1
-0.5966,1,0
0.6639,1,0
0.711,1,0
0.56,0,1
0.4996,0,1
0.4716,0,1
0.5137,0,1
0,1,0
0.6344,1,0
0.5799,0,1
-0.6261,1,0
-0.6446,1,0
0.5171,1,0
0.4991,0,1
0.645,1,0
