RT,dark,bright
0,1,0
-0.579,1,0
-0.741,1,0
-0.571,0,1
-0.522,0,1
-0.589,0,1
-0.721,0,1
-0.688,1,0
-0.59,1,0
-0.655,0,1
-0.626,1,0
-0.728,1,0
-0.757,1,0
0,0,1
-0.639,1,0
-0.726,1,0
-0.623,1,0
-0.641,1,0
-0.688,0,1
-0.636,1,0
0.66,0,1
-0.805,0,1
0.754,0,1
-0.652,0,1
-0.645,1,0
-0.606,1,0
-0.577,1,0
-0.62,1,0
-0.605,0,1
0.77,0,1
-0.712,1,0
-0.558,1,0
-0.618,1,0
0.753,1,0
0.72,0,1
0.68,0,1
0.689,0,1
0.71,1,0
0.577,1,0
0.623,0,1
0.628,0,1
0.756,1,0
0.772,1,0
0.661,0,1
0.573,1,0
0,1,0
-0.806,1,0
0.572,0,1
-0.656,1,0
0.692,0,1
0.623,0,1
0.736,0,1
0.651,0,1
0.622,0,1
0.537,0,1
0.522,0,1
0.673,0,1
-0.675,1,0
0.805,0,1
0.63,1,0
0.655,1,0
0.721,1,0
0,0,1
0.511,1,0
0.527,0,1
-0.624,1,0
0.595,1,0
0.571,0,1
0.723,1,0
0.793,1,0
0.673,0,1
0.773,0,1
0.721,1,0
-0.602,1,0
0,0,1
0.69,0,1
0.545,0,1
0.562,1,0
-0.589,1,0
0.571,0,1
0.61,0,1
0.55,0,1
0.585,1,0
0,0,1
0.639,0,1
-0.841,0,1
-0.846,1,0
0.618,0,1
-0.556,1,0
-0.623,1,0
-0.59,1,0
0.723,0,1
0.724,0,1
0.538,0,1
0.594,0,1
0.757,1,0
0.596,1,0
-0.682,0,1
0.639,1,0
0.623,1,0
0.794,1,0
0,0,1
-0.704,1,0
0.863,1,0
0.846,1,0
0.741,1,0
0.833,0,1
0.521,1,0
0.722,0,1
0.528,0,1
0.673,0,1
0,0,1
0.723,1,0
0,1,0
0.559,1,0
0.699,1,0
-0.695,0,1
0.623,0,1
0.556,1,0
0.555,1,0
-0.655,1,0
0.641,1,0
-0.589,0,1
0.654,0,1
-0.67,0,1
0.821,1,0
0.682,1,0
0.587,0,1
-0.692,0,1
-0.664,1,0
-0.656,1,0
0.588,0,1
-0.588,1,0
0.71,1,0
-0.796,1,0
0.657,0,1
-0.604,1,0
0.73,0,1
0.694,0,1
0.603,0,1
0.811,0,1
0.559,0,1
-0.694,0,1
0.775,0,1
-0.676,0,1
-0.658,1,0
-0.806,0,1
0.59,1,0
0.739,1,0
-0.621,1,0
-0.647,0,1
-0.531,1,0
-0.695,0,1
-0.54,1,0
-0.66,1,0
0.723,0,1
-0.572,1,0
-0.822,1,0
0.76,0,1
-0.608,0,1
-0.674,1,0
-0.654,1,0
0,0,1
-0.57,0,1
-0.579,0,1
-0.475,1,0
-0.437,1,0
-0.538,0,1
-0.671,0,1
-0.623,0,1
-0.545,1,0
-0.676,0,1
-0.662,0,1
-0.758,0,1
-0.755,1,0
0,0,1
-0.488,1,0
-0.726,1,0
-0.436,1,0
-0.612,0,1
-0.58,0,1
-0.453,0,1
-0.776,0,1
