RT,dark,bright
-1.073,1,0
1.06,0,1
0.923,0,1
0.656,0,1
0.741,0,1
-0.54,1,0
-1.005,1,0
0.707,0,1
-0.623,1,0
1.07,1,0
1.592,1,0
0.741,0,1
-1.14,1,0
0.873,1,0
1.941,1,0
1.225,0,1
0.799,1,0
0.958,0,1
0.856,0,1
1.075,0,1
0.674,0,1
-0.494,1,0
2.007,1,0
-0.766,1,0
0.809,1,0
0.693,0,1
0.873,0,1
-0.405,1,0
-0.529,1,0
-0.624,1,0
-0.763,1,0
-0.495,0,1
0.738,0,1
0.89,0,1
-1.123,1,0
-0.796,1,0
0.898,0,1
0.772,0,1
1.211,0,1
0.828,1,0
0.986,1,0
-0.807,1,0
1.511,0,1
1.522,0,1
0.593,0,1
-0.408,0,1
0.679,0,1
0.788,0,1
0.816,0,1
0.425,0,1
0.522,1,0
-0.64,0,1
0.856,1,0
-1.362,1,0
0.839,0,1
-2.095,1,0
1.089,0,1
-1.258,1,0
0.872,1,0
-0.495,0,1
0.926,1,0
-1.939,1,0
-0.958,0,1
0.689,0,1
0.862,1,0
-0.528,1,0
0.66,0,1
-0.745,0,1
0.815,0,1
0.963,1,0
-1.776,1,0
1.639,0,1
1.526,0,1
-1.56,1,0
0.8,0,1
0.994,0,1
1.614,0,1
-1.742,1,0
1.274,0,1
0.757,1,0
-0.996,1,0
-0.616,1,0
0.54,0,1
0.657,0,1
0.64,0,1
0.639,0,1
-0.723,1,0
0.605,1,0
0.756,0,1
-0.691,1,0
0.691,1,0
0.809,0,1
-0.977,1,0
-0.588,1,0
-0.81,1,0
0.673,1,0
-0.306,0,1
1.958,1,0
-2.047,0,1
1.19,0,1
0.705,0,1
0.495,1,0
-0.573,1,0
-0.479,1,0
0.731,1,0
0.789,0,1
-0.382,0,1
-1.609,1,0
-0.84,1,0
1.96,1,0
1.793,0,1
0.924,0,1
1.024,0,1
2.144,1,0
1.823,0,1
-2.057,1,0
-0.792,1,0
0.69,0,1
2.308,1,0
-0.648,1,0
-1.909,1,0
2.276,0,1
-0.892,1,0
-0.813,0,1
1.242,0,1
0.692,0,1
-1.965,0,1
1.406,0,1
1.039,0,1
1.078,0,1
-2.124,0,1
-0.857,1,0
-0.777,1,0
-0.622,1,0
-0.841,1,0
-0.424,0,1
-0.607,1,0
0.862,0,1
-0.69,1,0
-0.658,1,0
-0.661,0,1
-0.696,1,0
0.811,1,0
0.921,0,1
1.514,0,1
-1.209,1,0
-0.673,1,0
1.056,0,1
-1.473,0,1
0.773,0,1
-0.642,1,0
-1.073,1,0
0.747,0,1
-1.083,0,1
-1.023,1,0
-0.626,0,1
-0.98,0,1
1.473,0,1
-1.091,1,0
0.923,0,1
-0.714,1,0
-0.661,1,0
0.641,1,0
0.805,0,1
1.273,0,1
1.066,0,1
-0.807,0,1
0.724,1,0
-2.225,1,0
0.798,0,1
0.794,1,0
0.718,1,0
-0.592,1,0
1.123,0,1
-0.907,1,0
1.34,1,0
1.274,1,0
1.061,0,1
-0.591,1,0
-0.898,0,1
0.667,0,1
0.657,0,1
-0.829,1,0
-0.925,1,0
-0.774,1,0
-0.889,1,0
0.677,0,1
-0.709,0,1
-0.789,1,0
0.841,1,0
-0.423,1,0
-0.541,1,0
0.607,0,1
0.733,0,1
0.889,0,1
-0.656,1,0
-0.824,1,0
0.809,0,1
-0.701,0,1
-0.84,1,0
0.496,1,0
-0.574,1,0
-0.538,1,0
0.549,0,1
-0.523,1,0
-0.707,0,1
0.608,0,1
0.929,0,1
-0.923,0,1
0.656,0,1
0.658,0,1
0.555,0,1
-1.014,1,0
0.557,0,1
0.605,1,0
-0.612,1,0
-0.555,1,0
-0.681,0,1
-0.711,1,0
0.742,0,1
-0.566,1,0
0.693,1,0
-0.458,0,1
-0.773,1,0
0.522,1,0
0.793,0,1
2.063,0,1
1.107,1,0
1.098,1,0
0.989,0,1
0.799,0,1
1.156,0,1
-0.64,1,0
0.642,1,0
0.54,0,1
0.774,0,1
-0.607,0,1
0.663,1,0
1.36,0,1
0.643,0,1
1.151,0,1
0.997,0,1
0.658,1,0
-0.606,1,0
0.691,1,0
0.89,0,1
0.599,0,1
0.707,0,1
0.559,0,1
-0.522,1,0
0.589,0,1
-0.61,1,0
-0.66,1,0
-0.756,1,0
0.394,0,1
-0.625,1,0
-1.795,1,0
-0.655,1,0
0.958,1,0
-1.207,0,1
2.063,1,0
1.295,0,1
-0.838,0,1
0.83,0,1
-0.879,1,0
0.876,1,0
0.625,1,0
-0.573,1,0
0.592,0,1
0.668,0,1
-0.632,1,0
0.61,1,0
-0.583,1,0
0.757,1,0
-0.541,0,1
0.824,0,1
0.993,1,0
-0.723,1,0
1.09,0,1
0.606,0,1
0.616,1,0
-0.364,1,0
0.689,0,1
0.672,1,0
-0.592,1,0
-0.657,1,0
-0.448,0,1
0.591,1,0
0.658,0,1
0.481,0,1
0.547,0,1
0.495,0,1
0.649,0,1
0.578,0,1
0.508,0,1
0.89,0,1
-0.606,1,0
0.576,0,1
0.479,1,0
-0.707,1,0
0.58,1,0
0.662,0,1
-0.392,1,0
0.6,0,1
0.55,1,0
1.076,1,0
0.81,0,1
0.676,1,0
1.489,1,0
1.075,0,1
2.23,0,1
-0.773,1,0
0.772,0,1
0.598,0,1
0.571,0,1
-0.823,1,0
-0.639,1,0
0.656,0,1
-0.857,0,1
0.743,0,1
-0.557,1,0
-0.856,0,1
0.74,0,1
-0.81,0,1
1.343,1,0
0.6,0,1
