RT,dark,bright
0.7352,1,0
0.7762,1,0
-0.3332,1,0
-0.3386,0,1
-0.6438,0,1
0.7224,0,1
-0.4519,0,1
0.8344,1,0
-0.8217,1,0
0.9664,0,1
-1.0237,1,0
0.9071,1,0
-0.9498,1,0
0.9952,0,1
0.9603,1,0
-1.2162,1,0
0.9252,1,0
-0.4363,1,0
0.5869,0,1
-0.4629,1,0
-0.6851,0,1
0.6095,0,1
0.764,0,1
0.54,0,1
0.9516,1,0
0.8555,1,0
0.8836,1,0
0.7898,1,0
0.572,0,1
0.9223,0,1
0.6445,1,0
0.8424,1,0
-0.843,1,0
0.6631,1,0
0.5482,0,1
0.8482,0,1
0.6139,0,1
0.6927,1,0
0.664,1,0
0.8626,0,1
0.6446,0,1
0.7644,1,0
0.7513,1,0
0.7954,0,1
-0.8083,1,0
-0.7719,1,0
-0.9456,1,0
0.6205,0,1
-0.6516,1,0
0.7474,0,1
-0.7832,0,1
0.8253,0,1
0.657,0,1
0.8861,0,1
0.5287,0,1
0.4365,0,1
0.583,0,1
-0.486,1,0
0.5702,0,1
0.5228,1,0
0.6343,1,0
0.7052,0,1
0.6575,1,0
0.5913,0,1
0.9007,1,0
-1.0447,1,0
0.6027,0,1
-0.6647,1,0
0.6989,1,0
0.4968,0,1
0.7894,0,1
0.5374,1,0
1.044,1,0
0.7844,0,1
0.5834,0,1
0.5107,0,1
0.6677,1,0
0.6801,1,0
0.4869,0,1
0.9759,0,1
0.6263,0,1
-0.6849,1,0
0.5534,0,1
0.7516,0,1
-1.0408,0,1
-0.731,1,0
0.7598,0,1
-0.6487,1,0
-0.5975,1,0
0.683,1,0
0.506,0,1
0.4635,0,1
0.4711,0,1
0.4578,0,1
-0.5619,1,0
0.5148,1,0
0.5853,0,1
0.6626,1,0
0.7112,1,0
-0.6387,1,0
0.583,0,1
0.4698,1,0
0.4503,1,0
-0.802,1,0
0.4501,1,0
0.6787,0,1
-0.5628,1,0
0.6423,0,1
0.8589,0,1
0.526,0,1
0.5958,1,0
0.5851,1,0
-0.6736,1,0
-0.9691,1,0
-0.8577,0,1
-0.6665,1,0
0.934,1,0
0.7449,1,0
0.8794,1,0
0.6055,0,1
0.6393,0,1
-0.65,0,1
0.7609,1,0
0.5766,1,0
0.4436,0,1
0.5785,0,1
-0.6437,1,0
-0.5455,1,0
0.5093,0,1
0.8537,1,0
-0.7438,1,0
0.7126,1,0
0.6409,0,1
0.5513,1,0
0.7326,0,1
0.5268,0,1
0.4483,0,1
0.5422,0,1
0.5359,0,1
0.4293,0,1
0.5211,0,1
1.1404,0,1
-0.6453,1,0
0.611,0,1
0.4854,1,0
0.6888,1,0
-0.5466,1,0
0.4955,0,1
-0.598,1,0
0.5803,0,1
-0.58,1,0
0.662,1,0
0.4444,0,1
0.5105,1,0
0.7964,1,0
0.7868,0,1
-0.7569,0,1
-0.7984,1,0
0.7495,0,1
0.7752,0,1
0.6028,0,1
-0.6881,1,0
-0.8855,1,0
0.6163,0,1
-0.7646,0,1
-0.6681,0,1
-0.9455,1,0
0.7138,0,1
0.8009,0,1
0.7613,0,1
-0.9542,1,0
0.6099,0,1
-0.5547,1,0
0.5903,1,0
-0.5877,1,0
0.666,0,1
0.4788,0,1
0.4536,0,1
0.4428,0,1
0.4766,1,0
0.4342,1,0
1.0398,0,1
0.7805,1,0
0.7366,1,0
-0.7755,1,0
0.6188,0,1
0.7292,1,0
0.7073,1,0
0.4882,1,0
0.5145,1,0
0.4239,0,1
-0.4654,1,0
0.4729,0,1
0.4066,0,1
0.9701,0,1
0.5551,0,1
-0.5728,1,0
-0.6603,1,0
-0.633,1,0
-0.6529,1,0
0.6249,0,1
0.4211,0,1
-0.806,1,0
-0.7794,1,0
-0.661,1,0
0.6217,1,0
0.502,0,1
0.7067,0,1
-0.3819,0,1
0.8358,1,0
0.5247,1,0
