RT,dark,bright
-0.7677,1,0
-0.6236,1,0
-0.7908,1,0
-1.4218,0,1
0.7667,0,1
0.8709,0,1
-1.7491,0,1
-0.7238,1,0
-0.742,1,0
0.8,0,1
-0.9675,1,0
-1.3337,1,0
-1.4718,1,0
0.8357,0,1
-0.8578,1,0
1.8009,1,0
-1.052,1,0
0.9782,1,0
0.7278,0,1
-0.843,1,0
0.7681,0,1
0.6343,0,1
1.001,0,1
0.7615,0,1
-0.6743,1,0
-0.8901,1,0
-0.6108,1,0
-1.0575,1,0
0.8853,0,1
1.1805,0,1
-0.8843,1,0
-0.6669,1,0
-1.1507,1,0
-0.7083,1,0
0.8507,0,1
0.7286,0,1
0.865,0,1
-1.1622,1,0
1.2532,1,0
1.7768,0,1
-0.9614,0,1
-0.6504,1,0
-1.499,1,0
-1.1785,0,1
1.2884,1,0
-1.702,1,0
-1.1677,1,0
0.6677,0,1
-0.9602,1,0
0.6933,0,1
0.7756,0,1
0.7006,0,1
0.832,0,1
0.7043,0,1
1.5039,0,1
1.0168,0,1
0.8439,0,1
-0.689,1,0
-0.8408,0,1
1.2428,1,0
-0.6509,1,0
-0.7834,1,0
-0.7323,0,1
-0.6133,1,0
-0.8004,1,0
-0.5691,1,0
-1.1193,0,1
0.7678,1,0
-0.8814,1,0
0.6945,0,1
-1.5347,0,1
-0.7843,1,0
0.7173,1,0
0.6352,0,1
0.8462,0,1
1.0236,0,1
-0.8176,1,0
-0.8499,1,0
1.1432,0,1
0.8668,0,1
0.7273,0,1
-0.8362,1,0
0.6635,0,1
0.6244,0,1
-1.2195,0,1
-0.5559,1,0
0.6761,0,1
-0.7057,1,0
-0.7348,1,0
-0.6779,1,0
0.6412,0,1
0.5339,0,1
0.594,0,1
0.7156,0,1
-0.8229,1,0
-0.7166,1,0
0.9342,0,1
-0.6188,1,0
-0.6582,1,0
0.88,1,0
0.5332,0,1
0.8163,1,0
0.6645,1,0
0.5774,1,0
-0.934,1,0
0.7861,0,1
-1.2509,1,0
0.6593,0,1
-0.9768,0,1
0.6732,0,1
0.6499,0,1
-1.3979,1,0
-0.7636,1,0
0.8188,1,0
-1.3167,1,0
0.6925,0,1
0.5781,0,1
-1.2503,1,0
-1.0492,1,0
-0.7735,1,0
-0.8189,1,0
0.6833,0,1
0.5817,0,1
0.6907,0,1
1.6054,1,0
-0.9189,1,0
0.6787,0,1
0.6996,0,1
-0.6579,1,0
1.0839,1,0
0.5913,0,1
0.6456,1,0
0.7112,1,0
-0.7007,1,0
-1.3781,0,1
-0.7953,1,0
0.6998,0,1
1.0087,0,1
-1.1936,0,1
1.4492,0,1
-1.3094,0,1
0.795,0,1
0.8934,0,1
-1.383,0,1
-0.6945,1,0
0.9718,0,1
-0.7783,1,0
-0.9668,1,0
-1.0495,1,0
1.3644,0,1
-1.5307,1,0
1.105,0,1
-1.0335,1,0
-1.1058,1,0
0.6927,0,1
-0.8339,1,0
-0.9669,1,0
1.3878,0,1
1.0455,0,1
-1.18,1,0
-0.7332,1,0
0.9507,0,1
0.7477,0,1
1.0156,0,1
-0.7016,1,0
-0.6019,1,0
0.626,0,1
0.7872,0,1
-0.9348,0,1
-0.6217,1,0
-0.8504,0,1
-0.7813,0,1
-0.7676,0,1
-0.7155,1,0
0.7432,0,1
-0.9595,1,0
-0.6925,1,0
-0.6825,1,0
-0.7,0,1
0.6844,0,1
0.6392,0,1
-0.7754,0,1
-0.6002,1,0
-1.0975,1,0
